"Percentile","Latency [msec]"
0.0001,0.000506
0.0002,0.000575
0.0003,0.000629
0.0004,0.00068
0.0005,0.000716
0.0006,0.000749
0.0007,0.000781
0.0008,0.000814
0.0009,0.000847
0.001,0.000872
0.0011,0.000896
0.0012,0.000922
0.0013,0.000947
0.0014,0.000967
0.0015,0.000991
0.0016,0.001015
0.0017,0.001041
0.0018,0.001061
0.0019,0.001084
0.002,0.001103
0.0021,0.001119
0.0022,0.001137
0.0023,0.001153
0.0024,0.00117
0.0025,0.001185
0.0026,0.001203
0.0027,0.001219
0.0028,0.001232
0.0029,0.001246
0.003,0.00126
0.0031,0.001276
0.0032,0.001291
0.0033,0.001303
0.0034,0.001317
0.0035,0.001331
0.0036,0.001344
0.0037,0.001359
0.0038,0.001373
0.0039,0.001386
0.004,0.001399
0.0041,0.00141
0.0042,0.001422
0.0043,0.001437
0.0044,0.001449
0.0045,0.001461
0.0046,0.001473
0.0047,0.001483
0.0048,0.001494
0.0049,0.001507
0.005,0.00152
0.0051,0.00153
0.0052,0.001543
0.0053,0.001555
0.0054,0.001568
0.0055,0.001581
0.0056,0.001592
0.0057,0.001604
0.0058,0.001615
0.0059,0.001626
0.006,0.001638
0.0061,0.001649
0.0062,0.001661
0.0063,0.001672
0.0064,0.001683
0.0065,0.001693
0.0066,0.001703
0.0067,0.001713
0.0068,0.001723
0.0069,0.001734
0.007,0.001743
0.0071,0.001754
0.0072,0.001765
0.0073,0.001775
0.0074,0.001785
0.0075,0.001794
0.0076,0.001804
0.0077,0.001813
0.0078,0.001821
0.0079,0.001831
0.008,0.00184
0.0081,0.001851
0.0082,0.00186
0.0083,0.001871
0.0084,0.00188
0.0085,0.00189
0.0086,0.0019
0.0087,0.001908
0.0088,0.001918
0.0089,0.001928
0.009,0.001937
0.0091,0.001946
0.0092,0.001956
0.0093,0.001965
0.0094,0.001973
0.0095,0.001981
0.0096,0.00199
0.0097,0.001999
0.0098,0.002008
0.0099,0.002017
0.01,0.002025
0.02,0.002707
0.03,0.003189
0.04,0.003589
0.05,0.003937
0.06,0.004271
0.07,0.004607
0.08,0.004943
0.09,0.005271
0.1,0.005595
0.11,0.005891
0.12,0.006155
0.13,0.006399
0.14,0.006639
0.15,0.006895
0.16,0.007199
0.17,0.007587
0.18,0.008247
0.19,0.011527
0.2,0.025039
0.21,0.046847
0.22,0.073279
0.23,0.104127
0.24,0.142719
0.25,0.190463
0.26,0.251519
0.27,0.318719
0.28,0.380159
0.29,0.443391
0.3,0.502783
0.31,0.568831
0.32,0.633855
0.33,0.695807
0.34,0.747519
0.35,0.793087
0.36,0.839167
0.37,0.878591
0.38,0.916479
0.39,0.947711
0.4,0.976383
0.41,1.00864
0.42,1.05165
0.43,1.09773
0.44,1.14381
0.45,1.19091
0.46,1.24518
0.47,1.30765
0.48,1.36909
0.49,1.43155
0.5,1.49402
0.51,1.55136
0.52,1.61485
0.53,1.67731
0.54,1.73773
0.55,1.79507
0.56,1.85139
0.57,1.90669
0.58,1.95379
0.59,1.99885
0.6,2.0521
0.61,2.10534
0.62,2.15859
0.63,2.22003
0.64,2.28557
0.65,2.3511
0.66,2.42483
0.67,2.5047
0.68,2.58048
0.69,2.65421
0.7,2.72384
0.71,2.79347
0.72,2.86105
0.73,2.93274
0.74,3.00237
0.75,3.07814
0.76,3.16211
0.77,3.25837
0.78,3.34848
0.79,3.44678
0.8,3.54099
0.81,3.64134
0.82,3.72736
0.83,3.81338
0.84,3.89734
0.85,3.99974
0.86,4.11853
0.87,4.24345
0.88,4.39091
0.89,4.54656
0.9,4.68173
0.91,4.81689
0.92,5.00941
0.93,5.24697
0.94,5.48045
0.95,5.72621
0.96,6.05389
0.97,6.54541
0.98,7.22944
0.99,8.32717
0.9901,8.33945
0.9902,8.34765
0.9903,8.35584
0.9904,8.37222
0.9905,8.38451
0.9906,8.3968
0.9907,8.42137
0.9908,8.42957
0.9909,8.43776
0.991,8.45414
0.9911,8.47872
0.9912,8.4951
0.9913,8.54425
0.9914,8.57702
0.9915,8.58521
0.9916,8.60979
0.9917,8.63437
0.9918,8.65075
0.9919,8.65894
0.992,8.67533
0.9921,8.68352
0.9922,8.69171
0.9923,8.71629
0.9924,8.74906
0.9925,8.75725
0.9926,8.78182
0.9927,8.8064
0.9928,8.82278
0.9929,8.85555
0.993,8.88013
0.9931,8.93747
0.9932,8.97024
0.9933,9.02758
0.9934,9.05216
0.9935,9.08493
0.9936,9.14227
0.9937,9.18323
0.9938,9.25696
0.9939,9.3143
0.994,9.37984
0.9941,9.4208
0.9942,9.42899
0.9943,9.45357
0.9944,9.46995
0.9945,9.48634
0.9946,9.5273
0.9947,9.55187
0.9948,9.59283
0.9949,9.60102
0.995,9.63379
0.9951,9.66656
0.9952,9.70752
0.9953,9.75667
0.9954,9.83859
0.9955,9.87955
0.9956,9.93689
0.9957,9.96147
0.9958,9.99424
0.9959,10.0516
0.996,10.0844
0.9961,10.1663
0.9962,10.1908
0.9963,10.2072
0.9964,10.2318
0.9965,10.2564
0.9966,10.2728
0.9967,10.3301
0.9968,10.4038
0.9969,10.453
0.997,10.4858
0.9971,10.5431
0.9972,10.6168
0.9973,10.7069
0.9974,10.7807
0.9975,10.8298
0.9976,10.879
0.9977,10.9281
0.9978,10.9937
0.9979,11.0019
0.998,11.1002
0.9981,11.1329
0.9982,11.1739
0.9983,11.2476
0.9984,11.3213
