"Percentile","Latency [msec]"
0.0001,1.68448
0.0002,1.7111
0.0003,1.77971
0.0004,1.82682
0.0005,1.85958
0.0006,1.87801
0.0007,1.92
0.0008,1.95584
0.0009,1.99578
0.001,2.03981
0.0011,2.0695
0.0012,2.08793
0.0013,2.10739
0.0014,2.12582
0.0015,2.15245
0.0016,2.17702
0.0017,2.19955
0.0018,2.21593
0.0019,2.23027
0.002,2.24461
0.0021,2.26304
0.0022,2.28352
0.0023,2.304
0.0024,2.31629
0.0025,2.33062
0.0026,2.34496
0.0027,2.35725
0.0028,2.37158
0.0029,2.38387
0.003,2.39821
0.0031,2.4105
0.0032,2.42074
0.0033,2.43302
0.0034,2.44122
0.0035,2.4535
0.0036,2.46579
0.0037,2.47603
0.0038,2.48832
0.0039,2.50061
0.004,2.5088
0.0041,2.51904
0.0042,2.52518
0.0043,2.53337
0.0044,2.54157
0.0045,2.54976
0.0046,2.55795
0.0047,2.56614
0.0048,2.57434
0.0049,2.58048
0.005,2.58867
0.0051,2.59482
0.0052,2.60096
0.0053,2.6071
0.0054,2.61325
0.0055,2.61734
0.0056,2.62349
0.0057,2.62758
0.0058,2.63373
0.0059,2.63782
0.006,2.64397
0.0061,2.65011
0.0062,2.65625
0.0063,2.66035
0.0064,2.66854
0.0065,2.67469
0.0066,2.68288
0.0067,2.68902
0.0068,2.69517
0.0069,2.70336
0.007,2.7095
0.0071,2.71769
0.0072,2.72384
0.0073,2.72998
0.0074,2.73613
0.0075,2.74227
0.0076,2.75046
0.0077,2.75661
0.0078,2.76275
0.0079,2.76685
0.008,2.77094
0.0081,2.77709
0.0082,2.78323
0.0083,2.79142
0.0084,2.79757
0.0085,2.80371
0.0086,2.80781
0.0087,2.8119
0.0088,2.81805
0.0089,2.82214
0.009,2.82419
0.0091,2.83033
0.0092,2.83443
0.0093,2.84057
0.0094,2.84467
0.0095,2.84877
0.0096,2.85491
0.0097,2.85901
0.0098,2.86515
0.0099,2.87129
0.01,2.87744
0.02,3.2727
0.03,3.52256
0.04,3.72531
0.05,3.87891
0.06,4.02637
0.07,4.15744
0.08,4.26803
0.09,4.37043
0.1,4.46873
0.11,4.56704
0.12,4.64896
0.13,4.74317
0.14,4.83328
0.15,4.92749
0.16,5.0217
0.17,5.10361
0.18,5.18144
0.19,5.26336
0.2,5.34938
0.21,5.43949
0.22,5.5296
0.23,5.61152
0.24,5.70163
0.25,5.79174
0.26,5.87366
0.27,5.95558
0.28,6.0375
0.29,6.11942
0.3,6.20134
0.31,6.29146
0.32,6.37338
0.33,6.46758
0.34,6.54541
0.35,6.62733
0.36,6.70925
0.37,6.79526
0.38,6.87718
0.39,6.9632
0.4,7.04102
0.41,7.13113
0.42,7.22125
0.43,7.31136
0.44,7.40147
0.45,7.48749
0.46,7.56941
0.47,7.64723
0.48,7.72506
0.49,7.81107
0.5,7.89709
0.51,7.9831
0.52,8.07321
0.53,8.16742
0.54,8.24934
0.55,8.33945
0.56,8.42957
0.57,8.52787
0.58,8.61798
0.59,8.7081
0.6,8.8064
0.61,8.89651
0.62,8.98662
0.63,9.07673
0.64,9.15865
0.65,9.24057
0.66,9.33069
0.67,9.41261
0.68,9.50272
0.69,9.59283
0.7,9.68294
0.71,9.77305
0.72,9.86317
0.73,9.96147
0.74,10.0516
0.75,10.1581
0.76,10.2564
0.77,10.3629
0.78,10.4694
0.79,10.5841
0.8,10.6824
0.81,10.7807
0.82,10.879
0.83,10.9855
0.84,11.1002
0.85,11.2148
0.86,11.3377
0.87,11.4524
0.88,11.5835
0.89,11.7228
