"Percentile","Latency [msec]"
0.0001,0.000266
0.0002,0.000272
0.0003,0.000276
0.0004,0.000279
0.0005,0.000282
0.0006,0.000284
0.0007,0.000286
0.0008,0.000288
0.0009,0.000289
0.001,0.000291
0.0011,0.000292
0.0012,0.000293
0.0013,0.000294
0.0014,0.000295
0.0015,0.000297
0.0016,0.000298
0.0017,0.000299
0.0018,0.0003
0.0019,0.0003
0.002,0.000302
0.0021,0.000302
0.0022,0.000303
0.0023,0.000304
0.0024,0.000305
0.0025,0.000305
0.0026,0.000306
0.0027,0.000307
0.0028,0.000308
0.0029,0.000308
0.003,0.000309
0.0031,0.00031
0.0032,0.00031
0.0033,0.000311
0.0034,0.000311
0.0035,0.000312
0.0036,0.000313
0.0037,0.000313
0.0038,0.000314
0.0039,0.000314
0.004,0.000315
0.0041,0.000315
0.0042,0.000316
0.0043,0.000316
0.0044,0.000317
0.0045,0.000318
0.0046,0.000318
0.0047,0.000319
0.0048,0.000319
0.0049,0.00032
0.005,0.00032
0.0051,0.000321
0.0052,0.000321
0.0053,0.000322
0.0054,0.000322
0.0055,0.000323
0.0056,0.000323
0.0057,0.000323
0.0058,0.000324
0.0059,0.000324
0.006,0.000325
0.0061,0.000325
0.0062,0.000325
0.0063,0.000326
0.0064,0.000326
0.0065,0.000327
0.0066,0.000327
0.0067,0.000328
0.0068,0.000328
0.0069,0.000328
0.007,0.000329
0.0071,0.000329
0.0072,0.000329
0.0073,0.00033
0.0074,0.00033
0.0075,0.000331
0.0076,0.000331
0.0077,0.000331
0.0078,0.000332
0.0079,0.000332
0.008,0.000333
0.0081,0.000333
0.0082,0.000333
0.0083,0.000334
0.0084,0.000334
0.0085,0.000335
0.0086,0.000335
0.0087,0.000335
0.0088,0.000336
0.0089,0.000336
0.009,0.000336
0.0091,0.000337
0.0092,0.000337
0.0093,0.000337
0.0094,0.000338
0.0095,0.000338
0.0096,0.000338
0.0097,0.000339
0.0098,0.000339
0.0099,0.000339
0.01,0.00034
0.02,0.000367
0.03,0.00039
0.04,0.00041
0.05,0.000429
0.06,0.000447
0.07,0.000464
0.08,0.000481
0.09,0.000497
0.1,0.000513
0.11,0.000529
0.12,0.000544
0.13,0.00056
0.14,0.000575
0.15,0.00059
0.16,0.000606
0.17,0.00062
0.18,0.000635
0.19,0.00065
0.2,0.000664
0.21,0.000679
0.22,0.000693
0.23,0.000706
0.24,0.00072
0.25,0.000733
0.26,0.000746
0.27,0.000759
0.28,0.000772
0.29,0.000785
0.3,0.000797
0.31,0.00081
0.32,0.000823
0.33,0.000836
0.34,0.000849
0.35,0.000862
0.36,0.000875
0.37,0.000888
0.38,0.000901
0.39,0.000914
0.4,0.000928
0.41,0.000941
0.42,0.000955
0.43,0.000969
0.44,0.000983
0.45,0.000997
0.46,0.001011
0.47,0.001025
0.48,0.001039
0.49,0.001053
0.5,0.001067
0.51,0.001081
0.52,0.001095
0.53,0.001109
0.54,0.001123
0.55,0.001136
0.56,0.00115
0.57,0.001164
0.58,0.001177
0.59,0.001191
0.6,0.001204
0.61,0.001218
0.62,0.001231
0.63,0.001245
0.64,0.001259
0.65,0.001273
0.66,0.001287
0.67,0.001301
0.68,0.001316
0.69,0.001331
0.7,0.001346
0.71,0.001361
0.72,0.001378
0.73,0.001394
0.74,0.001411
0.75,0.001429
0.76,0.001448
0.77,0.001467
0.78,0.001486
0.79,0.001506
0.8,0.001526
0.81,0.001546
0.82,0.001566
0.83,0.001586
0.84,0.001606
0.85,0.001626
0.86,0.001646
0.87,0.001666
0.88,0.001686
0.89,0.001706
0.9,0.001727
0.91,0.001749
0.92,0.001774
0.93,0.001801
0.94,0.001833
0.95,0.001871
0.96,0.001917
0.97,0.001975
0.98,0.002055
0.99,0.002177
0.9901,0.002179
0.9902,0.002181
0.9903,0.002183
0.9904,0.002185
0.9905,0.002185
0.9906,0.002187
0.9907,0.002189
0.9908,0.002191
0.9909,0.002193
0.991,0.002195
0.9911,0.002197
0.9912,0.002199
0.9913,0.002201
0.9914,0.002203
0.9915,0.002205
0.9916,0.002207
0.9917,0.002209
0.9918,0.002211
0.9919,0.002213
0.992,0.002215
0.9921,0.002217
0.9922,0.002219
0.9923,0.002221
0.9924,0.002223
0.9925,0.002225
0.9926,0.002227
0.9927,0.002231
0.9928,0.002233
0.9929,0.002235
0.993,0.002237
0.9931,0.002239
0.9932,0.002243
0.9933,0.002245
0.9934,0.002247
0.9935,0.002249
0.9936,0.002253
0.9937,0.002255
0.9938,0.002257
0.9939,0.002261
0.994,0.002263
0.9941,0.002265
0.9942,0.002269
0.9943,0.002271
0.9944,0.002275
0.9945,0.002277
0.9946,0.002281
0.9947,0.002283
0.9948,0.002287
0.9949,0.002289
0.995,0.002293
0.9951,0.002297
0.9952,0.002301
0.9953,0.002305
0.9954,0.002307
0.9955,0.002311
0.9956,0.002315
0.9957,0.002319
0.9958,0.002323
0.9959,0.002327
0.996,0.002333
0.9961,0.002337
0.9962,0.002343
0.9963,0.002347
0.9964,0.002353
0.9965,0.002357
0.9966,0.002363
0.9967,0.002369
0.9968,0.002375
0.9969,0.002383
0.997,0.002389
0.9971,0.002397
0.9972,0.002407
0.9973,0.002415
0.9974,0.002427
0.9975,0.002437
0.9976,0.002449
0.9977,0.002463
0.9978,0.002477
0.9979,0.002493
0.998,0.002513
0.9981,0.002535
0.9982,0.002561
0.9983,0.002591
0.9984,0.002627
0.9985,0.002671
0.9986,0.002735
0.9987,0.002829
0.9988,0.003011
0.9989,0.003477
0.999,0.011631
0.9991,0.035199
0.9992,0.063935
0.9993,0.088639
0.9994,0.117503
0.9995,0.141951
0.9996,0.171007
0.9997,0.195327
0.9998,0.386303
0.9999,0.691199
