"Percentile","Latency [msec]"
0.0001,1.2503
0.0002,1.40493
0.0003,1.51449
0.0004,1.57594
0.0005,1.59744
0.0006,1.62918
0.0007,1.65478
0.0008,1.68141
0.0009,1.70803
0.001,1.73158
0.0011,1.75309
0.0012,1.77766
0.0013,1.80122
0.0014,1.82477
0.0015,1.84525
0.0016,1.86982
0.0017,1.88621
0.0018,1.90566
0.0019,1.92512
0.002,1.94253
0.0021,1.96198
0.0022,1.9753
0.0023,1.9968
0.0024,2.02137
0.0025,2.04595
0.0026,2.06848
0.0027,2.08384
0.0028,2.10125
0.0029,2.11558
0.003,2.12992
0.0031,2.14221
0.0032,2.15449
0.0033,2.16064
0.0034,2.17293
0.0035,2.18317
0.0036,2.19955
0.0037,2.21389
0.0038,2.23027
0.0039,2.24461
0.004,2.26099
0.0041,2.27533
0.0042,2.29171
0.0043,2.30809
0.0044,2.32448
0.0045,2.34086
0.0046,2.35315
0.0047,2.36134
0.0048,2.37363
0.0049,2.38387
0.005,2.39616
0.0051,2.40435
0.0052,2.41459
0.0053,2.42483
0.0054,2.43098
0.0055,2.43917
0.0056,2.44736
0.0057,2.45555
0.0058,2.4617
0.0059,2.46784
0.006,2.47808
0.0061,2.48422
0.0062,2.49446
0.0063,2.5047
0.0064,2.51699
0.0065,2.52723
0.0066,2.53952
0.0067,2.55181
0.0068,2.56205
0.0069,2.57024
0.007,2.58048
0.0071,2.59072
0.0072,2.60096
0.0073,2.60915
0.0074,2.61734
0.0075,2.62758
0.0076,2.63578
0.0077,2.64601
0.0078,2.65625
0.0079,2.6624
0.008,2.67264
0.0081,2.67878
0.0082,2.68697
0.0083,2.69517
0.0084,2.70336
0.0085,2.71155
0.0086,2.71974
0.0087,2.72793
0.0088,2.73818
0.0089,2.74432
0.009,2.75046
0.0091,2.75661
0.0092,2.76275
0.0093,2.7689
0.0094,2.77504
0.0095,2.78118
0.0096,2.78733
0.0097,2.79142
0.0098,2.79552
0.0099,2.79962
0.01,2.80371
0.02,3.20717
0.03,3.50413
0.04,3.71917
0.05,3.90963
0.06,4.07347
0.07,4.20249
0.08,4.32538
0.09,4.44825
0.1,4.55475
0.11,4.65306
0.12,4.75136
0.13,4.84147
0.14,4.93568
0.15,5.02579
0.16,5.11181
0.17,5.19373
0.18,5.27155
0.19,5.35347
0.2,5.43539
0.21,5.51321
0.22,5.59923
0.23,5.68115
0.24,5.75488
0.25,5.8327
0.26,5.90233
0.27,5.98016
0.28,6.05389
0.29,6.13171
0.3,6.20953
0.31,6.28326
0.32,6.35699
0.33,6.43072
0.34,6.50035
0.35,6.57408
0.36,6.64781
0.37,6.72154
0.38,6.79936
0.39,6.88128
