"Percentile","Latency [msec]"
0.0001,0.000334
0.0002,0.000356
0.0003,0.00037
0.0004,0.000384
0.0005,0.000394
0.0006,0.000403
0.0007,0.000412
0.0008,0.000421
0.0009,0.000428
0.001,0.000434
0.0011,0.00044
0.0012,0.000447
0.0013,0.000452
0.0014,0.000458
0.0015,0.000463
0.0016,0.000469
0.0017,0.000474
0.0018,0.000478
0.0019,0.000484
0.002,0.000488
0.0021,0.000492
0.0022,0.000497
0.0023,0.0005
0.0024,0.000505
0.0025,0.000509
0.0026,0.000513
0.0027,0.000518
0.0028,0.000521
0.0029,0.000525
0.003,0.000528
0.0031,0.000531
0.0032,0.000535
0.0033,0.000538
0.0034,0.000542
0.0035,0.000545
0.0036,0.000549
0.0037,0.000552
0.0038,0.000555
0.0039,0.000559
0.004,0.000562
0.0041,0.000565
0.0042,0.000568
0.0043,0.000571
0.0044,0.000574
0.0045,0.000576
0.0046,0.000579
0.0047,0.000582
0.0048,0.000585
0.0049,0.000587
0.005,0.00059
0.0051,0.000593
0.0052,0.000595
0.0053,0.000598
0.0054,0.000601
0.0055,0.000603
0.0056,0.000606
0.0057,0.000608
0.0058,0.000611
0.0059,0.000613
0.006,0.000616
0.0061,0.000618
0.0062,0.00062
0.0063,0.000623
0.0064,0.000625
0.0065,0.000628
0.0066,0.00063
0.0067,0.000633
0.0068,0.000635
0.0069,0.000637
0.007,0.000639
0.0071,0.000641
0.0072,0.000644
0.0073,0.000646
0.0074,0.000648
0.0075,0.000651
0.0076,0.000653
0.0077,0.000655
0.0078,0.000658
0.0079,0.00066
0.008,0.000662
0.0081,0.000664
0.0082,0.000666
0.0083,0.000668
0.0084,0.00067
0.0085,0.000672
0.0086,0.000674
0.0087,0.000676
0.0088,0.000678
0.0089,0.00068
0.009,0.000682
0.0091,0.000685
0.0092,0.000687
0.0093,0.000689
0.0094,0.00069
0.0095,0.000693
0.0096,0.000695
0.0097,0.000696
0.0098,0.000698
0.0099,0.0007
0.01,0.000702
0.02,0.000867
0.03,0.001005
0.04,0.001132
0.05,0.001254
0.06,0.001376
0.07,0.00151
0.08,0.001668
0.09,0.001884
0.1,0.002337
0.11,0.135679
0.12,0.302079
0.13,0.452863
0.14,0.593919
0.15,0.727039
0.16,0.854015
0.17,0.934911
0.18,0.965119
0.19,0.996351
0.2,1.06394
0.21,1.16736
0.22,1.26361
0.23,1.36806
0.24,1.46534
0.25,1.56365
0.26,1.6599
0.27,1.74899
0.28,1.8391
0.29,1.90259
0.3,1.94867
0.31,1.98656
0.32,2.04698
0.33,2.11149
0.34,2.17088
0.35,2.24461
0.36,2.32243
0.37,2.39002
0.38,2.46989
0.39,2.55181
0.4,2.62758
0.41,2.71155
0.42,2.79962
0.43,2.87334
0.44,2.93069
0.45,3.00032
0.46,3.0761
0.47,3.15392
0.48,3.22355
0.49,3.29523
0.5,3.36896
0.51,3.43859
0.52,3.51641
0.53,3.60038
0.54,3.69869
0.55,3.7929
0.56,3.87277
0.57,3.9424
0.58,3.99565
0.59,4.06937
0.6,4.1431
0.61,4.21478
0.62,4.2967
0.63,4.38272
0.64,4.49741
0.65,4.63258
0.66,4.74726
0.67,4.84966
0.68,4.93568
0.69,5.02989
0.7,5.12
0.71,5.2183
0.72,5.3207
0.73,5.47225
0.74,5.6279
0.75,5.77536
0.76,5.89414
0.77,6.02931
0.78,6.16038
0.79,6.33242
0.8,6.54541
0.81,6.74202
0.82,6.93453
0.83,7.11066
0.84,7.33184
0.85,7.56531
0.86,7.7824
0.87,7.96672
0.88,8.17562
0.89,8.45414
0.9,8.78182
0.91,9.07673
0.92,9.44538
0.93,9.83859
0.94,10.2892
0.95,10.8298
0.96,11.4196
0.97,12.2061
0.98,13.3612
0.99,15.0159
0.9901,15.0323
0.9902,15.0487
0.9903,15.0651
0.9904,15.0815
0.9905,15.0979
0.9906,15.1142
0.9907,15.1306
0.9908,15.1552
0.9909,15.1716
0.991,15.1798
0.9911,15.188
0.9912,15.1962
0.9913,15.2125
0.9914,15.2371
0.9915,15.2535
0.9916,15.2699
0.9917,15.2863
0.9918,15.2945
0.9919,15.3108
0.992,15.3272
0.9921,15.3354
0.9922,15.3518
0.9923,15.3682
0.9924,15.3764
0.9925,15.3928
0.9926,15.4092
0.9927,15.4255
0.9928,15.4501
0.9929,15.4747
0.993,15.4993
0.9931,15.532
0.9932,15.5648
0.9933,15.5976
0.9934,15.6385
0.9935,15.6713
0.9936,15.7041
0.9937,15.7286
0.9938,15.7532
0.9939,15.7942
0.994,15.8106
0.9941,15.8433
0.9942,15.8679
0.9943,15.8843
0.9944,15.9171
0.9945,15.9416
0.9946,15.9744
0.9947,15.9908
0.9948,16.0072
0.9949,16.0317
0.995,16.0809
0.9951,16.0973
0.9952,16.1219
0.9953,16.1382
0.9954,16.171
0.9955,16.2284
0.9956,16.3103
0.9957,16.4004
0.9958,16.4577
0.9959,16.5478
0.996,16.597
0.9961,16.6543
0.9962,16.7117
0.9963,16.769
0.9964,16.8755
0.9965,16.9083
0.9966,16.9574
0.9967,17.0557
0.9968,17.1049
0.9969,17.1377
0.997,17.1704
0.9971,17.2851
0.9972,17.3179
0.9973,17.3507
0.9974,17.4326
0.9975,17.4653
0.9976,17.5309
0.9977,17.5636
0.9978,17.6292
0.9979,17.7111
0.998,17.8586
0.9981,17.9896
0.9982,18.0716
0.9983,18.1371
0.9984,18.1699
0.9985,18.2354
0.9986,18.2682
0.9987,18.3665
0.9988,18.3992
0.9989,18.4648
0.999,18.7597
0.9991,18.8416
0.9992,18.9235
0.9993,19.0546
0.9994,19.1529
0.9995,19.628
0.9996,20.9551
0.9997,21.8235
0.9998,22.6427
0.9999,24.9692
