"Percentile","Latency [msec]"
0.0001,0.375807
0.0002,0.379647
0.0003,0.380927
0.0004,0.382207
0.0005,0.383231
0.0006,0.384511
0.0007,0.385791
0.0008,0.386559
0.0009,0.387583
0.001,0.388351
0.0011,0.389119
0.0012,0.389887
0.0013,0.390655
0.0014,0.391423
0.0015,0.391935
0.0016,0.392703
0.0017,0.393471
0.0018,0.393983
0.0019,0.394495
0.002,0.395007
0.0021,0.395519
0.0022,0.396031
0.0023,0.396543
0.0024,0.397055
0.0025,0.397567
0.0026,0.397823
0.0027,0.398335
0.0028,0.398847
0.0029,0.399359
0.003,0.399871
0.0031,0.400127
0.0032,0.400639
0.0033,0.401151
0.0034,0.401663
0.0035,0.402175
0.0036,0.402431
0.0037,0.402943
0.0038,0.403455
0.0039,0.403711
0.004,0.404223
0.0041,0.404735
0.0042,0.404991
0.0043,0.405503
0.0044,0.405759
0.0045,0.406271
0.0046,0.406527
0.0047,0.407039
0.0048,0.407295
0.0049,0.407807
0.005,0.408063
0.0051,0.408319
0.0052,0.408831
0.0053,0.409087
0.0054,0.409599
0.0055,0.409855
0.0056,0.410367
0.0057,0.410623
0.0058,0.411135
0.0059,0.411391
0.006,0.411903
0.0061,0.412159
0.0062,0.412671
0.0063,0.412927
0.0064,0.413183
0.0065,0.413439
0.0066,0.413951
0.0067,0.414207
0.0068,0.414463
0.0069,0.414719
0.007,0.414975
0.0071,0.415487
0.0072,0.415743
0.0073,0.415999
0.0074,0.416255
0.0075,0.416511
0.0076,0.417023
0.0077,0.417279
0.0078,0.417535
0.0079,0.417791
0.008,0.418303
0.0081,0.418559
0.0082,0.418815
0.0083,0.419071
0.0084,0.419583
0.0085,0.419839
0.0086,0.420095
0.0087,0.420351
0.0088,0.420607
0.0089,0.420863
0.009,0.421375
0.0091,0.421631
0.0092,0.421887
0.0093,0.422143
0.0094,0.422399
0.0095,0.422655
0.0096,0.422911
0.0097,0.423167
0.0098,0.423423
0.0099,0.423679
0.01,0.423935
0.02,0.452863
0.03,0.483583
0.04,0.518911
0.05,0.550911
0.06,0.580607
0.07,0.604159
0.08,0.622591
0.09,0.638975
0.1,0.655359
0.11,0.672255
0.12,0.689151
0.13,0.707071
0.14,0.724991
0.15,0.742399
0.16,0.759295
0.17,0.775679
0.18,0.791551
0.19,0.806911
0.2,0.820735
0.21,0.834559
0.22,0.847359
0.23,0.860671
0.24,0.873983
0.25,0.887295
0.26,0.901119
0.27,0.913919
0.28,0.927231
0.29,0.939519
0.3,0.951807
0.31,0.964095
0.32,0.976383
0.33,0.988159
0.34,0.999935
0.35,1.01171
0.36,1.02349
0.37,1.03475
0.38,1.04601
0.39,1.05779
0.4,1.07008
0.41,1.08134
0.42,1.09465
0.43,1.10694
0.44,1.11923
0.45,1.13152
0.46,1.14381
0.47,1.15712
0.48,1.16941
0.49,1.18169
0.5,1.19398
0.51,1.20627
0.52,1.21754
0.53,1.22982
0.54,1.24109
0.55,1.25235
0.56,1.26464
0.57,1.27693
0.58,1.28921
0.59,1.30253
0.6,1.31584
0.61,1.32915
0.62,1.34246
0.63,1.3568
0.64,1.37113
0.65,1.38445
0.66,1.39878
0.67,1.4121
0.68,1.42438
0.69,1.43769
0.7,1.45101
0.71,1.46432
0.72,1.47866
0.73,1.49402
0.74,1.51142
0.75,1.52883
0.76,1.54726
0.77,1.5657
0.78,1.58515
0.79,1.60256
0.8,1.62099
0.81,1.63738
0.82,1.65581
0.83,1.67526
0.84,1.69677
0.85,1.72134
0.86,1.74694
0.87,1.77459
0.88,1.80224
0.89,1.82989
0.9,1.85856
0.91,1.88826
0.92,1.92819
0.93,1.97734
0.94,2.02752
0.95,2.08077
0.96,2.15654
0.97,2.24666
0.98,2.36339
0.99,2.58048
0.9901,2.58458
0.9902,2.58662
0.9903,2.59072
0.9904,2.59482
0.9905,2.59891
0.9906,2.60096
0.9907,2.60301
0.9908,2.60915
0.9909,2.6112
0.991,2.6153
0.9911,2.61939
0.9912,2.62144
0.9913,2.62349
0.9914,2.62758
0.9915,2.63168
0.9916,2.63373
0.9917,2.63578
0.9918,2.63782
0.9919,2.64192
0.992,2.64601
0.9921,2.64806
0.9922,2.65011
0.9923,2.65421
0.9924,2.6583
0.9925,2.6624
0.9926,2.66445
0.9927,2.66854
0.9928,2.67264
0.9929,2.67469
0.993,2.67878
0.9931,2.68288
0.9932,2.68697
0.9933,2.68902
0.9934,2.69312
0.9935,2.69721
0.9936,2.70336
0.9937,2.7095
0.9938,2.7136
0.9939,2.71769
0.994,2.72384
0.9941,2.72998
0.9942,2.73613
0.9943,2.74227
0.9944,2.75046
0.9945,2.75661
0.9946,2.76275
0.9947,2.76685
0.9948,2.77094
0.9949,2.77709
0.995,2.78323
0.9951,2.78938
0.9952,2.79552
0.9953,2.79962
0.9954,2.80576
0.9955,2.8119
0.9956,2.81805
0.9957,2.82419
0.9958,2.82829
0.9959,2.83443
0.996,2.83853
0.9961,2.84672
0.9962,2.85286
0.9963,2.86105
0.9964,2.86515
0.9965,2.87129
0.9966,2.87744
0.9967,2.88358
0.9968,2.89177
0.9969,2.89997
0.997,2.90816
0.9971,2.9143
0.9972,2.92045
0.9973,2.92864
0.9974,2.93683
0.9975,2.94502
0.9976,2.95526
0.9977,2.96141
0.9978,2.96755
0.9979,2.9737
0.998,2.97984
0.9981,2.99008
0.9982,2.99827
0.9983,3.00646
0.9984,3.0167
0.9985,3.03309
0.9986,3.04742
0.9987,3.06176
0.9988,3.08224
0.9989,3.10477
0.999,3.15392
0.9991,3.23789
0.9992,3.26246
0.9993,3.30957
0.9994,3.35462
0.9995,3.40582
0.9996,3.43859
0.9997,3.47341
0.9998,3.52256
0.9999,3.59629
