"Percentile","Latency [msec]"
0.0001,0.000333
0.0002,0.000347
0.0003,0.000354
0.0004,0.000361
0.0005,0.000366
0.0006,0.000371
0.0007,0.000375
0.0008,0.000379
0.0009,0.000383
0.001,0.000386
0.0011,0.000389
0.0012,0.000392
0.0013,0.000395
0.0014,0.000397
0.0015,0.000399
0.0016,0.000401
0.0017,0.000403
0.0018,0.000406
0.0019,0.000407
0.002,0.000409
0.0021,0.000411
0.0022,0.000413
0.0023,0.000415
0.0024,0.000417
0.0025,0.000418
0.0026,0.00042
0.0027,0.000422
0.0028,0.000424
0.0029,0.000425
0.003,0.000427
0.0031,0.000428
0.0032,0.00043
0.0033,0.000431
0.0034,0.000433
0.0035,0.000434
0.0036,0.000436
0.0037,0.000437
0.0038,0.000438
0.0039,0.00044
0.004,0.000441
0.0041,0.000442
0.0042,0.000444
0.0043,0.000445
0.0044,0.000446
0.0045,0.000448
0.0046,0.000449
0.0047,0.00045
0.0048,0.000451
0.0049,0.000452
0.005,0.000453
0.0051,0.000454
0.0052,0.000455
0.0053,0.000457
0.0054,0.000458
0.0055,0.000459
0.0056,0.00046
0.0057,0.000461
0.0058,0.000462
0.0059,0.000463
0.006,0.000464
0.0061,0.000465
0.0062,0.000466
0.0063,0.000467
0.0064,0.000468
0.0065,0.000469
0.0066,0.00047
0.0067,0.00047
0.0068,0.000471
0.0069,0.000472
0.007,0.000473
0.0071,0.000474
0.0072,0.000475
0.0073,0.000476
0.0074,0.000477
0.0075,0.000478
0.0076,0.000479
0.0077,0.00048
0.0078,0.00048
0.0079,0.000481
0.008,0.000482
0.0081,0.000483
0.0082,0.000484
0.0083,0.000485
0.0084,0.000486
0.0085,0.000487
0.0086,0.000487
0.0087,0.000488
0.0088,0.000489
0.0089,0.00049
0.009,0.000491
0.0091,0.000491
0.0092,0.000492
0.0093,0.000493
0.0094,0.000494
0.0095,0.000494
0.0096,0.000495
0.0097,0.000496
0.0098,0.000497
0.0099,0.000497
0.01,0.000498
0.02,0.000558
0.03,0.000605
0.04,0.000644
0.05,0.000678
0.06,0.00071
0.07,0.000739
0.08,0.000767
0.09,0.000793
0.1,0.000818
0.11,0.000843
0.12,0.000866
0.13,0.000888
0.14,0.000911
0.15,0.000933
0.16,0.000954
0.17,0.000975
0.18,0.000996
0.19,0.001017
0.2,0.001037
0.21,0.001057
0.22,0.001077
0.23,0.001096
0.24,0.001116
0.25,0.001135
0.26,0.001154
0.27,0.001174
0.28,0.001193
0.29,0.001212
0.3,0.001231
0.31,0.00125
0.32,0.001269
0.33,0.001288
0.34,0.001307
0.35,0.001326
0.36,0.001345
0.37,0.001364
0.38,0.001384
0.39,0.001403
0.4,0.001423
0.41,0.001442
0.42,0.001462
0.43,0.001482
0.44,0.001502
0.45,0.001523
0.46,0.001544
0.47,0.001565
0.48,0.001587
0.49,0.001609
0.5,0.001631
0.51,0.001653
0.52,0.001675
0.53,0.001698
0.54,0.001722
0.55,0.001746
0.56,0.00177
0.57,0.001795
0.58,0.00182
0.59,0.001846
0.6,0.001873
0.61,0.001901
0.62,0.00193
0.63,0.001959
0.64,0.001989
0.65,0.002021
0.66,0.002055
0.67,0.002089
0.68,0.002127
0.69,0.002167
0.7,0.002211
0.71,0.002257
0.72,0.002311
0.73,0.002371
0.74,0.002441
0.75,0.002523
0.76,0.002623
0.77,0.002753
0.78,0.002909
0.79,0.003099
0.8,0.003313
0.81,0.003539
0.82,0.003771
0.83,0.004009
0.84,0.004263
0.85,0.004527
0.86,0.004815
0.87,0.005135
0.88,0.005515
0.89,0.005959
0.9,0.006475
0.91,0.007039
0.92,0.007695
0.93,0.008599
0.94,0.010295
0.95,0.013911
0.96,0.019471
0.97,0.028351
0.98,0.042303
0.99,0.066623
0.9901,0.067007
0.9902,0.067455
0.9903,0.067839
0.9904,0.068223
0.9905,0.068607
0.9906,0.068991
0.9907,0.069375
0.9908,0.069759
0.9909,0.070143
0.991,0.070527
0.9911,0.070911
0.9912,0.071359
0.9913,0.071807
0.9914,0.072255
0.9915,0.072831
0.9916,0.073407
0.9917,0.073919
0.9918,0.074559
0.9919,0.075199
0.992,0.075839
0.9921,0.076479
0.9922,0.076991
0.9923,0.077439
0.9924,0.077951
0.9925,0.078399
0.9926,0.078975
0.9927,0.079551
0.9928,0.080127
0.9929,0.080767
0.993,0.081343
0.9931,0.081919
0.9932,0.082559
0.9933,0.083263
0.9934,0.083903
0.9935,0.084543
0.9936,0.085247
0.9937,0.085887
0.9938,0.086591
0.9939,0.087167
0.994,0.087807
0.9941,0.088447
0.9942,0.089087
0.9943,0.089727
0.9944,0.090303
0.9945,0.091007
0.9946,0.091711
0.9947,0.092479
0.9948,0.093247
0.9949,0.094143
0.995,0.095039
0.9951,0.095871
0.9952,0.096639
0.9953,0.097535
0.9954,0.098559
0.9955,0.099519
0.9956,0.100415
0.9957,0.101375
0.9958,0.102463
0.9959,0.103551
0.996,0.104447
0.9961,0.105471
0.9962,0.106559
0.9963,0.107519
0.9964,0.108607
0.9965,0.109951
0.9966,0.111167
0.9967,0.112511
0.9968,0.113599
0.9969,0.115007
0.997,0.116287
0.9971,0.118015
0.9972,0.119615
0.9973,0.121151
0.9974,0.122687
0.9975,0.124607
0.9976,0.126463
0.9977,0.128895
0.9978,0.131199
0.9979,0.133503
0.998,0.136063
0.9981,0.138751
0.9982,0.141439
0.9983,0.144511
0.9984,0.148351
0.9985,0.152959
0.9986,0.156415
0.9987,0.160511
0.9988,0.163711
0.9989,0.167039
0.999,0.170495
0.9991,0.174335
0.9992,0.177535
0.9993,0.180735
0.9994,0.184063
0.9995,0.188159
0.9996,0.192639
0.9997,0.198271
0.9998,0.205439
0.9999,0.222591
