"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,23574.13,91.4225,8.1139,1.40466e+07,1.40388e+07,1.40466e+07,1.40388e+07
2,48865.37,87.2983,12.2913,2.71711e+07,2.71639e+07,2.71711e+07,2.71639e+07
4,98102.35,80.532,19.091,5.39045e+07,5.38966e+07,5.39045e+07,5.38966e+07
6,157865.79,75.7455,23.8494,8.7939e+07,8.79309e+07,8.7939e+07,8.79309e+07
8,192602.46,67.7244,31.8705,1.0714e+08,1.07122e+08,1.0714e+08,1.07122e+08
10,194106.13,67.4196,32.1469,1.05307e+08,1.05256e+08,1.05307e+08,1.05256e+08
12,194027.88,67.6085,32.0228,1.05663e+08,1.05599e+08,1.05663e+08,1.05599e+08
14,194054.43,67.3708,32.2145,1.0806e+08,1.08006e+08,1.0806e+08,1.08006e+08
16,193995.80,66.7361,32.8393,1.05025e+08,1.04947e+08,1.05025e+08,1.04947e+08
18,193856.38,67.666,31.9049,1.08106e+08,1.08009e+08,1.08106e+08,1.08009e+08
20,193907.37,67.0627,32.5128,1.07974e+08,1.07899e+08,1.07974e+08,1.07899e+08
22,194003.02,67.3813,32.1979,1.06269e+08,1.06217e+08,1.06269e+08,1.06217e+08
24,193906.05,67.6359,31.9158,1.07028e+08,1.06949e+08,1.07028e+08,1.06949e+08
26,193906.40,66.7512,32.7681,1.081e+08,1.08e+08,1.081e+08,1.08e+08
28,193919.28,71.3526,28.2639,1.07351e+08,1.07236e+08,1.07351e+08,1.07236e+08
30,194015.43,67.2281,32.2697,1.085e+08,1.0839e+08,1.085e+08,1.0839e+08
32,193944.54,67.4912,32.024,1.0806e+08,1.08001e+08,1.0806e+08,1.08001e+08
34,193963.95,67.28,32.2394,1.06895e+08,1.06829e+08,1.06895e+08,1.06829e+08
36,193753.47,67.4626,32.169,1.08116e+08,1.07959e+08,1.08116e+08,1.07959e+08
38,194029.42,67.0173,32.5258,1.07578e+08,1.0753e+08,1.07578e+08,1.0753e+08
40,194144.76,67.0179,32.6093,1.08111e+08,1.08036e+08,1.08111e+08,1.08036e+08
42,193717.38,67.196,32.2564,1.08008e+08,1.0792e+08,1.08008e+08,1.0792e+08
44,194053.57,66.8056,32.6362,1.08596e+08,1.08516e+08,1.08596e+08,1.08516e+08
46,193984.62,67.2257,32.3638,1.05807e+08,1.05711e+08,1.05807e+08,1.05711e+08
48,193940.21,67.3751,32.1338,1.07947e+08,1.07882e+08,1.07947e+08,1.07882e+08
50,193885.54,67.3204,32.1902,1.08126e+08,1.08042e+08,1.08126e+08,1.08042e+08
