"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,25795.12,-nan,-nan,-nan,-nan,-nan,-nan
2,49089.38,-nan,-nan,-nan,-nan,-nan,-nan
4,101249.38,-nan,-nan,-nan,-nan,-nan,-nan
6,161317.96,-nan,-nan,-nan,-nan,-nan,-nan
8,192245.83,-nan,-nan,-nan,-nan,-nan,-nan
10,195228.15,-nan,-nan,-nan,-nan,-nan,-nan
12,194975.51,-nan,-nan,-nan,-nan,-nan,-nan
14,195221.98,-nan,-nan,-nan,-nan,-nan,-nan
16,195159.27,-nan,-nan,-nan,-nan,-nan,-nan
18,195056.15,-nan,-nan,-nan,-nan,-nan,-nan
20,194921.24,-nan,-nan,-nan,-nan,-nan,-nan
22,195024.32,-nan,-nan,-nan,-nan,-nan,-nan
24,194958.77,-nan,-nan,-nan,-nan,-nan,-nan
26,194789.33,-nan,-nan,-nan,-nan,-nan,-nan
28,195046.29,-nan,-nan,-nan,-nan,-nan,-nan
30,195256.59,-nan,-nan,-nan,-nan,-nan,-nan
32,194883.62,-nan,-nan,-nan,-nan,-nan,-nan
34,195335.70,-nan,-nan,-nan,-nan,-nan,-nan
36,194129.65,-nan,-nan,-nan,-nan,-nan,-nan
38,195281.89,-nan,-nan,-nan,-nan,-nan,-nan
40,194455.41,-nan,-nan,-nan,-nan,-nan,-nan
42,194801.80,-nan,-nan,-nan,-nan,-nan,-nan
44,194800.16,-nan,-nan,-nan,-nan,-nan,-nan
46,194907.26,-nan,-nan,-nan,-nan,-nan,-nan
48,195062.58,-nan,-nan,-nan,-nan,-nan,-nan
50,195109.41,-nan,-nan,-nan,-nan,-nan,-nan
