"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_14.csv -i 1 65",,,,"Date:","14 Dec 2018 08:11:42 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","29","30","31"
1544742702.720,0.375,0.189,99.161,0.002,0.0,0.273,0.0,0.0,0.0,0.0,204.521,213.998,333.675
1544742703.722,0.062,0.125,88.125,0.0,0.0,11.688,11294.0,9181.0,15476152.0,17279573.0,6018.0,6236.0,5805.0
1544742704.722,0.125,0.062,40.562,0.0,0.0,59.250,52836357.0,52626642.0,95453079.0,106324944.0,36114.0,36382.0,35737.0
1544742705.722,0.125,0.0,36.0,0.0,0.0,63.875,112122151.0,111752195.0,95573358.0,106423588.0,34958.0,34855.0,34478.0
1544742706.722,0.062,0.062,36.227,0.0,0.0,63.648,112129504.0,111752665.0,95554062.0,106403334.0,34659.0,34595.0,34268.0
1544742707.722,0.0,0.063,36.523,0.063,0.0,63.352,112125824.0,111750741.0,95303970.0,106119925.0,34535.0,34400.0,34121.0
1544742708.722,2.750,0.562,37.188,0.0,0.0,59.500,111942934.0,111603795.0,95238266.0,106053912.0,36544.0,37021.0,36370.0
1544742709.722,0.187,0.062,36.227,0.0,0.0,63.523,111754038.0,111439745.0,95560163.0,106422434.0,34560.0,34473.0,34246.0
1544742710.722,0.063,0.0,37.211,0.0,0.0,62.727,112136073.0,111752955.0,95503508.0,106343592.0,34371.0,34682.0,34096.0
1544742711.722,0.125,0.125,37.453,0.0,0.0,62.297,112132824.0,111739126.0,95589815.0,106437548.0,34475.0,34453.0,34285.0
1544742712.722,0.125,0.188,34.793,0.0,0.0,64.894,112109967.0,111745450.0,95449005.0,106285288.0,32528.0,32320.0,32183.0
1544742713.722,0.125,0.125,35.665,0.0,0.0,64.085,112125838.0,111753354.0,95605133.0,106461687.0,32814.0,32416.0,32065.0
1544742714.722,0.063,0.063,38.149,0.0,0.0,61.726,112067704.0,111750790.0,95552762.0,106411003.0,34631.0,34497.0,33999.0
1544742715.722,0.125,0.062,38.913,0.0,0.0,60.899,112130440.0,111748439.0,95510591.0,106356882.0,34000.0,33821.0,33462.0
1544742716.722,0.063,0.0,38.149,0.0,0.0,61.789,112132226.0,111644654.0,95574927.0,106425979.0,34021.0,33973.0,33694.0
1544742717.722,0.062,0.125,38.188,0.0,0.0,61.625,112136440.0,111753125.0,95601125.0,106463463.0,33893.0,33530.0,33236.0
1544742718.722,1.312,0.125,37.601,0.0,0.0,60.962,112558859.0,112187809.0,95426730.0,106252247.0,34654.0,34349.0,34015.0
1544742719.722,1.876,0.250,35.647,0.0,0.0,62.226,111848661.0,111705605.0,95343263.0,106170851.0,34235.0,34011.0,33804.0
1544742720.722,0.0,0.062,37.375,0.0,0.0,62.562,112088471.0,111754499.0,95488974.0,106332686.0,34117.0,33889.0,33628.0
1544742721.722,0.0,0.062,39.625,0.0,0.0,60.312,111897731.0,111650737.0,95342687.0,106164074.0,34138.0,33966.0,33818.0
1544742722.722,0.187,0.125,38.289,0.0,0.0,61.399,111418921.0,111147299.0,94904562.0,105669384.0,33483.0,33312.0,32970.0
1544742723.722,0.125,0.062,39.125,0.0,0.0,60.688,112042947.0,111475201.0,95504586.0,106356981.0,34247.0,33990.0,33650.0
1544742724.722,0.062,0.125,37.562,0.0,0.0,62.250,111641908.0,111315298.0,95601106.0,106459717.0,34911.0,34636.0,34325.0
1544742725.722,0.063,0.063,37.336,0.0,0.0,62.539,112134734.0,111751424.0,95508615.0,106348100.0,34894.0,34534.0,34172.0
1544742726.722,0.125,0.062,36.250,0.0,0.0,63.562,112045919.0,111749834.0,95374279.0,106204682.0,33624.0,33371.0,33316.0
1544742727.722,0.250,0.187,36.540,0.0,0.0,63.023,112435380.0,112189478.0,95541709.0,106384268.0,33600.0,33324.0,33207.0
1544742728.722,0.062,0.125,39.438,0.0,0.0,60.375,111663667.0,111324332.0,95505370.0,106351999.0,35246.0,35023.0,34606.0
1544742729.722,1.688,0.188,35.875,0.0,0.0,62.250,111830647.0,111440004.0,95200466.0,106017633.0,35410.0,35193.0,34907.0
1544742730.722,0.625,0.188,34.938,0.0,0.0,64.250,111921167.0,111740830.0,95411213.0,106239507.0,33783.0,33380.0,33097.0
1544742731.722,0.125,0.063,37.211,0.0,0.0,62.602,112134717.0,111751456.0,95558252.0,106400348.0,33060.0,32546.0,32353.0
