"Percentile","Latency [msec]"
0.0001,0.000318
0.0002,0.000331
0.0003,0.000339
0.0004,0.000346
0.0005,0.000352
0.0006,0.000357
0.0007,0.000362
0.0008,0.000366
0.0009,0.00037
0.001,0.000373
0.0011,0.000376
0.0012,0.00038
0.0013,0.000382
0.0014,0.000385
0.0015,0.000388
0.0016,0.00039
0.0017,0.000393
0.0018,0.000396
0.0019,0.000398
0.002,0.0004
0.0021,0.000403
0.0022,0.000405
0.0023,0.000407
0.0024,0.000409
0.0025,0.000411
0.0026,0.000413
0.0027,0.000415
0.0028,0.000417
0.0029,0.000419
0.003,0.000421
0.0031,0.000423
0.0032,0.000425
0.0033,0.000426
0.0034,0.000428
0.0035,0.00043
0.0036,0.000432
0.0037,0.000433
0.0038,0.000435
0.0039,0.000437
0.004,0.000438
0.0041,0.00044
0.0042,0.000441
0.0043,0.000443
0.0044,0.000444
0.0045,0.000446
0.0046,0.000447
0.0047,0.000449
0.0048,0.00045
0.0049,0.000452
0.005,0.000453
0.0051,0.000455
0.0052,0.000456
0.0053,0.000457
0.0054,0.000459
0.0055,0.00046
0.0056,0.000461
0.0057,0.000463
0.0058,0.000464
0.0059,0.000466
0.006,0.000467
0.0061,0.000468
0.0062,0.00047
0.0063,0.000471
0.0064,0.000472
0.0065,0.000473
0.0066,0.000475
0.0067,0.000476
0.0068,0.000477
0.0069,0.000479
0.007,0.00048
0.0071,0.000481
0.0072,0.000482
0.0073,0.000484
0.0074,0.000485
0.0075,0.000486
0.0076,0.000487
0.0077,0.000488
0.0078,0.00049
0.0079,0.000491
0.008,0.000492
0.0081,0.000493
0.0082,0.000494
0.0083,0.000496
0.0084,0.000497
0.0085,0.000498
0.0086,0.000499
0.0087,0.0005
0.0088,0.000501
0.0089,0.000503
0.009,0.000504
0.0091,0.000505
0.0092,0.000506
0.0093,0.000507
0.0094,0.000508
0.0095,0.000509
0.0096,0.00051
0.0097,0.000511
0.0098,0.000512
0.0099,0.000513
0.01,0.000514
0.02,0.000604
0.03,0.000676
0.04,0.000741
0.05,0.0008
0.06,0.000856
0.07,0.000908
0.08,0.000959
0.09,0.001009
0.1,0.001057
0.11,0.001105
0.12,0.001152
0.13,0.001199
0.14,0.001246
0.15,0.001293
0.16,0.00134
0.17,0.00139
0.18,0.00144
0.19,0.001494
0.2,0.001549
0.21,0.001609
0.22,0.001673
0.23,0.001742
0.24,0.001818
0.25,0.001903
0.26,0.002
0.27,0.002115
0.28,0.002257
0.29,0.002441
0.3,0.002695
0.31,0.003067
0.32,0.003629
0.33,0.004511
0.34,0.005983
0.35,0.020207
0.36,0.051231
0.37,0.085119
0.38,0.118143
0.39,0.150143
0.4,0.180607
0.41,0.210687
0.42,0.240127
0.43,0.269311
0.44,0.297983
0.45,0.326911
0.46,0.356095
0.47,0.385791
0.48,0.415487
0.49,0.445183
0.5,0.475647
0.51,0.506111
0.52,0.537087
0.53,0.567807
0.54,0.599039
0.55,0.629247
0.56,0.659455
0.57,0.688639
0.58,0.717311
0.59,0.744447
0.6,0.771071
0.61,0.797183
0.62,0.823807
0.63,0.850431
0.64,0.877567
0.65,0.904703
0.66,0.933375
0.67,0.962559
0.68,0.994303
0.69,1.02758
0.7,1.06291
0.71,1.09875
0.72,1.13664
0.73,1.17657
0.74,1.21958
0.75,1.26566
0.76,1.31482
0.77,1.36806
0.78,1.42643
0.79,1.48787
0.8,1.55238
0.81,1.61587
0.82,1.67629
0.83,1.73773
0.84,1.80224
0.85,1.86982
0.86,1.94253
0.87,2.0224
0.88,2.10944
0.89,2.2016
0.9,2.29581
0.91,2.4023
0.92,2.52109
0.93,2.65011
0.94,2.80781
0.95,2.98598
0.96,3.20102
0.97,3.45088
0.98,3.80518
0.99,4.35405
0.9901,4.35814
0.9902,4.36634
0.9903,4.37453
0.9904,4.38272
0.9905,4.39091
0.9906,4.39501
0.9907,4.4032
0.9908,4.41139
0.9909,4.41549
0.991,4.42368
0.9911,4.42777
0.9912,4.43597
0.9913,4.44416
0.9914,4.44825
0.9915,4.45645
