"Percentile","Latency [msec]"
0.0001,0.000349
0.0002,0.00036
0.0003,0.000369
0.0004,0.000374
0.0005,0.00038
0.0006,0.000384
0.0007,0.000388
0.0008,0.000391
0.0009,0.000395
0.001,0.000398
0.0011,0.0004
0.0012,0.000403
0.0013,0.000405
0.0014,0.000407
0.0015,0.000409
0.0016,0.000411
0.0017,0.000413
0.0018,0.000415
0.0019,0.000417
0.002,0.000418
0.0021,0.00042
0.0022,0.000421
0.0023,0.000423
0.0024,0.000424
0.0025,0.000426
0.0026,0.000427
0.0027,0.000428
0.0028,0.00043
0.0029,0.000431
0.003,0.000432
0.0031,0.000433
0.0032,0.000435
0.0033,0.000436
0.0034,0.000437
0.0035,0.000438
0.0036,0.000439
0.0037,0.00044
0.0038,0.000441
0.0039,0.000442
0.004,0.000443
0.0041,0.000444
0.0042,0.000445
0.0043,0.000446
0.0044,0.000447
0.0045,0.000448
0.0046,0.000449
0.0047,0.00045
0.0048,0.000451
0.0049,0.000452
0.005,0.000453
0.0051,0.000454
0.0052,0.000454
0.0053,0.000455
0.0054,0.000456
0.0055,0.000457
0.0056,0.000457
0.0057,0.000458
0.0058,0.000459
0.0059,0.00046
0.006,0.000461
0.0061,0.000461
0.0062,0.000462
0.0063,0.000463
0.0064,0.000464
0.0065,0.000464
0.0066,0.000465
0.0067,0.000466
0.0068,0.000466
0.0069,0.000467
0.007,0.000468
0.0071,0.000468
0.0072,0.000469
0.0073,0.00047
0.0074,0.00047
0.0075,0.000471
0.0076,0.000471
0.0077,0.000472
0.0078,0.000473
0.0079,0.000473
0.008,0.000474
0.0081,0.000475
0.0082,0.000475
0.0083,0.000476
0.0084,0.000477
0.0085,0.000477
0.0086,0.000478
0.0087,0.000478
0.0088,0.000479
0.0089,0.00048
0.009,0.00048
0.0091,0.000481
0.0092,0.000481
0.0093,0.000482
0.0094,0.000482
0.0095,0.000483
0.0096,0.000483
0.0097,0.000484
0.0098,0.000485
0.0099,0.000485
0.01,0.000486
0.02,0.000529
0.03,0.00056
0.04,0.000587
0.05,0.000611
0.06,0.000634
0.07,0.000655
0.08,0.000675
0.09,0.000694
0.1,0.000712
0.11,0.00073
0.12,0.000748
0.13,0.000765
0.14,0.000781
0.15,0.000798
0.16,0.000814
0.17,0.000829
0.18,0.000845
0.19,0.00086
0.2,0.000876
0.21,0.000891
0.22,0.000905
0.23,0.00092
0.24,0.000934
0.25,0.000948
0.26,0.000963
0.27,0.000977
0.28,0.00099
0.29,0.001004
0.3,0.001018
0.31,0.001031
0.32,0.001045
0.33,0.001058
0.34,0.001072
0.35,0.001085
0.36,0.001098
0.37,0.001111
0.38,0.001124
0.39,0.001138
0.4,0.001151
0.41,0.001164
0.42,0.001177
0.43,0.00119
0.44,0.001203
0.45,0.001216
0.46,0.001229
0.47,0.001242
0.48,0.001255
0.49,0.001269
0.5,0.001282
0.51,0.001295
0.52,0.001309
0.53,0.001323
0.54,0.001337
0.55,0.001351
0.56,0.001365
0.57,0.00138
0.58,0.001394
0.59,0.001409
0.6,0.001424
0.61,0.00144
0.62,0.001455
0.63,0.001471
0.64,0.001487
0.65,0.001503
0.66,0.00152
0.67,0.001537
0.68,0.001554
0.69,0.001571
0.7,0.001589
0.71,0.001607
0.72,0.001625
0.73,0.001644
0.74,0.001663
0.75,0.001682
0.76,0.001702
0.77,0.001722
0.78,0.001742
0.79,0.001761
0.8,0.001782
0.81,0.001802
0.82,0.001822
0.83,0.001843
0.84,0.001864
0.85,0.001886
0.86,0.001907
0.87,0.00193
0.88,0.001952
0.89,0.001976
0.9,0.002
0.91,0.002026
0.92,0.002053
0.93,0.002083
0.94,0.002117
0.95,0.002157
