"Percentile","Latency [msec]"
0.0001,0.590847
0.0002,0.876543
0.0003,1.13254
0.0004,1.39264
0.0005,1.61792
0.0006,1.69165
0.0007,1.7449
0.0008,1.81965
0.0009,1.85139
0.001,1.90157
0.0011,1.93433
0.0012,1.94765
0.0013,1.95993
0.0014,1.97018
0.0015,1.98758
0.0016,2.00602
0.0017,2.01728
0.0018,2.0265
0.0019,2.03571
0.002,2.04595
0.0021,2.05721
0.0022,2.07053
0.0023,2.08486
0.0024,2.0951
0.0025,2.10534
0.0026,2.11763
0.0027,2.12582
0.0028,2.13402
0.0029,2.14016
0.003,2.1463
0.0031,2.1504
0.0032,2.15654
0.0033,2.16269
0.0034,2.16883
0.0035,2.17293
0.0036,2.17907
0.0037,2.18521
0.0038,2.19136
0.0039,2.1975
0.004,2.20365
0.0041,2.20979
0.0042,2.21798
0.0043,2.22822
0.0044,2.23642
0.0045,2.24256
0.0046,2.24666
0.0047,2.2528
0.0048,2.2569
0.0049,2.26099
0.005,2.26509
0.0051,2.26918
0.0052,2.27328
0.0053,2.27942
0.0054,2.28352
0.0055,2.28966
0.0056,2.29376
0.0057,2.29786
0.0058,2.304
0.0059,2.30809
0.006,2.31219
0.0061,2.31629
0.0062,2.32038
0.0063,2.32448
0.0064,2.32653
0.0065,2.33062
0.0066,2.33472
0.0067,2.33677
0.0068,2.34086
0.0069,2.34496
0.007,2.34701
0.0071,2.3511
0.0072,2.3552
0.0073,2.35929
0.0074,2.36134
0.0075,2.36544
0.0076,2.36953
0.0077,2.37363
0.0078,2.37568
0.0079,2.37977
0.008,2.38387
0.0081,2.38592
0.0082,2.39002
0.0083,2.39206
0.0084,2.39616
0.0085,2.39821
0.0086,2.4023
0.0087,2.40435
0.0088,2.4064
0.0089,2.40845
0.009,2.4105
0.0091,2.41254
0.0092,2.41664
0.0093,2.41869
0.0094,2.42074
0.0095,2.42278
0.0096,2.42483
0.0097,2.42688
0.0098,2.42893
0.0099,2.43098
0.01,2.43507
0.02,2.60915
0.03,2.71155
0.04,2.78938
0.05,2.85491
0.06,2.9143
0.07,2.97574
0.08,3.03104
0.09,3.08429
0.1,3.13754
0.11,3.18669
0.12,3.24403
0.13,3.29728
0.14,3.35053
0.15,3.40582
0.16,3.46112
0.17,3.52051
0.18,3.57786
0.19,3.6393
0.2,3.69664
0.21,3.75398
0.22,3.80928
0.23,3.87277
0.24,3.93216
0.25,3.9977
0.26,4.06323
0.27,4.12262
0.28,4.18816
0.29,4.25165
0.3,4.31309
0.31,4.37453
0.32,4.44006
0.33,4.5015
0.34,4.56704
0.35,4.62438
0.36,4.69402
0.37,4.75546
0.38,4.8128
0.39,4.87014
0.4,4.92339
0.41,4.98483
0.42,5.04218
0.43,5.10771
0.44,5.16096
0.45,5.2183
0.46,5.27565
0.47,5.33709
0.48,5.39853
0.49,5.45587
0.5,5.51731
0.51,5.57465
0.52,5.6361
0.53,5.69344
0.54,5.75078
0.55,5.81222
0.56,5.87776
0.57,5.93101
0.58,5.98835
0.59,6.0457
0.6,6.10304
0.61,6.16038
0.62,6.21773
0.63,6.27917
0.64,6.34061
0.65,6.39795
0.66,6.45939
0.67,6.52083
0.68,6.58637
0.69,6.64371
0.7,6.70106
0.71,6.7584
0.72,6.82393
0.73,6.88128
0.74,6.93862
0.75,7.00006
0.76,7.0615
0.77,7.12294
0.78,7.18029
0.79,7.24582
0.8,7.32365
0.81,7.38099
0.82,7.45062
0.83,7.51206
0.84,7.58169
0.85,7.65133
0.86,7.73734
0.87,7.81926
0.88,7.89299
0.89,7.97901
0.9,8.05274
0.91,8.13875
0.92,8.23705
0.93,8.33945
0.94,8.44595
0.95,8.56883
0.96,8.7081
0.97,8.86374
0.98,9.06854
0.99,9.37165
0.9901,9.37984
0.9902,9.37984
0.9903,9.38803
0.9904,9.39622
0.9905,9.39622
0.9906,9.40442
0.9907,9.40442
0.9908,9.41261
0.9909,9.41261
0.991,9.4208
0.9911,9.42899
0.9912,9.42899
0.9913,9.43718
0.9914,9.43718
0.9915,9.44538
0.9916,9.44538
0.9917,9.45357
0.9918,9.46176
0.9919,9.46176
0.992,9.46995
0.9921,9.46995
0.9922,9.47814
0.9923,9.47814
0.9924,9.48634
0.9925,9.48634
