"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_45.csv -i 1 65",,,,"Date:","25 Jun 2019 19:30:13 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","41","42","43"
1561458613.741,0.391,0.224,89.534,0.004,0.0,9.847,0.0,0.0,0.0,0.0,2137.556,1638.658,0.005
1561458614.742,0.062,0.062,83.748,0.0,0.0,16.127,63635609.0,63598878.0,0.0,0.0,2146.0,2657.0,0.0
1561458615.742,0.250,0.125,17.552,0.0,0.0,82.074,333710811.0,333719025.0,0.0,0.0,5320.0,4328.0,1.0
1561458616.742,0.312,0.250,8.562,0.0,0.0,90.875,372589522.0,372574763.0,0.0,0.0,2860.0,182.0,0.0
1561458617.742,0.125,0.0,9.256,0.0,0.0,90.619,368394290.0,368371956.0,0.0,0.0,5819.0,15.0,0.0
1561458618.742,0.187,0.062,9.494,0.0,0.0,90.256,366288195.0,366273049.0,0.0,0.0,5534.0,2.0,0.0
1561458619.742,0.188,0.125,9.375,0.0,0.0,90.312,365180260.0,365167155.0,0.0,0.0,6628.0,114.0,0.0
1561458620.742,2.500,0.500,5.812,0.0,0.0,91.188,365392287.0,365275348.0,0.0,0.0,4063.0,48.0,0.0
1561458621.742,0.188,0.312,7.062,0.062,0.0,92.375,368270661.0,368244400.0,0.0,0.0,1727.0,31.0,0.0
1561458622.742,0.062,0.125,8.557,0.0,0.0,91.255,373506059.0,373508397.0,0.0,0.0,3106.0,339.0,0.0
1561458623.742,0.125,0.063,8.943,0.0,0.0,90.869,370484342.0,370495666.0,0.0,0.0,2785.0,335.0,0.0
1561458624.742,0.188,0.062,8.125,0.0,0.0,91.625,373625844.0,373601408.0,0.0,0.0,3992.0,0.0,0.0
1561458625.742,0.125,0.062,8.120,0.0,0.0,91.693,374589444.0,374578957.0,0.0,0.0,3622.0,45.0,0.0
1561458626.742,0.250,0.250,8.130,0.0,0.0,91.370,373173187.0,373180810.0,0.0,0.0,2783.0,46.0,0.0
1561458627.742,0.125,0.062,8.375,0.0,0.0,91.438,372451671.0,372427469.0,0.0,0.0,4687.0,7.0,0.0
1561458628.742,0.063,0.125,8.755,0.0,0.0,91.057,370518433.0,370504032.0,0.0,0.0,6588.0,37.0,0.0
1561458629.742,0.250,0.125,8.005,0.0,0.0,91.620,373266714.0,373258406.0,0.0,0.0,3784.0,75.0,0.0
