"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,30767.14,87.8235,11.6329,1.80844e+07,1.80758e+07,1.80844e+07,1.80758e+07
2,62462.60,79.649,19.8315,3.41778e+07,3.41685e+07,3.41778e+07,3.41685e+07
4,85522.50,74.4354,25.0895,4.68156e+07,4.68065e+07,4.68156e+07,4.68065e+07
6,147175.26,66.4282,33.1021,8.02861e+07,8.02759e+07,8.02861e+07,8.02759e+07
8,199723.35,62.8382,36.6993,1.06039e+08,1.06029e+08,1.06039e+08,1.06029e+08
10,231425.04,59.8024,39.6953,126442532,1.26431e+08,126442532,1.26431e+08
12,278912.90,57.0636,42.5094,1.52485e+08,1.52473e+08,1.52485e+08,1.52473e+08
14,325850.46,51.7361,47.7317,1.78297e+08,1.78284e+08,1.78297e+08,1.78284e+08
16,353684.00,50.8192,48.6832,1.93354e+08,1.93341e+08,1.93354e+08,1.93341e+08
18,394280.40,48.7429,50.7403,2.15424e+08,2.1541e+08,2.15424e+08,2.1541e+08
20,443697.47,44.7379,54.7577,2.42473e+08,2.42459e+08,2.42473e+08,2.42459e+08
25,500603.04,35.6446,63.905,2.7346e+08,2.73444e+08,2.7346e+08,2.73444e+08
30,531389.81,31.7338,67.7661,287453743,2.8744e+08,287453743,2.8744e+08
35,637728.44,12.6861,86.6822,3.48416e+08,3.48397e+08,3.48416e+08,3.48397e+08
40,655705.69,10.5056,88.9212,3.57587e+08,3.57567e+08,3.57587e+08,3.57567e+08
45,678375.02,8.12262,91.2543,3.69438e+08,3.69417e+08,3.69438e+08,3.69417e+08
50,686101.24,7.84897,91.5154,3.71168e+08,3.71146e+08,3.71168e+08,3.71146e+08
55,684320.37,7.64033,91.7037,3.71788e+08,3.71765e+08,3.71788e+08,3.71765e+08
60,692728.80,7.21673,92.1186,3.75252e+08,3.75227e+08,3.75252e+08,3.75227e+08
65,690288.92,7.02345,92.2462,3.74775e+08,3.74749e+08,3.74775e+08,3.74749e+08
70,691520.45,6.75243,92.6062,3.77223e+08,3.77201e+08,3.77223e+08,3.77201e+08
75,683913.61,7.43734,91.8405,3.73453e+08,3.73425e+08,3.73453e+08,3.73425e+08
80,688879.63,7.50066,91.7687,3.72142e+08,3.72112e+08,3.72142e+08,3.72112e+08
