"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,31601.11,94.7651,4.73921,5.23677e+06,6.48802e+06,5.23677e+06,6.48802e+06
2,54059.85,91.5578,7.97659,8.96748e+06,1.11196e+07,8.96748e+06,1.11196e+07
4,95742.72,84.7568,14.7367,1.58168e+07,1.96162e+07,1.58168e+07,1.96162e+07
6,138372.85,78.7959,20.6537,2.27937e+07,2.82733e+07,2.27937e+07,2.82733e+07
8,194146.88,74.3843,25.0471,3.11116e+07,3.85948e+07,3.11116e+07,3.85948e+07
10,247717.11,69.4397,30.0194,4.07933e+07,5.06084e+07,4.07933e+07,5.06084e+07
12,271073.81,68.9693,30.4641,4.35231e+07,5.39955e+07,4.35231e+07,5.39955e+07
14,320418.04,64.8103,34.7003,5.2806e+07,6.55153e+07,5.2806e+07,6.55153e+07
16,361277.15,63.3139,36.2529,5.95048e+07,7.38274e+07,5.95048e+07,7.38274e+07
18,426401.32,61.1403,38.3555,7.0177e+07,8.70697e+07,7.0177e+07,8.70697e+07
20,458880.19,59.1035,40.4447,7.55842e+07,9.37812e+07,7.55842e+07,9.37812e+07
25,525982.05,58.115,41.3398,8.65737e+07,1.07414e+08,8.65737e+07,1.07414e+08
30,656258.51,51.8673,47.5478,1.06486e+08,1.32121e+08,1.06486e+08,1.32121e+08
35,697542.23,50.707,48.7324,1.13864e+08,1.41276e+08,1.13864e+08,1.41276e+08
40,741087.83,51.6991,47.7553,1.20261e+08,1.49212e+08,1.20261e+08,1.49212e+08
45,736085.73,52.5772,46.9207,1.2039e+08,1.4937e+08,1.2039e+08,1.4937e+08
50,738376.85,52.3814,47.1207,1.20914e+08,1.50019e+08,1.20914e+08,1.50019e+08
55,730497.64,51.9427,47.3905,1.1987e+08,148694550,1.1987e+08,148694550
60,770652.51,51.4488,47.9345,1.25949e+08,1.56231e+08,1.25949e+08,1.56231e+08
65,754263.13,51.8106,47.709,1.23305e+08,1.52962e+08,1.23305e+08,1.52962e+08
70,761628.19,51.9003,47.477,1.25866e+08,1.56134e+08,1.25866e+08,1.56134e+08
75,765609.32,50.5799,48.9201,1.25796e+08,1.5604e+08,1.25796e+08,1.5604e+08
80,775021.08,50.6627,48.7064,1.26328e+08,1.56698e+08,1.26328e+08,1.56698e+08
