"Percentile","Latency [msec]"
0.01,0.42
0.02,0.48
0.03,0.529
0.04,0.573
0.05,0.615
0.06,0.655
0.07,0.696
0.08,0.735
0.09,0.774
0.1,0.813
0.11,0.851
0.12,0.889
0.13,0.927
0.14,0.966
0.15,1.005
0.16,1.045
0.17,1.085
0.18,1.126
0.19,1.168
0.2,1.211
0.21,1.255
0.22,1.301
0.23,1.349
0.24,1.397
0.25,1.449
0.26,1.503
0.27,1.559
0.28,1.619
0.29,1.683
0.3,1.75
0.31,1.822
0.32,1.9
0.33,1.986
0.34,2.081
0.35,2.187
0.36,2.307
0.37,2.445
0.38,2.608
0.39,2.795
0.4,3.02
0.41,3.298
0.42,3.656
0.43,4.123
0.44,4.761
0.45,5.62
0.46,7.046
0.47,7.938
0.48,8.285
0.49,8.63
0.5,8.97
0.51,9.347
0.52,9.785
0.53,10.261
0.54,10.682
0.55,11.003
0.56,11.232
0.57,11.408
0.58,11.55
0.59,11.67
0.6,11.774
0.61,11.867
0.62,11.952
0.63,12.031
0.64,12.104
0.65,12.174
0.66,12.241
0.67,12.306
0.68,12.369
0.69,12.43
0.7,12.491
0.71,12.55
0.72,12.611
0.73,12.673
0.74,12.735
0.75,12.799
0.76,12.866
0.77,12.936
0.78,13.012
0.79,13.094
0.8,13.185
0.81,13.29
0.82,13.413
0.83,13.565
0.84,13.765
0.85,14.047
0.86,14.462
0.87,14.961
0.88,15.471
0.89,15.943
0.9,16.402
0.91,16.909
0.92,17.716
0.93,20.908
0.94,22.448
0.95,23.201
0.96,23.773
0.97,24.303
0.98,24.962
0.99,108.006
