"Percentile","Latency [msec]"
0.01,0.262
0.02,0.27
0.03,0.276
0.04,0.282
0.05,0.286
0.06,0.291
0.07,0.295
0.08,0.299
0.09,0.304
0.1,0.308
0.11,0.312
0.12,0.317
0.13,0.321
0.14,0.326
0.15,0.331
0.16,0.336
0.17,0.342
0.18,0.348
0.19,0.354
0.2,0.361
0.21,0.368
0.22,0.376
0.23,0.384
0.24,0.393
0.25,0.403
0.26,0.413
0.27,0.423
0.28,0.435
0.29,0.447
0.3,0.46
0.31,0.473
0.32,0.488
0.33,0.504
0.34,0.52
0.35,0.539
0.36,0.559
0.37,0.582
0.38,0.608
0.39,0.638
0.4,0.672
0.41,0.713
0.42,0.761
0.43,0.818
0.44,0.89
0.45,0.986
0.46,1.129
0.47,1.348
0.48,1.697
0.49,2.396
0.5,3.271
0.51,4.084
0.52,5.686
0.53,6.511
0.54,7.156
0.55,7.641
0.56,7.843
0.57,7.99
0.58,8.117
0.59,8.223
0.6,8.323
0.61,8.426
0.62,8.538
0.63,8.649
0.64,8.791
0.65,8.992
0.66,9.281
0.67,9.613
0.68,9.988
0.69,10.455
0.7,10.934
0.71,11.345
0.72,11.859
0.73,12.691
0.74,14.553
0.75,35.499
0.76,65.678
0.77,96.724
0.78,128.589
0.79,161.026
0.8,193.934
0.81,227.387
0.82,261.229
0.83,296.042
0.84,332.349
0.85,370.512
0.86,410.474
0.87,452.064
0.88,496.451
0.89,543.589
0.9,593.654
0.91,646.98
0.92,703.454
0.93,762.449
0.94,824.354
0.95,888.227
0.96,953.495
0.97,1020.11
0.98,1089.1
0.99,1196.01
