"Percentile","Latency [msec]"
0.01,0.4
0.02,0.455
0.03,0.501
0.04,0.543
0.05,0.584
0.06,0.625
0.07,0.665
0.08,0.705
0.09,0.745
0.1,0.785
0.11,0.826
0.12,0.866
0.13,0.905
0.14,0.945
0.15,0.987
0.16,1.029
0.17,1.072
0.18,1.116
0.19,1.162
0.2,1.209
0.21,1.259
0.22,1.31
0.23,1.363
0.24,1.419
0.25,1.48
0.26,1.543
0.27,1.611
0.28,1.683
0.29,1.76
0.3,1.845
0.31,1.937
0.32,2.041
0.33,2.16
0.34,2.298
0.35,2.467
0.36,2.668
0.37,2.928
0.38,3.251
0.39,3.643
0.4,4.082
0.41,4.551
0.42,5.044
0.43,5.577
0.44,6.114
0.45,6.654
0.46,7.208
0.47,7.785
0.48,8.089
0.49,8.369
0.5,8.636
0.51,8.905
0.52,9.179
0.53,9.454
0.54,9.749
0.55,10.091
0.56,10.484
0.57,10.879
0.58,11.212
0.59,11.463
0.6,11.656
0.61,11.813
0.62,11.942
0.63,12.056
0.64,12.157
0.65,12.246
0.66,12.329
0.67,12.404
0.68,12.475
0.69,12.542
0.7,12.607
0.71,12.67
0.72,12.731
0.73,12.79
0.74,12.85
0.75,12.909
0.76,12.97
0.77,13.032
0.78,13.095
0.79,13.162
0.8,13.232
0.81,13.308
0.82,13.39
0.83,13.483
0.84,13.591
0.85,13.728
0.86,13.914
0.87,14.211
0.88,14.817
0.89,15.547
0.9,16.129
0.91,16.638
0.92,17.162
0.93,17.851
0.94,21.665
0.95,23.142
0.96,23.842
0.97,24.407
0.98,24.981
0.99,25.793
