"Percentile","Latency [msec]"
0.01,0.394
0.02,0.454
0.03,0.506
0.04,0.556
0.05,0.604
0.06,0.652
0.07,0.699
0.08,0.747
0.09,0.796
0.1,0.844
0.11,0.891
0.12,0.938
0.13,0.987
0.14,1.037
0.15,1.087
0.16,1.139
0.17,1.192
0.18,1.248
0.19,1.306
0.2,1.365
0.21,1.427
0.22,1.491
0.23,1.558
0.24,1.629
0.25,1.703
0.26,1.782
0.27,1.865
0.28,1.953
0.29,2.047
0.3,2.148
0.31,2.256
0.32,2.374
0.33,2.499
0.34,2.637
0.35,2.785
0.36,2.954
0.37,3.14
0.38,3.346
0.39,3.578
0.4,3.847
0.41,4.147
0.42,4.482
0.43,4.869
0.44,5.316
0.45,5.898
0.46,6.706
0.47,7.694
0.48,8.134
0.49,8.482
0.5,8.777
0.51,9.054
0.52,9.32
0.53,9.576
0.54,9.819
0.55,10.058
0.56,10.299
0.57,10.539
0.58,10.768
0.59,10.999
0.6,11.21
0.61,11.403
0.62,11.578
0.63,11.733
0.64,11.872
0.65,11.995
0.66,12.105
0.67,12.205
0.68,12.296
0.69,12.379
0.7,12.459
0.71,12.535
0.72,12.607
0.73,12.677
0.74,12.747
0.75,12.816
0.76,12.885
0.77,12.955
0.78,13.026
0.79,13.101
0.8,13.179
0.81,13.261
0.82,13.35
0.83,13.451
0.84,13.569
0.85,13.71
0.86,13.904
0.87,14.219
0.88,14.893
0.89,15.722
0.9,16.344
0.91,16.866
0.92,17.496
0.93,18.59
0.94,21.509
0.95,23.227
0.96,24.038
0.97,24.638
0.98,25.407
0.99,71.939
