"Percentile","Latency [msec]"
0.01,3.664
0.02,3.718
0.03,3.758
0.04,3.792
0.05,3.821
0.06,3.845
0.07,3.866
0.08,3.885
0.09,3.901
0.1,3.915
0.11,3.929
0.12,3.941
0.13,3.952
0.14,3.962
0.15,3.971
0.16,3.979
0.17,3.987
0.18,3.994
0.19,4
0.2,4.007
0.21,4.012
0.22,4.018
0.23,4.023
0.24,4.028
0.25,4.032
0.26,4.036
0.27,4.04
0.28,4.044
0.29,4.048
0.3,4.052
0.31,4.055
0.32,4.058
0.33,4.061
0.34,4.065
0.35,4.067
0.36,4.07
0.37,4.073
0.38,4.076
0.39,4.078
0.4,4.081
0.41,4.083
0.42,4.086
0.43,4.088
0.44,4.09
0.45,4.093
0.46,4.095
0.47,4.097
0.48,4.099
0.49,4.101
0.5,4.103
0.51,4.105
0.52,4.107
0.53,4.109
0.54,4.111
0.55,4.113
0.56,4.115
0.57,4.117
0.58,4.119
0.59,4.121
0.6,4.123
0.61,4.125
0.62,4.127
0.63,4.129
0.64,4.131
0.65,4.133
0.66,4.135
0.67,4.137
0.68,4.14
0.69,4.142
0.7,4.144
0.71,4.147
0.72,4.149
0.73,4.152
0.74,4.155
0.75,4.158
0.76,4.161
0.77,4.164
0.78,4.167
0.79,4.171
0.8,4.175
0.81,4.18
0.82,4.184
0.83,4.19
0.84,4.196
0.85,4.203
0.86,4.212
0.87,4.223
0.88,4.236
0.89,4.254
0.9,4.28
0.91,4.321
0.92,4.387
0.93,4.491
0.94,4.648
0.95,4.884
0.96,5.215
0.97,5.732
0.98,9.956
0.99,104.995
