"Percentile","Latency [msec]"
0.01,0.263
0.02,0.272
0.03,0.278
0.04,0.283
0.05,0.288
0.06,0.292
0.07,0.296
0.08,0.301
0.09,0.305
0.1,0.309
0.11,0.313
0.12,0.318
0.13,0.322
0.14,0.327
0.15,0.333
0.16,0.338
0.17,0.344
0.18,0.35
0.19,0.358
0.2,0.365
0.21,0.374
0.22,0.383
0.23,0.393
0.24,0.404
0.25,0.416
0.26,0.43
0.27,0.444
0.28,0.46
0.29,0.477
0.3,0.496
0.31,0.518
0.32,0.542
0.33,0.57
0.34,0.602
0.35,0.641
0.36,0.69
0.37,0.755
0.38,0.847
0.39,0.981
0.4,1.183
0.41,1.408
0.42,1.639
0.43,1.888
0.44,2.139
0.45,2.396
0.46,2.706
0.47,3.044
0.48,3.415
0.49,3.842
0.5,4.241
0.51,4.636
0.52,5.118
0.53,5.663
0.54,5.942
0.55,6.223
0.56,6.534
0.57,6.898
0.58,7.357
0.59,7.784
0.6,8.076
0.61,8.272
0.62,8.444
0.63,8.599
0.64,8.756
0.65,8.915
0.66,9.106
0.67,9.305
0.68,9.538
0.69,9.863
0.7,10.25
0.71,10.67
0.72,11.094
0.73,11.515
0.74,11.982
0.75,12.602
0.76,13.533
0.77,14.793
0.78,23.287
0.79,56.107
0.8,91.257
0.81,127.873
0.82,165.284
0.83,203.479
0.84,242.914
0.85,283.102
0.86,324.018
0.87,366.705
0.88,412.456
0.89,460.824
0.9,511.194
0.91,563.854
0.92,618.623
0.93,676.272
0.94,741.93
0.95,817.221
0.96,901.015
0.97,992.829
0.98,1091.81
0.99,1216.41
