"Percentile","Latency [msec]"
0.01,0.407
0.02,0.468
0.03,0.519
0.04,0.567
0.05,0.614
0.06,0.66
0.07,0.706
0.08,0.752
0.09,0.798
0.1,0.844
0.11,0.889
0.12,0.934
0.13,0.979
0.14,1.026
0.15,1.073
0.16,1.121
0.17,1.17
0.18,1.221
0.19,1.273
0.2,1.327
0.21,1.383
0.22,1.442
0.23,1.504
0.24,1.567
0.25,1.633
0.26,1.703
0.27,1.777
0.28,1.855
0.29,1.937
0.3,2.026
0.31,2.122
0.32,2.224
0.33,2.335
0.34,2.457
0.35,2.595
0.36,2.742
0.37,2.911
0.38,3.096
0.39,3.304
0.4,3.538
0.41,3.809
0.42,4.122
0.43,4.502
0.44,4.988
0.45,5.67
0.46,6.805
0.47,7.924
0.48,8.287
0.49,8.628
0.5,8.96
0.51,9.284
0.52,9.596
0.53,9.9
0.54,10.201
0.55,10.482
0.56,10.751
0.57,11.004
0.58,11.229
0.59,11.42
0.6,11.587
0.61,11.732
0.62,11.861
0.63,11.975
0.64,12.076
0.65,12.166
0.66,12.25
0.67,12.33
0.68,12.404
0.69,12.475
0.7,12.542
0.71,12.609
0.72,12.675
0.73,12.739
0.74,12.803
0.75,12.868
0.76,12.933
0.77,12.999
0.78,13.068
0.79,13.139
0.8,13.216
0.81,13.296
0.82,13.383
0.83,13.481
0.84,13.596
0.85,13.736
0.86,13.926
0.87,14.252
0.88,14.91
0.89,15.637
0.9,16.172
0.91,16.704
0.92,17.318
0.93,18.306
0.94,21.437
0.95,23.014
0.96,23.744
0.97,24.329
0.98,24.997
0.99,26.399
