1,14969.65
2,28218.64
4,56216.97
6,62933.58
8,56980.08
10,58092.38
12,46846.24
14,50037.87
16,50260.60
18,51424.52
20,49515.20
25,49268.35
30,45137.66
35,45584.83
40,50528.81
1,13859.53
6,63177.45
8,55418.18
14,50187.56
16,49491.87
18,50873.84
20,48666.99
25,47477.33
30,47303.57
35,50732.04
40,49163.57
1,12871.98
2,28865.94
4,55103.30
6,62813.78
8,55616.67
10,55524.50
12,42923.20
14,50843.45
16,48328.85
18,49532.01
20,49994.09
25,52132.16
30,49693.44
35,48706.76
40,38557.23
1,13557.46
2,27622.12
4,55528.32
6,62453.29
8,56345.13
10,57335.55
12,50454.93
14,61463.31
16,50959.22
18,51750.12
20,51901.94
25,52070.04
30,51155.64
1,13836.41
2,28200.03
4,55411.20
6,63091.49
8,56182.29
10,56745.78
12,48506.76
14,47128.59
16,49247.31
18,55517.67
20,49537.17
25,45741.00
30,49840.74
35,57257.27
40,51179.34
1,14212.75
2,26884.95
4,58051.79
6,60988.84
8,56897.03
10,56850.27
12,49503.81
14,49364.90
16,48864.99
18,51360.23
20,52566.06
25,52917.33
30,52299.31
35,50776.05
40,52263.41
1,14081.92
2,27893.84
4,57356.00
6,63258.61
8,56857.90
10,58165.89
12,51242.48
14,50612.64
16,50529.34
18,51046.16
20,51179.43
25,51598.18
30,50339.19
35,50400.37
40,45014.58
1,13907.48
2,27449.73
4,53477.40
6,63575.20
8,56240.15
10,57619.62
12,48525.46
14,51062.55
16,52068.40
18,50361.42
20,50526.59
25,53124.33
30,53308.18
35,51195.94
40,52176.49
1,13887.66
2,29335.68
4,56267.04
6,63174.30
8,57496.49
10,57612.85
12,51232.83
14,51697.55
16,51257.07
18,51096.99
20,51650.05
25,63484.14
30,52714.21
35,50524.59
40,50802.11
1,14156.79
2,27449.70
4,55249.60
6,63399.17
8,57825.93
10,57248.59
12,51555.58
14,50357.75
16,52382.01
18,50866.50
20,51937.03
25,64228.95
30,50338.60
35,53027.75
40,49700.27
