"Percentile","Latency [msec]"
0.01,0.242
0.02,0.247
0.03,0.25
0.04,0.253
0.05,0.254
0.06,0.256
0.07,0.258
0.08,0.259
0.09,0.26
0.1,0.261
0.11,0.262
0.12,0.264
0.13,0.265
0.14,0.265
0.15,0.266
0.16,0.267
0.17,0.268
0.18,0.269
0.19,0.269
0.2,0.27
0.21,0.271
0.22,0.271
0.23,0.272
0.24,0.273
0.25,0.273
0.26,0.274
0.27,0.274
0.28,0.275
0.29,0.275
0.3,0.276
0.31,0.276
0.32,0.277
0.33,0.277
0.34,0.278
0.35,0.279
0.36,0.279
0.37,0.279
0.38,0.28
0.39,0.28
0.4,0.281
0.41,0.281
0.42,0.282
0.43,0.282
0.44,0.282
0.45,0.283
0.46,0.283
0.47,0.284
0.48,0.284
0.49,0.284
0.5,0.285
0.51,0.285
0.52,0.285
0.53,0.286
0.54,0.286
0.55,0.286
0.56,0.287
0.57,0.287
0.58,0.288
0.59,0.288
0.6,0.288
0.61,0.289
0.62,0.289
0.63,0.289
0.64,0.29
0.65,0.29
0.66,0.29
0.67,0.291
0.68,0.291
0.69,0.291
0.7,0.291
0.71,0.292
0.72,0.292
0.73,0.292
0.74,0.293
0.75,0.293
0.76,0.293
0.77,0.293
0.78,0.294
0.79,0.294
0.8,0.294
0.81,0.295
0.82,0.295
0.83,0.295
0.84,0.295
0.85,0.296
0.86,0.296
0.87,0.296
0.88,0.296
0.89,0.297
0.9,0.297
0.91,0.297
0.92,0.298
0.93,0.298
0.94,0.298
0.95,0.298
0.96,0.299
0.97,0.299
0.98,0.299
0.99,0.299
1,0.3
1.01,0.3
1.02,0.3
1.03,0.3
1.04,0.3
1.05,0.301
1.06,0.301
1.07,0.301
1.08,0.301
1.09,0.302
1.1,0.302
1.11,0.302
1.12,0.302
1.13,0.303
1.14,0.303
1.15,0.303
1.16,0.303
1.17,0.304
1.18,0.304
1.19,0.304
1.2,0.304
1.21,0.304
1.22,0.305
1.23,0.305
1.24,0.305
1.25,0.305
1.26,0.306
1.27,0.306
1.28,0.306
1.29,0.306
1.3,0.306
1.31,0.307
1.32,0.307
1.33,0.307
1.34,0.307
1.35,0.307
1.36,0.308
1.37,0.308
1.38,0.308
1.39,0.308
1.4,0.308
1.41,0.309
1.42,0.309
1.43,0.309
1.44,0.309
1.45,0.309
1.46,0.31
1.47,0.31
1.48,0.31
1.49,0.31
1.5,0.31
1.51,0.311
1.52,0.311
1.53,0.311
1.54,0.311
1.55,0.311
1.56,0.312
1.57,0.312
1.58,0.312
1.59,0.312
1.6,0.312
1.61,0.313
1.62,0.313
1.63,0.313
1.64,0.313
1.65,0.313
1.66,0.314
1.67,0.314
1.68,0.314
1.69,0.314
1.7,0.314
1.71,0.315
1.72,0.315
1.73,0.315
1.74,0.315
1.75,0.315
1.76,0.316
1.77,0.316
1.78,0.316
1.79,0.316
1.8,0.316
1.81,0.316
1.82,0.317
1.83,0.317
1.84,0.317
1.85,0.317
1.86,0.317
1.87,0.318
1.88,0.318
1.89,0.318
1.9,0.318
1.91,0.318
1.92,0.318
1.93,0.319
1.94,0.319
1.95,0.319
1.96,0.319
1.97,0.319
1.98,0.32
1.99,0.32
2,0.32
2.01,0.32
2.02,0.32
2.03,0.32
2.04,0.321
2.05,0.321
2.06,0.321
2.07,0.321
2.08,0.321
