"Percentile","Latency [msec]"
0.01,0.282
0.02,0.288
0.03,0.293
0.04,0.296
0.05,0.298
0.06,0.301
0.07,0.303
0.08,0.305
0.09,0.306
0.1,0.308
0.11,0.309
0.12,0.311
0.13,0.312
0.14,0.313
0.15,0.314
0.16,0.315
0.17,0.317
0.18,0.318
0.19,0.319
0.2,0.32
0.21,0.32
0.22,0.321
0.23,0.322
0.24,0.323
0.25,0.324
0.26,0.325
0.27,0.326
0.28,0.327
0.29,0.327
0.3,0.328
0.31,0.329
0.32,0.33
0.33,0.33
0.34,0.331
0.35,0.332
0.36,0.332
0.37,0.333
0.38,0.334
0.39,0.335
0.4,0.335
0.41,0.336
0.42,0.336
0.43,0.337
0.44,0.338
0.45,0.338
0.46,0.339
0.47,0.34
0.48,0.34
0.49,0.341
0.5,0.341
0.51,0.342
0.52,0.342
0.53,0.343
0.54,0.344
0.55,0.344
0.56,0.345
0.57,0.345
0.58,0.346
0.59,0.346
0.6,0.347
0.61,0.347
0.62,0.348
0.63,0.348
0.64,0.349
0.65,0.349
0.66,0.35
0.67,0.35
0.68,0.351
0.69,0.351
0.7,0.352
0.71,0.352
0.72,0.353
0.73,0.353
0.74,0.354
0.75,0.354
0.76,0.355
0.77,0.355
0.78,0.356
0.79,0.356
0.8,0.357
0.81,0.357
0.82,0.358
0.83,0.358
0.84,0.358
0.85,0.359
0.86,0.359
0.87,0.36
0.88,0.36
0.89,0.361
0.9,0.361
0.91,0.362
0.92,0.362
0.93,0.362
0.94,0.363
0.95,0.363
0.96,0.364
0.97,0.364
0.98,0.364
0.99,0.365
1,0.365
1.01,0.366
1.02,0.366
1.03,0.367
1.04,0.367
1.05,0.367
1.06,0.368
1.07,0.368
1.08,0.369
1.09,0.369
1.1,0.369
1.11,0.37
1.12,0.37
1.13,0.37
1.14,0.371
1.15,0.371
1.16,0.372
1.17,0.372
1.18,0.372
1.19,0.373
1.2,0.373
1.21,0.373
1.22,0.374
1.23,0.374
1.24,0.375
1.25,0.375
1.26,0.375
1.27,0.376
1.28,0.376
1.29,0.376
1.3,0.377
1.31,0.377
1.32,0.378
1.33,0.378
1.34,0.378
1.35,0.379
1.36,0.379
1.37,0.379
1.38,0.38
1.39,0.38
1.4,0.38
1.41,0.381
1.42,0.381
1.43,0.382
1.44,0.382
1.45,0.382
1.46,0.383
1.47,0.383
1.48,0.383
1.49,0.384
1.5,0.384
1.51,0.384
1.52,0.385
1.53,0.385
1.54,0.385
1.55,0.386
1.56,0.386
1.57,0.386
1.58,0.387
1.59,0.387
1.6,0.387
1.61,0.388
1.62,0.388
1.63,0.388
1.64,0.389
1.65,0.389
1.66,0.389
1.67,0.39
1.68,0.39
1.69,0.39
1.7,0.391
1.71,0.391
1.72,0.391
1.73,0.392
1.74,0.392
1.75,0.392
1.76,0.393
1.77,0.393
1.78,0.393
