"Percentile","Latency [msec]"
0.01,2.166
0.02,2.495
0.03,2.604
0.04,2.69
0.05,2.739
0.06,2.765
0.07,2.789
0.08,2.815
0.09,2.836
0.1,2.857
0.11,2.876
0.12,2.893
0.13,2.906
0.14,2.919
0.15,2.935
0.16,2.949
0.17,2.965
0.18,2.98
0.19,2.997
0.2,3.013
0.21,3.028
0.22,3.043
0.23,3.058
0.24,3.074
0.25,3.093
0.26,3.109
0.27,3.128
0.28,3.152
0.29,3.176
0.3,3.205
0.31,3.239
0.32,3.278
0.33,3.312
0.34,3.337
0.35,3.359
0.36,3.381
0.37,3.398
0.38,3.414
0.39,3.429
0.4,3.448
0.41,3.468
0.42,3.483
0.43,3.503
0.44,3.533
0.45,3.586
0.46,3.668
0.47,3.722
0.48,3.758
0.49,3.786
0.5,3.805
0.51,3.833
0.52,3.864
0.53,3.894
0.54,3.923
0.55,3.954
0.56,3.988
0.57,4.021
0.58,4.059
0.59,4.095
0.6,4.128
0.61,4.151
0.62,4.17
0.63,4.184
0.64,4.206
0.65,4.223
0.66,4.245
0.67,4.268
0.68,4.29
0.69,4.325
0.7,4.362
0.71,4.393
0.72,4.422
0.73,4.445
0.74,4.477
0.75,4.513
0.76,4.544
0.77,4.572
0.78,4.599
0.79,4.619
0.8,4.638
0.81,4.657
0.82,4.677
0.83,4.703
0.84,4.731
0.85,4.762
0.86,4.792
0.87,4.815
0.88,4.842
0.89,4.868
0.9,4.895
0.91,4.922
0.92,4.949
0.93,4.972
0.94,4.991
0.95,5.014
0.96,5.031
0.97,5.044
0.98,5.056
0.99,5.066
1,5.075
1.01,5.082
1.02,5.087
1.03,5.093
1.04,5.097
1.05,5.102
1.06,5.106
1.07,5.11
1.08,5.112
1.09,5.116
1.1,5.119
1.11,5.12
1.12,5.122
1.13,5.125
1.14,5.127
1.15,5.128
1.16,5.13
1.17,5.132
1.18,5.134
1.19,5.136
1.2,5.137
1.21,5.139
1.22,5.141
1.23,5.142
1.24,5.143
1.25,5.144
1.26,5.146
1.27,5.147
1.28,5.148
1.29,5.149
1.3,5.15
1.31,5.151
1.32,5.152
1.33,5.153
1.34,5.154
1.35,5.155
1.36,5.156
1.37,5.157
1.38,5.158
1.39,5.159
