"Percentile","Latency [msec]"
0.01,1.191
0.02,1.817
0.03,2.631
0.04,2.909
0.05,2.952
0.06,2.983
0.07,3.005
0.08,3.024
0.09,3.041
0.1,3.055
0.11,3.068
0.12,3.079
0.13,3.09
0.14,3.099
0.15,3.108
0.16,3.118
0.17,3.126
0.18,3.133
0.19,3.141
0.2,3.148
0.21,3.155
0.22,3.162
0.23,3.169
0.24,3.175
0.25,3.181
0.26,3.187
0.27,3.194
0.28,3.199
0.29,3.205
0.3,3.211
0.31,3.216
0.32,3.222
0.33,3.228
0.34,3.234
0.35,3.24
0.36,3.246
0.37,3.252
0.38,3.259
0.39,3.265
0.4,3.272
0.41,3.278
0.42,3.284
0.43,3.291
0.44,3.297
0.45,3.303
0.46,3.309
0.47,3.315
0.48,3.32
0.49,3.326
0.5,3.331
0.51,3.336
0.52,3.341
0.53,3.346
0.54,3.35
0.55,3.355
0.56,3.359
0.57,3.363
0.58,3.368
0.59,3.371
0.6,3.375
0.61,3.379
0.62,3.382
0.63,3.386
0.64,3.389
0.65,3.392
0.66,3.395
0.67,3.398
0.68,3.4
0.69,3.403
0.7,3.406
0.71,3.408
0.72,3.411
0.73,3.413
0.74,3.415
0.75,3.418
0.76,3.42
0.77,3.422
0.78,3.425
0.79,3.427
0.8,3.429
0.81,3.431
0.82,3.433
0.83,3.435
0.84,3.437
0.85,3.439
0.86,3.441
0.87,3.443
0.88,3.445
0.89,3.447
0.9,3.449
0.91,3.451
0.92,3.453
0.93,3.455
0.94,3.457
0.95,3.458
0.96,3.46
0.97,3.462
0.98,3.464
0.99,3.466
1,3.468
1.01,3.47
1.02,3.472
1.03,3.474
1.04,3.476
1.05,3.477
1.06,3.479
1.07,3.481
1.08,3.483
1.09,3.485
1.1,3.487
1.11,3.488
1.12,3.49
1.13,3.492
1.14,3.494
1.15,3.496
1.16,3.497
1.17,3.499
1.18,3.501
1.19,3.503
1.2,3.504
1.21,3.506
1.22,3.508
1.23,3.509
1.24,3.511
1.25,3.513
1.26,3.514
1.27,3.516
1.28,3.517
1.29,3.519
1.3,3.521
1.31,3.522
1.32,3.524
1.33,3.526
1.34,3.527
1.35,3.529
1.36,3.53
1.37,3.532
1.38,3.533
1.39,3.535
1.4,3.536
1.41,3.538
1.42,3.539
1.43,3.541
1.44,3.542
1.45,3.544
1.46,3.545
1.47,3.547
1.48,3.548
1.49,3.549
1.5,3.551
1.51,3.552
1.52,3.553
1.53,3.555
1.54,3.556
1.55,3.558
1.56,3.559
1.57,3.56
1.58,3.562
1.59,3.563
1.6,3.564
1.61,3.565
1.62,3.567
1.63,3.568
1.64,3.569
1.65,3.57
1.66,3.572
1.67,3.573
1.68,3.574
1.69,3.575
1.7,3.577
1.71,3.578
1.72,3.579
1.73,3.58
1.74,3.581
1.75,3.582
1.76,3.584
1.77,3.585
1.78,3.586
1.79,3.587
1.8,3.588
1.81,3.589
1.82,3.591
1.83,3.592
1.84,3.593
1.85,3.594
1.86,3.595
1.87,3.596
1.88,3.598
1.89,3.599
1.9,3.6
1.91,3.601
1.92,3.602
1.93,3.603
1.94,3.604
1.95,3.605
1.96,3.606
1.97,3.607
1.98,3.608
1.99,3.609
2,3.611
2.01,3.612
2.02,3.613
2.03,3.614
2.04,3.615
2.05,3.616
2.06,3.617
2.07,3.618
2.08,3.619
2.09,3.62
2.1,3.621
2.11,3.622
2.12,3.623
2.13,3.624
2.14,3.625
2.15,3.626
2.16,3.627
2.17,3.628
2.18,3.629
2.19,3.63
2.2,3.63
2.21,3.631
2.22,3.632
2.23,3.633
2.24,3.634
2.25,3.635
2.26,3.636
2.27,3.637
2.28,3.638
2.29,3.639
2.3,3.639
2.31,3.64
2.32,3.641
2.33,3.642
2.34,3.643
2.35,3.644
2.36,3.645
2.37,3.645
2.38,3.646
2.39,3.647
2.4,3.648
2.41,3.649
2.42,3.65
2.43,3.65
2.44,3.651
2.45,3.652
2.46,3.653
2.47,3.653
2.48,3.654
2.49,3.655
2.5,3.656
2.51,3.657
2.52,3.657
2.53,3.658
2.54,3.659
2.55,3.66
2.56,3.66
2.57,3.661
2.58,3.662
2.59,3.663
2.6,3.663
2.61,3.664
2.62,3.665
2.63,3.665
2.64,3.666
2.65,3.667
2.66,3.668
2.67,3.668
2.68,3.669
2.69,3.67
2.7,3.67
2.71,3.671
2.72,3.672
2.73,3.672
2.74,3.673
2.75,3.674
2.76,3.674
2.77,3.675
2.78,3.676
2.79,3.676
2.8,3.677
2.81,3.678
2.82,3.678
2.83,3.679
2.84,3.68
2.85,3.68
2.86,3.681
2.87,3.681
2.88,3.682
2.89,3.683
2.9,3.683
2.91,3.684
2.92,3.685
2.93,3.685
2.94,3.686
2.95,3.686
2.96,3.687
2.97,3.688
2.98,3.688
2.99,3.689
3,3.689
3.01,3.69
3.02,3.691
3.03,3.691
3.04,3.692
3.05,3.692
3.06,3.693
3.07,3.693
3.08,3.694
3.09,3.695
3.1,3.695
3.11,3.696
3.12,3.696
3.13,3.697
3.14,3.697
3.15,3.698
3.16,3.698
3.17,3.699
3.18,3.7
3.19,3.7
3.2,3.701
3.21,3.701
3.22,3.702
3.23,3.702
3.24,3.703
3.25,3.703
3.26,3.704
3.27,3.704
3.28,3.705
3.29,3.705
3.3,3.706
3.31,3.706
3.32,3.707
3.33,3.707
3.34,3.708
3.35,3.708
3.36,3.709
3.37,3.709
3.38,3.71
3.39,3.71
3.4,3.711
3.41,3.711
3.42,3.712
3.43,3.712
3.44,3.713
3.45,3.713
3.46,3.714
3.47,3.714
3.48,3.715
3.49,3.715
3.5,3.716
3.51,3.716
3.52,3.716
3.53,3.717
3.54,3.717
3.55,3.718
3.56,3.718
3.57,3.719
3.58,3.719
3.59,3.72
3.6,3.72
3.61,3.721
3.62,3.721
3.63,3.721
3.64,3.722
3.65,3.722
3.66,3.723
3.67,3.723
3.68,3.724
3.69,3.724
3.7,3.725
3.71,3.725
3.72,3.725
3.73,3.726
3.74,3.726
3.75,3.727
3.76,3.727
3.77,3.728
3.78,3.728
3.79,3.728
3.8,3.729
3.81,3.729
3.82,3.73
3.83,3.73
3.84,3.731
3.85,3.731
3.86,3.731
3.87,3.732
3.88,3.732
3.89,3.733
3.9,3.733
3.91,3.734
3.92,3.734
3.93,3.734
3.94,3.735
3.95,3.735
3.96,3.736
3.97,3.736
3.98,3.736
3.99,3.737
4,3.737
4.01,3.738
4.02,3.738
4.03,3.738
4.04,3.739
4.05,3.739
4.06,3.739
4.07,3.74
4.08,3.74
4.09,3.741
4.1,3.741
4.11,3.741
4.12,3.742
4.13,3.742
4.14,3.743
4.15,3.743
4.16,3.743
4.17,3.744
4.18,3.744
4.19,3.745
4.2,3.745
4.21,3.745
4.22,3.746
4.23,3.746
4.24,3.746
4.25,3.747
4.26,3.747
4.27,3.748
4.28,3.748
4.29,3.748
4.3,3.749
4.31,3.749
4.32,3.749
4.33,3.75
4.34,3.75
4.35,3.751
4.36,3.751
4.37,3.751
4.38,3.752
4.39,3.752
4.4,3.752
4.41,3.753
4.42,3.753
4.43,3.754
4.44,3.754
4.45,3.754
4.46,3.755
4.47,3.755
4.48,3.755
4.49,3.756
4.5,3.756
4.51,3.756
4.52,3.757
4.53,3.757
4.54,3.757
4.55,3.758
4.56,3.758
4.57,3.759
4.58,3.759
4.59,3.759
4.6,3.76
4.61,3.76
4.62,3.76
4.63,3.761
4.64,3.761
4.65,3.761
4.66,3.762
4.67,3.762
4.68,3.762
4.69,3.763
4.7,3.763
4.71,3.764
4.72,3.764
4.73,3.764
4.74,3.765
4.75,3.765
4.76,3.765
4.77,3.766
4.78,3.766
4.79,3.766
4.8,3.767
4.81,3.767
4.82,3.767
4.83,3.768
4.84,3.768
4.85,3.768
4.86,3.769
4.87,3.769
4.88,3.769
4.89,3.77
4.9,3.77
4.91,3.77
4.92,3.771
4.93,3.771
4.94,3.771
4.95,3.772
4.96,3.772
4.97,3.772
4.98,3.773
4.99,3.773
5,3.773
5.01,3.774
5.02,3.774
5.03,3.774
5.04,3.775
5.05,3.775
5.06,3.775
5.07,3.776
5.08,3.776
5.09,3.776
5.1,3.777
5.11,3.777
5.12,3.777
5.13,3.778
5.14,3.778
5.15,3.778
5.16,3.779
5.17,3.779
5.18,3.779
5.19,3.78
5.2,3.78
5.21,3.78
5.22,3.781
5.23,3.781
5.24,3.781
5.25,3.782
5.26,3.782
5.27,3.782
5.28,3.783
5.29,3.783
5.3,3.783
5.31,3.784
5.32,3.784
5.33,3.784
5.34,3.785
5.35,3.785
5.36,3.785
5.37,3.786
5.38,3.786
5.39,3.786
5.4,3.786
5.41,3.787
5.42,3.787
5.43,3.787
5.44,3.788
5.45,3.788
5.46,3.788
5.47,3.789
5.48,3.789
5.49,3.789
5.5,3.79
5.51,3.79
5.52,3.79
5.53,3.791
5.54,3.791
5.55,3.791
5.56,3.792
5.57,3.792
5.58,3.792
5.59,3.793
5.6,3.793
5.61,3.793
5.62,3.794
5.63,3.794
5.64,3.794
5.65,3.794
5.66,3.795
5.67,3.795
5.68,3.795
5.69,3.796
5.7,3.796
5.71,3.796
5.72,3.797
5.73,3.797
5.74,3.797
5.75,3.798
5.76,3.798
5.77,3.798
5.78,3.798
5.79,3.799
5.8,3.799
5.81,3.799
5.82,3.8
5.83,3.8
5.84,3.8
5.85,3.801
5.86,3.801
5.87,3.801
5.88,3.802
5.89,3.802
5.9,3.802
5.91,3.803
5.92,3.803
5.93,3.803
5.94,3.803
5.95,3.804
5.96,3.804
5.97,3.804
5.98,3.805
5.99,3.805
6,3.805
6.01,3.806
6.02,3.806
6.03,3.806
6.04,3.807
6.05,3.807
6.06,3.807
6.07,3.807
6.08,3.808
6.09,3.808
6.1,3.808
6.11,3.809
6.12,3.809
6.13,3.809
6.14,3.809
6.15,3.81
6.16,3.81
6.17,3.81
6.18,3.811
6.19,3.811
6.2,3.811
6.21,3.812
6.22,3.812
6.23,3.812
6.24,3.812
6.25,3.813
6.26,3.813
6.27,3.813
6.28,3.814
6.29,3.814
6.3,3.814
6.31,3.814
6.32,3.815
6.33,3.815
6.34,3.815
6.35,3.816
6.36,3.816
6.37,3.816
6.38,3.816
6.39,3.817
6.4,3.817
6.41,3.817
6.42,3.818
6.43,3.818
6.44,3.818
6.45,3.818
6.46,3.819
6.47,3.819
6.48,3.819
6.49,3.82
6.5,3.82
6.51,3.82
6.52,3.82
6.53,3.821
6.54,3.821
6.55,3.821
6.56,3.822
6.57,3.822
6.58,3.822
6.59,3.823
6.6,3.823
6.61,3.823
6.62,3.823
6.63,3.824
6.64,3.824
6.65,3.824
6.66,3.825
6.67,3.825
6.68,3.825
6.69,3.825
6.7,3.826
6.71,3.826
