"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k09",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_2.csv -i 1 65",,,,"Date:","26 Jun 2019 04:22:14 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","40","41","42"
1561490534.319,0.291,0.144,99.519,0.042,0.0,0.004,0.0,0.0,0.0,0.0,0.000,0.000,0.000
1561490535.320,0.312,0.562,98.563,0.0,0.0,0.562,3292062.0,4096099.0,321.0,7044.0,1.0,1.0,1.0
1561490536.320,0.750,0.438,96.938,0.125,0.0,1.750,8066352.0,10023470.0,52.0,1088.0,0.0,0.0,0.0
1561490537.320,0.938,0.313,97.061,0.0,0.0,1.689,9645815.0,11931488.0,198.0,8021.0,1.0,1.0,1.0
1561490538.320,0.187,0.375,97.689,0.0,0.0,1.749,10986454.0,13636930.0,52.0,1088.0,0.0,0.0,0.0
1561490539.320,0.188,0.250,97.373,0.0,0.0,2.189,10680038.0,13257360.0,198.0,7796.0,1.0,1.0,1.0
1561490540.320,0.625,0.625,96.812,0.0,0.0,1.938,9331458.0,11587378.0,198.0,4030.0,0.0,0.0,0.0
1561490541.320,0.188,0.188,97.188,0.062,0.0,2.375,10744664.0,13343520.0,28.0,42.0,1.0,1.0,1.0
1561490542.320,0.312,0.187,96.877,0.0,0.0,2.623,11093120.0,13761741.0,1327.0,14270.0,0.0,0.0,0.0
1561490543.320,0.188,0.313,97.749,0.0,0.0,1.751,10875198.0,13486838.0,396.0,14826.0,1.0,1.0,1.0
1561490544.320,0.375,0.250,97.812,0.0,0.0,1.562,11084698.0,13770458.0,52.0,1088.0,0.0,0.0,0.0
1561490545.320,0.312,0.500,97.750,0.0,0.0,1.438,10946855.0,13590536.0,198.0,6959.0,1.0,1.0,1.0
1561490546.320,0.250,0.438,97.874,0.0,0.0,1.438,11139478.0,13836548.0,52.0,1088.0,0.0,0.0,0.0
1561490547.320,1.561,0.437,95.755,0.312,0.0,1.935,11005191.0,13624534.0,198.0,7955.0,1.0,1.0,1.0
1561490548.320,0.438,0.375,97.875,0.0,0.0,1.312,10647696.0,13217268.0,52.0,1088.0,0.0,0.0,0.0
1561490549.320,0.125,0.125,97.438,0.0,0.0,2.312,10839387.0,13441875.0,1223.0,9991.0,1.0,1.0,1.0
1561490550.320,0.563,0.500,96.811,0.0,0.0,2.126,11044162.0,13718024.0,104.0,3898.0,0.0,0.0,0.0
1561490551.320,0.187,0.375,96.814,0.0,0.0,2.623,11025442.0,13691668.0,0.0,0.0,1.0,1.0,1.0
1561490552.320,0.188,0.188,97.186,0.188,0.0,2.251,10991893.0,13634326.0,396.0,12207.0,0.0,0.0,0.0
1561490553.320,0.125,0.375,97.753,0.0,0.0,1.748,11132254.0,13811516.0,396.0,14892.0,1.0,1.0,1.0
1561490554.320,0.125,0.188,97.810,0.0,0.0,1.877,11060506.0,13725696.0,52.0,1088.0,0.0,0.0,0.0
1561490555.320,0.188,0.313,96.998,0.0,0.0,2.502,10915639.0,13544986.0,198.0,6827.0,1.0,1.0,1.0
1561490556.320,0.749,0.312,97.191,0.0,0.0,1.748,11001882.0,13660402.0,52.0,1088.0,0.0,0.0,0.0
1561490557.320,2.125,0.500,95.438,0.0,0.0,1.938,10947135.0,13546649.0,1181.0,10179.0,1.0,1.0,1.0
1561490558.320,0.250,0.562,96.877,0.125,0.0,2.186,10992644.0,13631930.0,146.0,1154.0,0.0,0.0,0.0
1561490559.320,0.125,0.188,98.249,0.0,0.0,1.438,11142814.0,13832908.0,354.0,7928.0,1.0,1.0,1.0
1561490560.320,0.375,0.438,97.061,0.0,0.0,2.126,11216042.0,13932090.0,104.0,3898.0,0.0,0.0,0.0
1561490561.320,0.375,0.750,97.439,0.0,0.0,1.437,11225452.0,13942334.0,746.0,11634.0,1.0,1.0,1.0
1561490562.320,0.375,0.313,97.811,0.0,0.0,1.501,11099941.0,13771946.0,396.0,12207.0,0.0,0.0,0.0
1561490563.320,0.125,0.187,97.939,0.312,0.0,1.437,11216864.0,13922880.0,396.0,14826.0,1.0,1.0,1.0
1561490564.320,0.188,0.250,98.125,0.0,0.0,1.438,11030264.0,13696847.0,1035.0,3180.0,0.0,0.0,0.0
1561490565.320,0.187,0.250,97.314,0.0,0.0,2.249,11078742.0,13752271.0,349.0,7020.0,1.0,1.0,1.0
1561490566.320,0.375,0.625,98.562,0.0,0.0,0.438,1150946.0,1437772.0,146.0,1154.0,0.0,0.0,0.0
1561490567.320,1.562,0.438,98.0,0.0,0.0,0.0,59215.0,31770.0,146.0,7955.0,1.0,1.0,1.0
1561490568.320,0.188,0.438,99.250,0.125,0.0,0.0,11453.0,12976.0,52.0,1088.0,0.0,0.0,0.0
1561490569.320,0.125,0.188,99.625,0.0,0.0,0.062,14337.0,8807.0,198.0,7796.0,1.0,1.0,1.0
1561490570.320,0.500,0.375,99.125,0.0,0.0,0.0,10528.0,8006.0,104.0,3898.0,0.0,0.0,0.0
1561490571.320,0.250,0.688,99.062,0.0,0.0,0.0,7532.0,13958.0,0.0,0.0,1.0,1.0,1.0
1561490572.320,0.125,0.250,99.625,0.0,0.0,0.0,22251.0,10057.0,1327.0,14167.0,0.0,0.0,0.0
1561490573.320,0.187,0.250,99.375,0.187,0.0,0.0,19129.0,6018.0,250.0,14562.0,1.0,1.0,1.0
1561490574.320,0.625,0.125,99.250,0.0,0.0,0.0,4578.0,3806.0,52.0,1088.0,0.0,0.0,0.0
1561490575.320,0.250,0.313,99.437,0.0,0.0,0.0,11405.0,3025.0,198.0,6827.0,1.0,1.0,1.0
1561490576.320,0.375,0.625,98.938,0.0,0.0,0.062,8408.0,12826.0,146.0,1088.0,0.0,0.0,0.0
