"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,31593.95,96.9072,2.26297,5.2441e+06,6.49805e+06,5.2441e+06,6.49805e+06
2,59518.69,96.8,2.43337,1.01716e+07,1.26205e+07,1.01716e+07,1.26205e+07
4,122930.80,96.386,2.89214,2.04668e+07,2.5388e+07,2.04668e+07,2.5388e+07
6,172777.24,95.9096,3.46979,2.85387e+07,3.54084e+07,2.85387e+07,3.54084e+07
8,208697.32,95.5539,3.81879,3.42194e+07,4.24546e+07,3.42194e+07,4.24546e+07
10,233880.88,95.5129,3.92438,3.83322e+07,4.75605e+07,3.83322e+07,4.75605e+07
12,255251.54,95.425,4.00397,4.1053e+07,5.0942e+07,4.1053e+07,5.0942e+07
14,279552.35,95.1687,4.2749,4.49595e+07,5.57815e+07,4.49595e+07,5.57815e+07
16,285314.71,95.0916,4.3543,4.72222e+07,5.85933e+07,4.72222e+07,5.85933e+07
18,303080.23,94.9245,4.582,4.98806e+07,6.18892e+07,4.98806e+07,6.18892e+07
20,295096.10,95.0272,4.3729,4.86859e+07,6.04075e+07,4.86859e+07,6.04075e+07
25,293797.50,95.1188,4.31893,4.78037e+07,5.9312e+07,4.78037e+07,5.9312e+07
30,322119.04,95.0042,4.46247,5.12028e+07,6.35301e+07,5.12028e+07,6.35301e+07
35,355271.01,94.7291,4.68743,5.70218e+07,7.07593e+07,5.70218e+07,7.07593e+07
40,369597.21,94.5085,4.9042,6.11474e+07,7.5886e+07,6.11474e+07,7.5886e+07
45,351271.66,94.5561,4.84697,5.80717e+07,7.20604e+07,5.80717e+07,7.20604e+07
50,363236.25,94.8229,4.6667,5.81733e+07,7.2196e+07,5.81733e+07,7.2196e+07
55,342589.77,94.737,4.69393,5.6706e+07,7.03665e+07,5.6706e+07,7.03665e+07
60,371692.53,94.4353,5.01257,5.98111e+07,7.42243e+07,5.98111e+07,7.42243e+07
