"Percentile","Latency [msec]"
0.01,1.287
0.02,1.806
0.03,2.024
0.04,2.144
0.05,2.273
0.06,2.386
0.07,2.486
0.08,2.568
0.09,2.653
0.1,2.74
0.11,2.82
0.12,2.898
0.13,2.972
0.14,3.033
0.15,3.076
0.16,3.113
0.17,3.14
0.18,3.162
0.19,3.179
0.2,3.192
0.21,3.203
0.22,3.213
0.23,3.222
0.24,3.229
0.25,3.236
0.26,3.243
0.27,3.249
0.28,3.255
0.29,3.261
0.3,3.266
0.31,3.27
0.32,3.275
0.33,3.279
0.34,3.283
0.35,3.287
0.36,3.29
0.37,3.294
0.38,3.297
0.39,3.3
0.4,3.303
0.41,3.306
0.42,3.309
0.43,3.311
0.44,3.314
0.45,3.317
0.46,3.319
0.47,3.322
0.48,3.324
0.49,3.326
0.5,3.328
0.51,3.331
0.52,3.333
0.53,3.335
0.54,3.337
0.55,3.339
0.56,3.341
0.57,3.343
0.58,3.344
0.59,3.346
0.6,3.348
0.61,3.349
0.62,3.351
0.63,3.353
0.64,3.354
0.65,3.356
0.66,3.357
0.67,3.359
0.68,3.36
0.69,3.361
0.7,3.363
0.71,3.364
0.72,3.366
0.73,3.367
0.74,3.368
0.75,3.37
0.76,3.371
0.77,3.372
0.78,3.373
0.79,3.374
0.8,3.375
0.81,3.377
0.82,3.378
0.83,3.379
0.84,3.38
0.85,3.381
0.86,3.382
0.87,3.383
0.88,3.384
0.89,3.385
0.9,3.386
0.91,3.387
0.92,3.388
0.93,3.389
0.94,3.39
0.95,3.391
0.96,3.392
0.97,3.393
0.98,3.394
0.99,3.395
1,3.396
1.01,3.396
1.02,3.397
1.03,3.398
1.04,3.399
1.05,3.4
1.06,3.401
1.07,3.402
1.08,3.402
1.09,3.403
1.1,3.404
1.11,3.405
1.12,3.405
1.13,3.406
1.14,3.407
1.15,3.408
1.16,3.408
1.17,3.409
1.18,3.41
1.19,3.41
1.2,3.411
1.21,3.412
1.22,3.412
1.23,3.413
1.24,3.414
1.25,3.415
1.26,3.415
1.27,3.416
1.28,3.417
1.29,3.417
1.3,3.418
1.31,3.418
1.32,3.419
1.33,3.42
1.34,3.42
1.35,3.421
1.36,3.422
1.37,3.422
1.38,3.423
1.39,3.423
1.4,3.424
1.41,3.425
1.42,3.425
1.43,3.426
1.44,3.426
1.45,3.427
1.46,3.428
1.47,3.428
1.48,3.429
1.49,3.429
1.5,3.43
1.51,3.43
1.52,3.431
1.53,3.431
1.54,3.432
1.55,3.433
1.56,3.433
1.57,3.434
1.58,3.434
1.59,3.435
1.6,3.435
1.61,3.436
1.62,3.436
1.63,3.437
1.64,3.437
1.65,3.438
1.66,3.438
1.67,3.439
1.68,3.439
1.69,3.44
1.7,3.44
1.71,3.44
1.72,3.441
1.73,3.441
1.74,3.442
1.75,3.442
1.76,3.443
1.77,3.443
1.78,3.444
1.79,3.444
1.8,3.445
1.81,3.445
1.82,3.446
1.83,3.446
1.84,3.446
1.85,3.447
1.86,3.447
1.87,3.448
1.88,3.448
1.89,3.449
1.9,3.449
1.91,3.45
1.92,3.45
1.93,3.45
1.94,3.451
1.95,3.451
1.96,3.452
1.97,3.452
1.98,3.453
1.99,3.453
2,3.453
2.01,3.454
2.02,3.454
2.03,3.455
2.04,3.455
2.05,3.455
2.06,3.456
2.07,3.456
2.08,3.456
2.09,3.457
2.1,3.457
2.11,3.458
2.12,3.458
2.13,3.458
2.14,3.459
2.15,3.459
2.16,3.46
2.17,3.46
2.18,3.46
2.19,3.461
2.2,3.461
2.21,3.461
2.22,3.462
2.23,3.462
2.24,3.463
2.25,3.463
2.26,3.463
2.27,3.464
2.28,3.464
2.29,3.464
2.3,3.465
2.31,3.465
2.32,3.465
2.33,3.466
2.34,3.466
2.35,3.466
2.36,3.467
2.37,3.467
2.38,3.468
2.39,3.468
2.4,3.468
2.41,3.468
2.42,3.469
2.43,3.469
2.44,3.469
2.45,3.47
2.46,3.47
2.47,3.471
2.48,3.471
2.49,3.471
2.5,3.471
2.51,3.472
2.52,3.472
2.53,3.472
2.54,3.473
2.55,3.473
2.56,3.473
2.57,3.474
2.58,3.474
2.59,3.474
2.6,3.475
2.61,3.475
2.62,3.475
2.63,3.476
2.64,3.476
2.65,3.476
2.66,3.477
2.67,3.477
2.68,3.477
2.69,3.477
2.7,3.478
2.71,3.478
2.72,3.478
2.73,3.479
2.74,3.479
2.75,3.479
2.76,3.48
2.77,3.48
2.78,3.48
2.79,3.481
2.8,3.481
2.81,3.481
2.82,3.481
2.83,3.482
2.84,3.482
2.85,3.482
2.86,3.483
2.87,3.483
2.88,3.483
2.89,3.483
2.9,3.484
2.91,3.484
2.92,3.484
2.93,3.485
2.94,3.485
2.95,3.485
2.96,3.485
2.97,3.486
2.98,3.486
2.99,3.486
3,3.487
3.01,3.487
3.02,3.487
3.03,3.487
3.04,3.488
3.05,3.488
3.06,3.488
3.07,3.488
3.08,3.489
3.09,3.489
3.1,3.489
3.11,3.49
3.12,3.49
3.13,3.49
3.14,3.49
3.15,3.491
3.16,3.491
3.17,3.491
3.18,3.491
3.19,3.492
3.2,3.492
3.21,3.492
3.22,3.492
3.23,3.493
3.24,3.493
3.25,3.493
3.26,3.493
3.27,3.494
3.28,3.494
3.29,3.494
3.3,3.494
3.31,3.495
3.32,3.495
3.33,3.495
3.34,3.496
3.35,3.496
3.36,3.496
3.37,3.496
3.38,3.497
3.39,3.497
3.4,3.497
3.41,3.497
3.42,3.497
3.43,3.498
3.44,3.498
3.45,3.498
3.46,3.498
3.47,3.499
3.48,3.499
3.49,3.499
3.5,3.499
3.51,3.5
3.52,3.5
3.53,3.5
3.54,3.5
3.55,3.501
3.56,3.501
3.57,3.501
3.58,3.501
3.59,3.501
3.6,3.502
3.61,3.502
3.62,3.502
3.63,3.502
3.64,3.503
3.65,3.503
3.66,3.503
3.67,3.503
3.68,3.504
3.69,3.504
3.7,3.504
3.71,3.504
3.72,3.504
3.73,3.505
3.74,3.505
3.75,3.505
3.76,3.505
3.77,3.505
3.78,3.506
3.79,3.506
3.8,3.506
3.81,3.506
3.82,3.507
3.83,3.507
3.84,3.507
3.85,3.507
3.86,3.507
3.87,3.508
3.88,3.508
3.89,3.508
3.9,3.508
3.91,3.509
3.92,3.509
3.93,3.509
3.94,3.509
