"Percentile","Latency [msec]"
0.01,0.239
0.02,0.244
0.03,0.247
0.04,0.249
0.05,0.251
0.06,0.252
0.07,0.254
0.08,0.255
0.09,0.256
0.1,0.257
0.11,0.258
0.12,0.259
0.13,0.259
0.14,0.26
0.15,0.261
0.16,0.262
0.17,0.262
0.18,0.263
0.19,0.263
0.2,0.264
0.21,0.264
0.22,0.265
0.23,0.266
0.24,0.266
0.25,0.267
0.26,0.267
0.27,0.267
0.28,0.268
0.29,0.268
0.3,0.269
0.31,0.269
0.32,0.27
0.33,0.27
0.34,0.27
0.35,0.271
0.36,0.271
0.37,0.272
0.38,0.272
0.39,0.272
0.4,0.273
0.41,0.273
0.42,0.273
0.43,0.274
0.44,0.274
0.45,0.274
0.46,0.275
0.47,0.275
0.48,0.275
0.49,0.276
0.5,0.276
0.51,0.276
0.52,0.276
0.53,0.277
0.54,0.277
0.55,0.277
0.56,0.278
0.57,0.278
0.58,0.278
0.59,0.278
0.6,0.279
0.61,0.279
0.62,0.279
0.63,0.28
0.64,0.28
0.65,0.28
0.66,0.28
0.67,0.281
0.68,0.281
0.69,0.281
0.7,0.281
0.71,0.282
0.72,0.282
0.73,0.282
0.74,0.282
0.75,0.283
0.76,0.283
0.77,0.283
0.78,0.283
0.79,0.284
0.8,0.284
0.81,0.284
0.82,0.284
0.83,0.284
0.84,0.285
0.85,0.285
0.86,0.285
0.87,0.285
0.88,0.286
0.89,0.286
0.9,0.286
0.91,0.286
0.92,0.286
0.93,0.287
0.94,0.287
0.95,0.287
0.96,0.287
0.97,0.287
0.98,0.288
0.99,0.288
1,0.288
1.01,0.288
1.02,0.288
1.03,0.289
1.04,0.289
1.05,0.289
1.06,0.289
1.07,0.289
1.08,0.29
1.09,0.29
1.1,0.29
1.11,0.29
1.12,0.29
1.13,0.291
1.14,0.291
1.15,0.291
1.16,0.291
1.17,0.291
1.18,0.291
1.19,0.292
1.2,0.292
1.21,0.292
1.22,0.292
1.23,0.292
1.24,0.293
1.25,0.293
1.26,0.293
1.27,0.293
1.28,0.293
1.29,0.293
1.3,0.294
1.31,0.294
1.32,0.294
1.33,0.294
1.34,0.294
1.35,0.295
1.36,0.295
1.37,0.295
1.38,0.295
1.39,0.295
1.4,0.295
1.41,0.296
1.42,0.296
1.43,0.296
1.44,0.296
1.45,0.296
1.46,0.296
1.47,0.297
1.48,0.297
1.49,0.297
1.5,0.297
1.51,0.297
1.52,0.297
1.53,0.298
1.54,0.298
1.55,0.298
1.56,0.298
1.57,0.298
1.58,0.298
1.59,0.299
1.6,0.299
1.61,0.299
1.62,0.299
1.63,0.299
1.64,0.299
1.65,0.299
1.66,0.3
1.67,0.3
1.68,0.3
1.69,0.3
1.7,0.3
1.71,0.3
1.72,0.301
1.73,0.301
1.74,0.301
1.75,0.301
1.76,0.301
1.77,0.301
1.78,0.301
1.79,0.302
1.8,0.302
1.81,0.302
1.82,0.302
1.83,0.302
1.84,0.302
1.85,0.303
1.86,0.303
1.87,0.303
1.88,0.303
1.89,0.303
1.9,0.303
1.91,0.303
1.92,0.304
1.93,0.304
1.94,0.304
1.95,0.304
1.96,0.304
1.97,0.304
1.98,0.304
1.99,0.305
2,0.305
2.01,0.305
2.02,0.305
2.03,0.305
2.04,0.305
2.05,0.305
2.06,0.306
2.07,0.306
2.08,0.306
2.09,0.306
2.1,0.306
2.11,0.306
2.12,0.306
2.13,0.307
2.14,0.307
2.15,0.307
2.16,0.307
2.17,0.307
2.18,0.307
2.19,0.307
2.2,0.308
2.21,0.308
2.22,0.308
2.23,0.308
2.24,0.308
2.25,0.308
2.26,0.308
2.27,0.309
2.28,0.309
2.29,0.309
2.3,0.309
2.31,0.309
2.32,0.309
2.33,0.309
2.34,0.309
2.35,0.31
2.36,0.31
2.37,0.31
2.38,0.31
2.39,0.31
2.4,0.31
2.41,0.31
2.42,0.311
2.43,0.311
2.44,0.311
2.45,0.311
2.46,0.311
2.47,0.311
2.48,0.311
2.49,0.311
2.5,0.312
2.51,0.312
2.52,0.312
2.53,0.312
2.54,0.312
2.55,0.312
2.56,0.312
2.57,0.312
2.58,0.313
2.59,0.313
2.6,0.313
2.61,0.313
2.62,0.313
2.63,0.313
2.64,0.313
2.65,0.313
2.66,0.314
2.67,0.314
2.68,0.314
2.69,0.314
2.7,0.314
2.71,0.314
2.72,0.314
2.73,0.315
2.74,0.315
2.75,0.315
2.76,0.315
2.77,0.315
2.78,0.315
2.79,0.315
2.8,0.315
2.81,0.316
2.82,0.316
2.83,0.316
2.84,0.316
2.85,0.316
2.86,0.316
2.87,0.316
2.88,0.316
2.89,0.317
2.9,0.317
2.91,0.317
2.92,0.317
2.93,0.317
2.94,0.317
2.95,0.317
2.96,0.317
2.97,0.318
2.98,0.318
2.99,0.318
3,0.318
3.01,0.318
3.02,0.318
3.03,0.318
3.04,0.318
3.05,0.319
3.06,0.319
3.07,0.319
3.08,0.319
3.09,0.319
3.1,0.319
3.11,0.319
3.12,0.319
3.13,0.32
3.14,0.32
3.15,0.32
3.16,0.32
3.17,0.32
3.18,0.32
3.19,0.32
3.2,0.32
3.21,0.32
3.22,0.321
3.23,0.321
3.24,0.321
3.25,0.321
3.26,0.321
3.27,0.321
3.28,0.321
3.29,0.321
3.3,0.322
3.31,0.322
3.32,0.322
3.33,0.322
3.34,0.322
3.35,0.322
3.36,0.322
3.37,0.322
3.38,0.322
3.39,0.323
3.4,0.323
3.41,0.323
3.42,0.323
3.43,0.323
3.44,0.323
3.45,0.323
3.46,0.323
3.47,0.324
3.48,0.324
3.49,0.324
3.5,0.324
3.51,0.324
3.52,0.324
3.53,0.324
3.54,0.324
3.55,0.324
3.56,0.325
3.57,0.325
3.58,0.325
3.59,0.325
3.6,0.325
3.61,0.325
3.62,0.325
3.63,0.325
3.64,0.326
3.65,0.326
3.66,0.326
3.67,0.326
3.68,0.326
3.69,0.326
3.7,0.326
3.71,0.326
3.72,0.326
3.73,0.327
3.74,0.327
3.75,0.327
3.76,0.327
3.77,0.327
3.78,0.327
3.79,0.327
3.8,0.327
3.81,0.327
3.82,0.328
3.83,0.328
3.84,0.328
3.85,0.328
