"Percentile","Latency [msec]"
0.01,1.329
0.02,1.887
0.03,2.17
0.04,2.342
0.05,2.422
0.06,2.475
0.07,2.521
0.08,2.56
0.09,2.594
0.1,2.62
0.11,2.642
0.12,2.659
0.13,2.676
0.14,2.69
0.15,2.703
0.16,2.715
0.17,2.727
0.18,2.737
0.19,2.747
0.2,2.756
0.21,2.765
0.22,2.774
0.23,2.781
0.24,2.789
0.25,2.796
0.26,2.802
0.27,2.808
0.28,2.814
0.29,2.82
0.3,2.825
0.31,2.83
0.32,2.836
0.33,2.841
0.34,2.845
0.35,2.85
0.36,2.854
0.37,2.858
0.38,2.862
0.39,2.866
0.4,2.87
0.41,2.873
0.42,2.877
0.43,2.88
0.44,2.883
0.45,2.887
0.46,2.89
0.47,2.892
0.48,2.895
0.49,2.898
0.5,2.901
0.51,2.904
0.52,2.906
0.53,2.909
0.54,2.911
0.55,2.913
0.56,2.916
0.57,2.918
0.58,2.92
0.59,2.922
0.6,2.925
0.61,2.927
0.62,2.929
0.63,2.931
0.64,2.933
0.65,2.934
0.66,2.936
0.67,2.938
0.68,2.94
0.69,2.942
0.7,2.943
0.71,2.945
0.72,2.947
0.73,2.948
0.74,2.95
0.75,2.952
0.76,2.953
0.77,2.955
0.78,2.956
0.79,2.958
0.8,2.959
0.81,2.96
0.82,2.962
0.83,2.963
0.84,2.965
0.85,2.966
0.86,2.967
0.87,2.969
0.88,2.97
0.89,2.971
0.9,2.972
0.91,2.974
0.92,2.975
0.93,2.976
0.94,2.977
0.95,2.979
0.96,2.98
0.97,2.981
0.98,2.982
0.99,2.983
1,2.984
1.01,2.985
1.02,2.986
1.03,2.987
1.04,2.988
1.05,2.989
1.06,2.99
1.07,2.991
1.08,2.992
1.09,2.993
1.1,2.994
1.11,2.995
1.12,2.996
1.13,2.997
1.14,2.998
1.15,2.999
1.16,3
1.17,3.001
1.18,3.002
1.19,3.003
1.2,3.004
1.21,3.005
1.22,3.006
1.23,3.006
1.24,3.007
1.25,3.008
1.26,3.009
1.27,3.01
1.28,3.011
1.29,3.011
1.3,3.012
1.31,3.013
1.32,3.014
1.33,3.015
1.34,3.015
1.35,3.016
1.36,3.017
1.37,3.018
1.38,3.019
1.39,3.019
1.4,3.02
1.41,3.021
1.42,3.022
1.43,3.022
1.44,3.023
1.45,3.024
1.46,3.025
1.47,3.025
1.48,3.026
1.49,3.027
1.5,3.027
1.51,3.028
1.52,3.029
1.53,3.03
1.54,3.03
1.55,3.031
1.56,3.032
1.57,3.033
1.58,3.033
1.59,3.034
1.6,3.035
1.61,3.035
1.62,3.036
1.63,3.037
1.64,3.037
1.65,3.038
1.66,3.039
1.67,3.039
1.68,3.04
1.69,3.04
1.7,3.041
1.71,3.042
1.72,3.042
1.73,3.043
1.74,3.044
1.75,3.044
1.76,3.045
1.77,3.046
1.78,3.046
1.79,3.047
1.8,3.047
1.81,3.048
1.82,3.049
1.83,3.049
1.84,3.05
1.85,3.051
1.86,3.051
1.87,3.052
1.88,3.052
1.89,3.053
1.9,3.053
1.91,3.054
1.92,3.055
1.93,3.055
1.94,3.056
1.95,3.056
1.96,3.057
1.97,3.057
1.98,3.058
1.99,3.059
2,3.059
2.01,3.06
2.02,3.06
2.03,3.061
2.04,3.061
2.05,3.062
2.06,3.062
2.07,3.063
2.08,3.064
2.09,3.064
2.1,3.065
2.11,3.065
2.12,3.066
2.13,3.066
2.14,3.067
2.15,3.067
2.16,3.068
2.17,3.068
2.18,3.069
2.19,3.069
2.2,3.07
2.21,3.07
2.22,3.071
2.23,3.072
2.24,3.072
2.25,3.073
2.26,3.073
2.27,3.074
2.28,3.074
2.29,3.075
2.3,3.075
2.31,3.076
2.32,3.076
2.33,3.077
2.34,3.077
