"Percentile","Latency [msec]"
0.01,1.213
0.02,1.671
0.03,2.048
0.04,2.425
0.05,2.659
0.06,2.809
0.07,2.917
0.08,2.989
0.09,3.032
0.1,3.064
0.11,3.09
0.12,3.114
0.13,3.134
0.14,3.152
0.15,3.168
0.16,3.184
0.17,3.199
0.18,3.212
0.19,3.225
0.2,3.237
0.21,3.248
0.22,3.257
0.23,3.266
0.24,3.274
0.25,3.282
0.26,3.289
0.27,3.296
0.28,3.301
0.29,3.307
0.3,3.312
0.31,3.317
0.32,3.321
0.33,3.326
0.34,3.33
0.35,3.333
0.36,3.337
0.37,3.34
0.38,3.344
0.39,3.347
0.4,3.35
0.41,3.352
0.42,3.355
0.43,3.357
0.44,3.36
0.45,3.362
0.46,3.365
0.47,3.367
0.48,3.369
0.49,3.371
0.5,3.373
0.51,3.375
0.52,3.377
0.53,3.379
0.54,3.381
0.55,3.383
0.56,3.385
0.57,3.386
0.58,3.388
0.59,3.39
0.6,3.391
0.61,3.393
0.62,3.394
0.63,3.396
0.64,3.397
0.65,3.398
0.66,3.4
0.67,3.401
0.68,3.403
0.69,3.404
0.7,3.405
0.71,3.406
0.72,3.407
0.73,3.409
0.74,3.41
0.75,3.411
0.76,3.412
0.77,3.414
0.78,3.415
0.79,3.416
0.8,3.417
0.81,3.418
0.82,3.419
0.83,3.42
0.84,3.421
0.85,3.422
0.86,3.423
0.87,3.424
0.88,3.425
0.89,3.426
0.9,3.427
0.91,3.428
0.92,3.429
0.93,3.43
0.94,3.431
0.95,3.432
0.96,3.433
0.97,3.434
0.98,3.434
0.99,3.435
1,3.436
1.01,3.437
1.02,3.438
1.03,3.439
1.04,3.44
1.05,3.44
1.06,3.441
1.07,3.442
1.08,3.443
1.09,3.444
1.1,3.444
1.11,3.445
1.12,3.446
1.13,3.447
1.14,3.447
1.15,3.448
1.16,3.449
1.17,3.449
1.18,3.45
1.19,3.451
1.2,3.451
1.21,3.452
1.22,3.453
1.23,3.454
1.24,3.454
1.25,3.455
1.26,3.455
1.27,3.456
1.28,3.457
1.29,3.457
1.3,3.458
1.31,3.459
1.32,3.459
1.33,3.46
1.34,3.46
1.35,3.461
1.36,3.462
1.37,3.462
1.38,3.463
1.39,3.463
1.4,3.464
1.41,3.465
1.42,3.465
1.43,3.466
1.44,3.466
1.45,3.467
1.46,3.467
1.47,3.468
1.48,3.469
1.49,3.469
1.5,3.47
1.51,3.47
1.52,3.471
1.53,3.471
1.54,3.472
1.55,3.472
1.56,3.473
1.57,3.473
1.58,3.474
1.59,3.474
1.6,3.475
1.61,3.475
1.62,3.476
1.63,3.476
1.64,3.477
1.65,3.477
1.66,3.478
1.67,3.478
1.68,3.479
1.69,3.479
1.7,3.48
1.71,3.48
1.72,3.481
1.73,3.481
1.74,3.482
1.75,3.482
1.76,3.483
1.77,3.483
1.78,3.483
1.79,3.484
1.8,3.484
1.81,3.485
1.82,3.485
1.83,3.486
1.84,3.486
1.85,3.487
1.86,3.487
1.87,3.487
1.88,3.488
1.89,3.488
1.9,3.489
1.91,3.489
1.92,3.489
1.93,3.49
1.94,3.49
1.95,3.491
1.96,3.491
1.97,3.491
1.98,3.492
1.99,3.492
2,3.493
2.01,3.493
2.02,3.493
2.03,3.494
2.04,3.494
2.05,3.494
2.06,3.495
2.07,3.495
2.08,3.496
2.09,3.496
2.1,3.496
2.11,3.497
2.12,3.497
2.13,3.498
2.14,3.498
2.15,3.498
2.16,3.499
2.17,3.499
2.18,3.499
2.19,3.5
2.2,3.5
2.21,3.5
2.22,3.501
2.23,3.501
2.24,3.501
2.25,3.502
2.26,3.502
2.27,3.502
2.28,3.503
2.29,3.503
2.3,3.503
2.31,3.504
2.32,3.504
2.33,3.504
2.34,3.505
2.35,3.505
2.36,3.505
2.37,3.506
2.38,3.506
2.39,3.506
2.4,3.507
2.41,3.507
2.42,3.507
2.43,3.508
2.44,3.508
2.45,3.508
2.46,3.509
2.47,3.509
2.48,3.509
2.49,3.51
2.5,3.51
2.51,3.51
2.52,3.51
2.53,3.511
2.54,3.511
2.55,3.511
2.56,3.512
2.57,3.512
2.58,3.512
2.59,3.513
2.6,3.513
2.61,3.513
2.62,3.513
2.63,3.514
2.64,3.514
2.65,3.514
2.66,3.515
2.67,3.515
2.68,3.515
2.69,3.515
2.7,3.516
2.71,3.516
2.72,3.516
2.73,3.517
2.74,3.517
2.75,3.517
2.76,3.517
2.77,3.518
2.78,3.518
2.79,3.518
2.8,3.518
2.81,3.519
2.82,3.519
2.83,3.519
2.84,3.52
2.85,3.52
2.86,3.52
2.87,3.52
2.88,3.521
2.89,3.521
2.9,3.521
2.91,3.521
2.92,3.522
2.93,3.522
2.94,3.522
2.95,3.522
2.96,3.523
2.97,3.523
2.98,3.523
2.99,3.523
3,3.524
3.01,3.524
3.02,3.524
3.03,3.524
3.04,3.525
3.05,3.525
3.06,3.525
3.07,3.525
3.08,3.526
3.09,3.526
3.1,3.526
3.11,3.526
3.12,3.527
3.13,3.527
3.14,3.527
3.15,3.527
3.16,3.527
3.17,3.528
3.18,3.528
3.19,3.528
3.2,3.528
3.21,3.529
3.22,3.529
3.23,3.529
3.24,3.529
3.25,3.53
3.26,3.53
3.27,3.53
3.28,3.53
3.29,3.53
3.3,3.531
3.31,3.531
3.32,3.531
3.33,3.531
3.34,3.532
3.35,3.532
3.36,3.532
3.37,3.532
3.38,3.532
3.39,3.533
3.4,3.533
3.41,3.533
3.42,3.533
3.43,3.533
3.44,3.534
3.45,3.534
3.46,3.534
3.47,3.534
3.48,3.535
3.49,3.535
3.5,3.535
3.51,3.535
3.52,3.535
3.53,3.536
3.54,3.536
3.55,3.536
3.56,3.536
3.57,3.536
3.58,3.537
3.59,3.537
3.6,3.537
3.61,3.537
3.62,3.537
3.63,3.538
3.64,3.538
3.65,3.538
3.66,3.538
3.67,3.538
3.68,3.539
3.69,3.539
3.7,3.539
3.71,3.539
3.72,3.539
3.73,3.54
3.74,3.54
3.75,3.54
3.76,3.54
3.77,3.54
3.78,3.54
3.79,3.541
3.8,3.541
3.81,3.541
3.82,3.541
3.83,3.541
3.84,3.542
3.85,3.542
3.86,3.542
3.87,3.542
3.88,3.542
3.89,3.543
3.9,3.543
3.91,3.543
3.92,3.543
3.93,3.543
3.94,3.543
3.95,3.544
3.96,3.544
3.97,3.544
3.98,3.544
3.99,3.544
4,3.545
4.01,3.545
4.02,3.545
4.03,3.545
4.04,3.545
4.05,3.546
4.06,3.546
4.07,3.546
4.08,3.546
4.09,3.546
4.1,3.546
4.11,3.547
4.12,3.547
4.13,3.547
4.14,3.547
4.15,3.547
4.16,3.547
4.17,3.548
4.18,3.548
4.19,3.548
4.2,3.548
4.21,3.548
4.22,3.548
4.23,3.549
4.24,3.549
4.25,3.549
4.26,3.549
4.27,3.549
4.28,3.55
4.29,3.55
4.3,3.55
4.31,3.55
4.32,3.55
4.33,3.55
4.34,3.551
4.35,3.551
4.36,3.551
4.37,3.551
4.38,3.551
4.39,3.551
4.4,3.551
4.41,3.552
4.42,3.552
4.43,3.552
4.44,3.552
4.45,3.552
4.46,3.552
4.47,3.553
4.48,3.553
4.49,3.553
4.5,3.553
4.51,3.553
4.52,3.553
4.53,3.554
4.54,3.554
4.55,3.554
4.56,3.554
4.57,3.554
4.58,3.554
4.59,3.555
4.6,3.555
4.61,3.555
4.62,3.555
4.63,3.555
4.64,3.555
4.65,3.555
4.66,3.556
4.67,3.556
4.68,3.556
4.69,3.556
4.7,3.556
4.71,3.556
4.72,3.556
4.73,3.557
4.74,3.557
4.75,3.557
4.76,3.557
4.77,3.557
4.78,3.557
4.79,3.558
4.8,3.558
4.81,3.558
4.82,3.558
4.83,3.558
4.84,3.558
4.85,3.558
4.86,3.559
4.87,3.559
4.88,3.559
4.89,3.559
4.9,3.559
4.91,3.559
4.92,3.559
4.93,3.56
4.94,3.56
4.95,3.56
4.96,3.56
4.97,3.56
4.98,3.56
4.99,3.56
5,3.561
5.01,3.561
5.02,3.561
5.03,3.561
5.04,3.561
5.05,3.561
5.06,3.561
5.07,3.562
5.08,3.562
5.09,3.562
5.1,3.562
5.11,3.562
5.12,3.562
5.13,3.562
5.14,3.563
5.15,3.563
5.16,3.563
5.17,3.563
5.18,3.563
5.19,3.563
5.2,3.563
5.21,3.563
5.22,3.564
5.23,3.564
5.24,3.564
5.25,3.564
5.26,3.564
5.27,3.564
5.28,3.564
5.29,3.565
5.3,3.565
5.31,3.565
5.32,3.565
5.33,3.565
5.34,3.565
5.35,3.565
5.36,3.566
5.37,3.566
5.38,3.566
5.39,3.566
5.4,3.566
5.41,3.566
5.42,3.566
5.43,3.566
5.44,3.567
5.45,3.567
5.46,3.567
5.47,3.567
5.48,3.567
5.49,3.567
5.5,3.567
5.51,3.568
5.52,3.568
5.53,3.568
5.54,3.568
5.55,3.568
5.56,3.568
5.57,3.568
5.58,3.568
5.59,3.569
5.6,3.569
5.61,3.569
5.62,3.569
5.63,3.569
5.64,3.569
5.65,3.569
5.66,3.569
5.67,3.57
5.68,3.57
5.69,3.57
5.7,3.57
5.71,3.57
5.72,3.57
5.73,3.57
5.74,3.57
5.75,3.571
5.76,3.571
5.77,3.571
5.78,3.571
5.79,3.571
5.8,3.571
5.81,3.571
5.82,3.571
5.83,3.572
5.84,3.572
5.85,3.572
5.86,3.572
5.87,3.572
5.88,3.572
5.89,3.572
5.9,3.572
5.91,3.572
5.92,3.573
5.93,3.573
5.94,3.573
5.95,3.573
5.96,3.573
5.97,3.573
5.98,3.573
5.99,3.573
6,3.574
6.01,3.574
6.02,3.574
6.03,3.574
6.04,3.574
6.05,3.574
6.06,3.574
6.07,3.574
6.08,3.574
6.09,3.575
6.1,3.575
6.11,3.575
6.12,3.575
6.13,3.575
6.14,3.575
6.15,3.575
6.16,3.575
6.17,3.576
6.18,3.576
6.19,3.576
6.2,3.576
6.21,3.576
6.22,3.576
6.23,3.576
6.24,3.576
6.25,3.576
6.26,3.577
6.27,3.577
6.28,3.577
6.29,3.577
6.3,3.577
6.31,3.577
6.32,3.577
6.33,3.577
6.34,3.577
6.35,3.578
6.36,3.578
6.37,3.578
6.38,3.578
6.39,3.578
6.4,3.578
6.41,3.578
6.42,3.578
6.43,3.579
6.44,3.579
6.45,3.579
6.46,3.579
6.47,3.579
6.48,3.579
6.49,3.579
6.5,3.579
6.51,3.579
6.52,3.579
6.53,3.58
6.54,3.58
6.55,3.58
6.56,3.58
6.57,3.58
6.58,3.58
6.59,3.58
6.6,3.58
6.61,3.58
6.62,3.581
6.63,3.581
6.64,3.581
6.65,3.581
6.66,3.581
6.67,3.581
6.68,3.581
6.69,3.581
6.7,3.581
6.71,3.582
6.72,3.582
6.73,3.582
6.74,3.582
6.75,3.582
6.76,3.582
6.77,3.582
6.78,3.582
6.79,3.582
6.8,3.583
6.81,3.583
6.82,3.583
6.83,3.583
6.84,3.583
6.85,3.583
6.86,3.583
6.87,3.583
6.88,3.583
6.89,3.583
6.9,3.584
6.91,3.584
6.92,3.584
6.93,3.584
6.94,3.584
6.95,3.584
6.96,3.584
6.97,3.584
6.98,3.584
6.99,3.585
7,3.585
7.01,3.585
7.02,3.585
7.03,3.585
7.04,3.585
7.05,3.585
7.06,3.585
7.07,3.585
7.08,3.585
7.09,3.586
7.1,3.586
7.11,3.586
7.12,3.586
7.13,3.586
7.14,3.586
7.15,3.586
7.16,3.586
7.17,3.586
7.18,3.586
7.19,3.587
7.2,3.587
7.21,3.587
7.22,3.587
7.23,3.587
7.24,3.587
7.25,3.587
7.26,3.587
7.27,3.587
7.28,3.587
7.29,3.588
7.3,3.588
7.31,3.588
7.32,3.588
7.33,3.588
7.34,3.588
7.35,3.588
7.36,3.588
7.37,3.588
7.38,3.588
7.39,3.589
7.4,3.589
7.41,3.589
7.42,3.589
7.43,3.589
7.44,3.589
7.45,3.589
7.46,3.589
7.47,3.589
7.48,3.589
7.49,3.589
7.5,3.59
7.51,3.59
7.52,3.59
7.53,3.59
7.54,3.59
7.55,3.59
7.56,3.59
7.57,3.59
7.58,3.59
7.59,3.59
7.6,3.591
7.61,3.591
7.62,3.591
7.63,3.591
7.64,3.591
7.65,3.591
7.66,3.591
7.67,3.591
7.68,3.591
7.69,3.591
7.7,3.592
7.71,3.592
7.72,3.592
7.73,3.592
7.74,3.592
7.75,3.592
7.76,3.592
7.77,3.592
7.78,3.592
7.79,3.592
7.8,3.592
7.81,3.593
7.82,3.593
7.83,3.593
7.84,3.593
7.85,3.593
7.86,3.593
7.87,3.593
7.88,3.593
7.89,3.593
7.9,3.593
7.91,3.593
7.92,3.594
7.93,3.594
