"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k09",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_2.csv -i 1 65",,,,"Date:","26 Jun 2019 12:23:07 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","40","41","42"
1561519387.261,0.291,0.145,99.517,0.042,0.0,0.005,0.0,0.0,0.0,0.0,0.002,0.002,0.002
1561519388.262,0.125,0.125,99.312,0.0,0.0,0.438,2559044.0,3182938.0,104.0,4526.0,1.0,1.0,1.0
1561519389.262,0.187,0.312,97.939,0.125,0.0,1.437,8338014.0,10353534.0,198.0,7308.0,0.0,0.0,0.0
1561519390.262,0.500,0.250,97.0,0.0,0.0,2.250,10061285.0,12479534.0,250.0,8909.0,1.0,1.0,1.0
1561519391.262,1.751,0.563,95.810,0.0,0.0,1.876,11088246.0,13754727.0,52.0,2868.0,0.0,0.0,0.0
1561519392.262,0.187,0.312,97.626,0.0,0.0,1.874,11169182.0,13855872.0,292.0,4030.0,1.0,1.0,1.0
1561519393.262,0.187,0.187,97.502,0.0,0.0,2.124,11005850.0,13657132.0,146.0,5060.0,0.0,0.0,0.0
1561519394.262,0.188,0.313,97.999,0.0,0.0,1.501,11106685.0,13775524.0,1063.0,6293.0,1.0,1.0,1.0
1561519395.262,0.188,0.250,97.562,0.125,0.0,1.875,11170171.0,13837523.0,198.0,7955.0,0.0,0.0,0.0
1561519396.262,0.250,0.438,97.438,0.0,0.0,1.875,11182986.0,13835422.0,198.0,5146.0,1.0,1.0,1.0
1561519397.262,0.125,0.375,97.688,0.0,0.0,1.812,11163839.0,13856398.0,198.0,6849.0,0.0,0.0,0.0
1561519398.262,0.125,0.188,98.124,0.0,0.0,1.563,10680478.0,13253174.0,104.0,4592.0,1.0,1.0,1.0
1561519399.262,0.188,0.375,97.375,0.0,0.0,2.062,9687784.0,12012314.0,944.0,18942.0,0.0,0.0,0.0
1561519400.262,0.437,0.312,97.189,0.125,0.0,1.936,10957881.0,13594098.0,344.0,8975.0,1.0,1.0,1.0
1561519401.262,1.875,0.688,95.688,0.0,0.0,1.750,10646201.0,13217138.0,983.0,4865.0,0.0,0.0,0.0
1561519402.262,0.312,0.375,97.938,0.0,0.0,1.375,10993512.0,13641612.0,302.0,3964.0,1.0,1.0,1.0
1561519403.262,0.188,0.125,97.938,0.0,0.0,1.750,11093010.0,13772979.0,146.0,5060.0,0.0,0.0,0.0
1561519404.262,0.250,0.313,97.561,0.0,0.0,1.876,11087680.0,13764014.0,104.0,4254.0,1.0,1.0,1.0
1561519405.262,0.187,0.312,97.377,0.0,0.0,2.124,11042425.0,13664955.0,146.0,8021.0,0.0,0.0,0.0
1561519406.262,0.125,0.188,97.625,0.188,0.0,1.875,8987438.0,11153094.0,198.0,5212.0,1.0,1.0,1.0
1561519407.262,0.375,0.438,97.188,0.0,0.0,2.0,8883865.0,11011478.0,198.0,6783.0,0.0,0.0,0.0
1561519408.262,0.188,0.250,97.938,0.0,0.0,1.625,10615793.0,13172249.0,227.0,4743.0,1.0,1.0,1.0
1561519409.262,0.125,0.250,97.625,0.0,0.0,2.0,11088534.0,13760585.0,1171.0,9532.0,0.0,0.0,0.0
1561519410.262,0.875,0.625,96.562,0.0,0.0,1.938,11119575.0,13797578.0,198.0,8975.0,1.0,1.0,1.0
1561519411.262,1.562,0.500,95.625,0.188,0.0,2.125,11230258.0,13908929.0,52.0,2802.0,0.0,0.0,0.0
1561519412.262,0.313,0.563,97.436,0.0,0.0,1.689,11190296.0,13894066.0,198.0,3964.0,1.0,1.0,1.0
1561519413.262,0.750,0.187,96.752,0.0,0.0,2.311,11165840.0,13861092.0,146.0,5060.0,0.0,0.0,0.0
1561519414.262,0.250,0.250,98.0,0.0,0.0,1.500,11190820.0,13891602.0,104.0,4254.0,1.0,1.0,1.0
1561519415.262,0.188,0.250,97.438,0.0,0.0,2.125,11392501.0,14125405.0,146.0,8021.0,0.0,0.0,0.0
1561519416.262,0.312,0.188,97.938,0.0,0.0,1.562,11303510.0,14034765.0,1181.0,7370.0,1.0,1.0,1.0
1561519417.262,0.312,0.562,96.752,0.125,0.0,2.249,8918093.0,11073132.0,278.0,6891.0,0.0,0.0,0.0
1561519418.262,0.188,0.313,97.624,0.0,0.0,1.876,8604972.0,10681866.0,198.0,4592.0,1.0,1.0,1.0
1561519419.262,0.125,0.438,98.938,0.0,0.0,0.500,1618014.0,2003568.0,250.0,7374.0,0.0,0.0,0.0
1561519420.262,0.438,0.312,99.188,0.0,0.0,0.062,21017.0,15202.0,250.0,8909.0,1.0,1.0,1.0
1561519421.262,1.375,0.188,98.312,0.0,0.0,0.125,10086.0,10016.0,52.0,2802.0,0.0,0.0,0.0
1561519422.262,0.687,0.687,98.563,0.0,0.0,0.062,25284.0,18617.0,198.0,3964.0,1.0,1.0,1.0
1561519423.262,0.063,0.125,99.625,0.125,0.0,0.063,9914.0,6854.0,146.0,4994.0,0.0,0.0,0.0
1561519424.262,0.125,0.500,99.312,0.0,0.0,0.062,11928.0,6845.0,1087.0,6346.0,1.0,1.0,1.0
1561519425.262,0.188,0.312,99.500,0.0,0.0,0.0,37229.0,15669.0,250.0,8021.0,0.0,0.0,0.0
1561519426.262,0.125,0.250,99.625,0.0,0.0,0.0,10360.0,6182.0,292.0,5212.0,1.0,1.0,1.0
1561519427.262,0.187,0.625,99.126,0.0,0.0,0.062,13561.0,13554.0,198.0,6717.0,0.0,0.0,0.0
1561519428.262,0.125,0.125,99.750,0.0,0.0,0.0,7730.0,3322.0,104.0,4526.0,1.0,1.0,1.0
1561519429.262,0.188,0.250,99.375,0.188,0.0,0.0,22640.0,5668.0,944.0,18876.0,0.0,0.0,0.0
1561519430.262,0.437,0.250,99.126,0.187,0.0,0.0,13071.0,4502.0,198.0,8843.0,1.0,1.0,1.0
1561519431.262,0.125,0.438,99.438,0.0,0.0,0.0,8154.0,4979.0,1035.0,4960.0,0.0,0.0,0.0
1561519432.262,1.626,0.750,97.624,0.0,0.0,0.0,21018.0,12935.0,198.0,3964.0,1.0,1.0,1.0
1561519433.262,0.187,0.125,99.688,0.0,0.0,0.0,7136.0,3096.0,146.0,4994.0,0.0,0.0,0.0
1561519434.262,0.188,0.250,99.562,0.0,0.0,0.0,7416.0,3366.0,104.0,4188.0,1.0,1.0,1.0
1561519435.262,0.188,0.313,99.437,0.063,0.0,0.0,36281.0,14005.0,198.0,7955.0,0.0,0.0,0.0
1561519436.262,0.188,0.250,99.562,0.0,0.0,0.0,7888.0,2898.0,292.0,5212.0,1.0,1.0,1.0
1561519437.262,0.250,0.500,99.188,0.0,0.0,0.062,12453.0,12370.0,198.0,6717.0,0.0,0.0,0.0
1561519438.262,0.125,0.250,99.625,0.0,0.0,0.0,7413.0,2865.0,227.0,4677.0,0.0,0.0,0.0
1561519439.262,0.187,0.375,99.438,0.0,0.0,0.0,12324.0,4483.0,1157.0,9442.0,1.0,1.0,1.0
1561519440.262,0.313,0.688,98.999,0.0,0.0,0.0,12243.0,4038.0,302.0,8843.0,0.0,0.0,0.0
1561519441.262,0.062,0.187,99.500,0.187,0.0,0.062,4356.0,2374.0,52.0,2802.0,1.0,1.0,1.0
1561519442.262,1.312,0.625,98.064,0.0,0.0,0.0,20334.0,14071.0,198.0,3964.0,0.0,0.0,0.0
1561519443.262,0.688,0.188,99.124,0.0,0.0,0.0,7940.0,4200.0,146.0,4994.0,1.0,1.0,1.0
1561519444.262,0.125,0.438,99.438,0.0,0.0,0.0,7734.0,3738.0,198.0,4254.0,0.0,0.0,0.0
1561519445.262,0.188,0.375,99.438,0.0,0.0,0.0,34565.0,11975.0,198.0,8021.0,1.0,1.0,1.0
1561519446.262,0.188,0.250,99.562,0.0,0.0,0.0,9010.0,4252.0,198.0,5146.0,0.0,0.0,0.0
1561519447.262,0.250,0.625,98.938,0.188,0.0,0.0,14961.0,13779.0,1181.0,8809.0,1.0,1.0,1.0
1561519448.262,0.500,0.188,99.312,0.0,0.0,0.0,9020.0,4956.0,104.0,4526.0,0.0,0.0,0.0
1561519449.262,0.125,0.312,99.562,0.0,0.0,0.0,10440.0,4506.0,198.0,7242.0,1.0,1.0,1.0
1561519450.262,0.312,0.438,99.250,0.0,0.0,0.0,11969.0,3180.0,198.0,8909.0,0.0,0.0,0.0
1561519451.262,0.125,0.250,99.625,0.0,0.0,0.0,3672.0,1474.0,52.0,2802.0,1.0,1.0,1.0
1561519452.262,1.875,0.688,97.438,0.0,0.0,0.0,21066.0,13913.0,198.0,3964.0,0.0,0.0,0.0
