"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,32141.93,97.6292,1.5124,5.2093e+06,6.4559e+06,5.2093e+06,6.4559e+06
2,55753.86,97.1833,1.95252,9.74922e+06,1.21035e+07,9.74922e+06,1.21035e+07
4,124029.33,96.0085,2.89455,2.06276e+07,2.55889e+07,2.06276e+07,2.55889e+07
6,179197.71,95.8015,3.54755,2.9725e+07,3.68803e+07,2.9725e+07,3.68803e+07
8,222267.60,95.598,3.80623,3.5646e+07,4.42292e+07,3.5646e+07,4.42292e+07
10,254408.95,95.2888,4.09259,4.19339e+07,5.20291e+07,4.19339e+07,5.20291e+07
12,273787.93,95.0689,4.3061,4.53551e+07,56278804,4.53551e+07,56278804
14,296273.34,95.0085,4.425,4.91948e+07,6.10418e+07,4.91948e+07,6.10418e+07
16,315398.29,94.9459,4.4875,5.22191e+07,6.47981e+07,5.22191e+07,6.47981e+07
18,326247.31,94.4352,4.59693,5.37364e+07,6.66741e+07,5.37364e+07,6.66741e+07
20,364158.23,94.4395,4.96786,6.00932e+07,7.4567e+07,6.00932e+07,7.4567e+07
25,393717.00,-nan,-nan,-nan,-nan,-nan,-nan
