"Percentile","Latency [msec]"
0.01,3.35
0.02,3.413
0.03,3.447
0.04,3.47
0.05,3.487
0.06,3.502
0.07,3.514
0.08,3.525
0.09,3.535
0.1,3.544
0.11,3.552
0.12,3.559
0.13,3.567
0.14,3.573
0.15,3.58
0.16,3.586
0.17,3.591
0.18,3.597
0.19,3.602
0.2,3.607
0.21,3.612
0.22,3.617
0.23,3.622
0.24,3.626
0.25,3.631
0.26,3.635
0.27,3.64
0.28,3.644
0.29,3.648
0.3,3.652
0.31,3.656
0.32,3.66
0.33,3.664
0.34,3.668
0.35,3.672
0.36,3.676
0.37,3.68
0.38,3.684
0.39,3.688
0.4,3.692
0.41,3.696
0.42,3.699
0.43,3.703
0.44,3.707
0.45,3.711
0.46,3.715
0.47,3.719
0.48,3.723
0.49,3.727
0.5,3.731
0.51,3.735
0.52,3.739
0.53,3.743
0.54,3.748
0.55,3.752
0.56,3.756
0.57,3.761
0.58,3.765
0.59,3.77
0.6,3.774
0.61,3.779
0.62,3.784
0.63,3.789
0.64,3.794
0.65,3.8
0.66,3.805
0.67,3.811
0.68,3.817
0.69,3.823
0.7,3.83
0.71,3.837
0.72,3.844
0.73,3.851
0.74,3.859
0.75,3.868
0.76,3.877
0.77,3.887
0.78,3.898
0.79,3.91
0.8,3.923
0.81,3.938
0.82,3.955
0.83,3.976
0.84,4
0.85,4.029
0.86,4.064
0.87,4.107
0.88,4.167
0.89,4.27
0.9,4.498
0.91,5.228
0.92,12.968
0.93,31.385
0.94,56.781
0.95,82.187
0.96,107.606
0.97,133.052
0.98,158.532
0.99,184.045
