"Percentile","Latency [msec]"
0.01,0.373
0.02,0.412
0.03,0.447
0.04,0.484
0.05,0.523
0.06,0.563
0.07,0.604
0.08,0.646
0.09,0.693
0.1,0.742
0.11,0.796
0.12,0.851
0.13,0.903
0.14,0.957
0.15,1.012
0.16,1.07
0.17,1.135
0.18,1.2
0.19,1.273
0.2,1.351
0.21,1.429
0.22,1.511
0.23,1.604
0.24,1.704
0.25,1.817
0.26,1.951
0.27,2.115
0.28,2.335
0.29,2.565
0.3,2.873
0.31,3.268
0.32,3.679
0.33,4.027
0.34,4.523
0.35,4.861
0.36,4.912
0.37,4.939
0.38,4.959
0.39,4.975
0.4,4.989
0.41,5.003
0.42,5.015
0.43,5.027
0.44,5.039
0.45,5.051
0.46,5.063
0.47,5.075
0.48,5.088
0.49,5.101
0.5,5.114
0.51,5.129
0.52,5.144
0.53,5.16
0.54,5.176
0.55,5.193
0.56,5.209
0.57,5.226
0.58,5.242
0.59,5.259
0.6,5.276
0.61,5.294
0.62,5.314
0.63,5.337
0.64,5.365
0.65,5.405
0.66,5.498
0.67,5.83
0.68,6.103
0.69,6.85
0.7,7.055
0.71,7.163
0.72,7.251
0.73,7.333
0.74,7.418
0.75,7.506
0.76,7.598
0.77,7.697
0.78,7.807
0.79,7.909
0.8,8.019
0.81,8.144
0.82,8.293
0.83,8.441
0.84,8.62
0.85,8.837
0.86,9.117
0.87,9.454
0.88,9.892
0.89,10.557
0.9,12.14
0.91,22.687
0.92,38.981
0.93,55.75
0.94,72.686
0.95,90.081
0.96,108.025
0.97,128.444
0.98,167.491
0.99,215.705
