"Percentile","Latency [msec]"
0.01,0.286
0.02,0.299
0.03,0.31
0.04,0.319
0.05,0.327
0.06,0.335
0.07,0.342
0.08,0.349
0.09,0.356
0.1,0.363
0.11,0.369
0.12,0.376
0.13,0.383
0.14,0.389
0.15,0.396
0.16,0.402
0.17,0.409
0.18,0.416
0.19,0.423
0.2,0.431
0.21,0.438
0.22,0.446
0.23,0.453
0.24,0.461
0.25,0.47
0.26,0.478
0.27,0.487
0.28,0.496
0.29,0.505
0.3,0.515
0.31,0.525
0.32,0.535
0.33,0.546
0.34,0.557
0.35,0.568
0.36,0.581
0.37,0.593
0.38,0.607
0.39,0.621
0.4,0.637
0.41,0.653
0.42,0.671
0.43,0.69
0.44,0.711
0.45,0.734
0.46,0.76
0.47,0.789
0.48,0.823
0.49,0.863
0.5,0.911
0.51,0.97
0.52,1.046
0.53,1.146
0.54,1.282
0.55,1.425
0.56,1.61
0.57,1.933
0.58,2.486
0.59,3.158
0.6,3.571
0.61,4.045
0.62,4.471
0.63,5.088
0.64,5.716
0.65,7.271
0.66,7.7
0.67,7.908
0.68,8.097
0.69,8.313
0.7,8.473
0.71,8.611
0.72,8.741
0.73,8.905
0.74,9.217
0.75,9.573
0.76,9.971
0.77,10.453
0.78,11.097
0.79,12.116
0.8,17.591
0.81,58.168
0.82,102.134
0.83,147.787
0.84,194.584
0.85,242.066
0.86,289.994
0.87,338.169
0.88,386.718
0.89,436.084
0.9,486.636
0.91,538.15
0.92,590.574
0.93,646.317
0.94,708.151
0.95,779.447
0.96,857.621
0.97,941.628
0.98,1032.3
0.99,1136.53
