"Percentile","Latency [msec]"
0.01,0.334
0.02,0.384
0.03,0.438
0.04,0.492
0.05,0.548
0.06,0.602
0.07,0.654
0.08,0.704
0.09,0.754
0.1,0.804
0.11,0.851
0.12,0.897
0.13,0.945
0.14,0.995
0.15,1.046
0.16,1.099
0.17,1.153
0.18,1.209
0.19,1.268
0.2,1.33
0.21,1.394
0.22,1.458
0.23,1.525
0.24,1.589
0.25,1.655
0.26,1.722
0.27,1.793
0.28,1.865
0.29,1.935
0.3,2.008
0.31,2.083
0.32,2.159
0.33,2.236
0.34,2.315
0.35,2.396
0.36,2.483
0.37,2.574
0.38,2.667
0.39,2.757
0.4,2.841
0.41,2.922
0.42,3.005
0.43,3.087
0.44,3.175
0.45,3.268
0.46,3.367
0.47,3.465
0.48,3.555
0.49,3.645
0.5,3.747
0.51,3.851
0.52,3.951
0.53,4.05
0.54,4.155
0.55,4.269
0.56,4.39
0.57,4.518
0.58,4.637
0.59,4.752
0.6,4.88
0.61,5.012
0.62,5.138
0.63,5.265
0.64,5.378
0.65,5.485
0.66,5.58
0.67,5.667
0.68,5.752
0.69,5.844
0.7,5.942
0.71,6.042
0.72,6.151
0.73,6.252
0.74,6.355
0.75,6.477
0.76,6.608
0.77,6.765
0.78,6.93
0.79,7.117
0.8,7.352
0.81,7.588
0.82,7.756
0.83,7.868
0.84,7.946
0.85,8.01
0.86,8.069
0.87,8.129
0.88,8.195
0.89,8.281
0.9,8.442
0.91,9.212
0.92,25.29
0.93,48.569
0.94,75.915
0.95,107.722
0.96,146.032
0.97,193.862
0.98,260.935
0.99,370.714
