"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,28305.43,90.9289,8.57969,4.79767e+06,5.94487e+06,4.79767e+06,5.94487e+06
2,63095.26,80.5583,18.9828,1.04307e+07,1.2934e+07,1.04307e+07,1.2934e+07
4,107192.16,73.4536,26.2004,17234272,2.13769e+07,17234272,2.13769e+07
6,150943.92,68.6787,30.9109,2.41654e+07,2.99769e+07,2.41654e+07,2.99769e+07
8,164689.67,66.4632,33.1228,2.71344e+07,3.36611e+07,2.71344e+07,3.36611e+07
10,267277.74,59.888,39.8018,4.40721e+07,5.46803e+07,4.40721e+07,5.46803e+07
12,282276.05,59.5375,40.0355,4.5212e+07,5.60935e+07,4.5212e+07,5.60935e+07
14,330191.24,52.4259,47.1489,5.29245e+07,6.56639e+07,5.29245e+07,6.56639e+07
16,339688.66,50.0462,49.4582,5.60178e+07,6.95019e+07,5.60178e+07,6.95019e+07
18,427861.13,36.2164,63.262,7.04498e+07,8.74101e+07,7.04498e+07,8.74101e+07
20,433380.51,36.3658,63.0905,6.93331e+07,8.6024e+07,6.93331e+07,8.6024e+07
25,540916.64,21.089,78.3162,8.92081e+07,1.10685e+08,8.92081e+07,1.10685e+08
30,645188.71,19.5657,79.9451,1.04898e+08,1.30151e+08,1.04898e+08,1.30151e+08
35,619211.56,16.2611,83.1807,1.01565e+08,1.25989e+08,1.01565e+08,1.25989e+08
40,647986.37,15.9494,83.5527,1.03094e+08,1.27904e+08,1.03094e+08,1.27904e+08
45,683519.18,6.5187,92.9918,1.12112e+08,1.39099e+08,1.12112e+08,1.39099e+08
50,662538.74,14.8375,84.7583,1.06378e+08,1.31987e+08,1.06378e+08,1.31987e+08
55,673636.84,12.1511,87.3317,110420317,1.36996e+08,110420317,1.36996e+08
60,675826.69,12.6877,86.8448,1.10003e+08,1.36483e+08,1.10003e+08,1.36483e+08
65,663824.40,12.3362,87.1057,1.09228e+08,1.35511e+08,1.09228e+08,1.35511e+08
70,670229.22,12.5319,86.8408,1.08863e+08,1.35056e+08,1.08863e+08,1.35056e+08
75,689934.02,5.81024,93.6253,1.12998e+08,1.40189e+08,1.12998e+08,1.40189e+08
80,689754.71,6.49838,93.0299,1.12184e+08,1.39186e+08,1.12184e+08,1.39186e+08
