"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,35467.08,73.8278,25.8166,2.07705e+07,2.0763e+07,2.07705e+07,2.0763e+07
2,60003.08,70.2305,29.3277,3.28654e+07,3.28572e+07,3.28654e+07,3.28572e+07
4,100754.15,62.1852,37.3981,5.51049e+07,5.50961e+07,5.51049e+07,5.50961e+07
6,151011.59,50.4937,49.1062,8.26057e+07,8.25979e+07,8.26057e+07,8.25979e+07
8,173606.75,45.7279,53.8137,9.22349e+07,9.22251e+07,9.22349e+07,9.22251e+07
10,264281.59,19.4505,80.0322,1.44524e+08,1.44511e+08,1.44524e+08,1.44511e+08
12,276671.49,19.5973,79.9028,1.47144e+08,1.47129e+08,1.47144e+08,1.47129e+08
14,299477.74,15.1919,84.2686,1.60504e+08,1.60474e+08,1.60504e+08,1.60474e+08
16,304779.48,12.2564,87.3298,1.66512e+08,1.66492e+08,1.66512e+08,1.66492e+08
18,305810.16,12.0714,87.4502,1.67248e+08,1.67224e+08,1.67248e+08,1.67224e+08
20,303564.78,14.3329,85.1464,1.61482e+08,1.61452e+08,1.61482e+08,1.61452e+08
25,305444.82,12.1181,87.4465,1.66996e+08,1.66979e+08,1.66996e+08,1.66979e+08
30,306021.66,12.114,87.4466,1.67256e+08,1.67233e+08,1.67256e+08,1.67233e+08
35,304509.05,12.0286,87.4568,1.66439e+08,1.66418e+08,1.66439e+08,1.66418e+08
40,304815.74,12.0585,87.4498,1.66934e+08,1.66916e+08,1.66934e+08,1.66916e+08
45,312253.07,5.83852,93.5883,1.70414e+08,1.70385e+08,1.70414e+08,1.70385e+08
50,301908.61,14.3452,85.0777,1.60361e+08,1.60325e+08,1.60361e+08,1.60325e+08
55,305050.78,11.9464,87.4482,1.67115e+08,1.67091e+08,1.67115e+08,1.67091e+08
60,306224.14,11.933,87.4569,1.67628e+08,1.676e+08,1.67628e+08,1.676e+08
65,301887.36,14.4438,84.9688,1.60197e+08,1.60157e+08,1.60197e+08,1.60157e+08
70,303610.28,11.9288,87.4592,1.65903e+08,1.65872e+08,1.65903e+08,1.65872e+08
75,303602.36,12.0413,87.4611,1.66335e+08,1.66306e+08,1.66335e+08,1.66306e+08
80,309996.73,5.68093,93.6813,1.69607e+08,1.69576e+08,1.69607e+08,1.69576e+08
