"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,35660.22,-nan,-nan,-nan,-nan,-nan,-nan
2,37208.84,-nan,-nan,-nan,-nan,-nan,-nan
4,78306.20,-nan,-nan,-nan,-nan,-nan,-nan
6,145052.48,-nan,-nan,-nan,-nan,-nan,-nan
8,202657.53,-nan,-nan,-nan,-nan,-nan,-nan
10,210968.62,-nan,-nan,-nan,-nan,-nan,-nan
12,275129.22,-nan,-nan,-nan,-nan,-nan,-nan
14,295301.93,-nan,-nan,-nan,-nan,-nan,-nan
16,284607.03,-nan,-nan,-nan,-nan,-nan,-nan
18,307316.07,-nan,-nan,-nan,-nan,-nan,-nan
20,304234.62,-nan,-nan,-nan,-nan,-nan,-nan
25,303770.33,-nan,-nan,-nan,-nan,-nan,-nan
30,306230.77,-nan,-nan,-nan,-nan,-nan,-nan
35,307183.91,-nan,-nan,-nan,-nan,-nan,-nan
40,303568.78,-nan,-nan,-nan,-nan,-nan,-nan
45,305257.64,-nan,-nan,-nan,-nan,-nan,-nan
50,300987.41,-nan,-nan,-nan,-nan,-nan,-nan
55,305620.33,-nan,-nan,-nan,-nan,-nan,-nan
60,300764.99,-nan,-nan,-nan,-nan,-nan,-nan
65,303968.30,-nan,-nan,-nan,-nan,-nan,-nan
70,303986.32,-nan,-nan,-nan,-nan,-nan,-nan
