"# of pods","Req/sec","cpu idle","siq","eth0-rx,"eth0-tx,"docker0-rx,"docker0-tx"
1,32363.37,89.0411,10.4481,5.74129e+06,7.11668e+06,5.74129e+06,7.11668e+06
2,30722.62,90.3437,9.19175,5.09715e+06,6.31499e+06,5.09715e+06,6.31499e+06
4,123874.37,72.0321,27.5421,20427616,2.53383e+07,20427616,2.53383e+07
6,147779.65,70.0312,29.6485,2.4224e+07,3.0051e+07,2.4224e+07,3.0051e+07
8,217008.73,64.8577,34.8091,3.55687e+07,4.41288e+07,3.55687e+07,4.41288e+07
10,239955.87,63.8315,35.7851,3.92548e+07,4.87021e+07,3.92548e+07,4.87021e+07
12,307681.44,54.4652,45.137,5.04247e+07,6.25626e+07,5.04247e+07,6.25626e+07
14,330951.14,50.8707,48.6917,5.42473e+07,6.73042e+07,5.42473e+07,6.73042e+07
16,383352.02,44.1686,55.4231,6.26143e+07,7.76878e+07,6.26143e+07,7.76878e+07
18,429922.57,36.0184,63.5506,7.03923e+07,8.73404e+07,7.03923e+07,8.73404e+07
20,467040.88,33.5222,65.9604,7.65959e+07,9.50353e+07,7.65959e+07,9.50353e+07
25,566559.87,22.4759,77.0991,9.27519e+07,1.15081e+08,9.27519e+07,1.15081e+08
30,607094.03,18.7693,80.8491,1.00315e+08,1.24464e+08,1.00315e+08,1.24464e+08
35,611917.47,18.7432,80.8423,1.0042e+08,1.24591e+08,1.0042e+08,1.24591e+08
40,609158.75,18.9427,80.6616,9.96291e+07,1.23607e+08,9.96291e+07,1.23607e+08
45,603842.25,19.2756,80.246,9.87386e+07,1.22485e+08,9.87386e+07,1.22485e+08
50,606944.57,18.5514,80.9572,1.0048e+08,1.24652e+08,1.0048e+08,1.24652e+08
55,613535.44,19.1673,80.4225,99643672,1.2362e+08,99643672,1.2362e+08
60,605668.06,18.9092,80.6188,9.91372e+07,1.22965e+08,9.91372e+07,1.22965e+08
65,608044.83,19.1613,80.5179,9.93573e+07,1.23268e+08,9.93573e+07,1.23268e+08
70,613678.88,18.9346,80.7451,9.92076e+07,1.23096e+08,9.92076e+07,1.23096e+08
