1540633018,196715.51
1540633022,197946.03
1540633026,198384.69
1540633031,196688.64
1540633035,197564.20
1540633039,198423.84
1540633044,196440.38
1540633048,196881.63
1540633052,197947.32
1540633057,197270.36
1540633061,196617.82
1540633065,197622.24
1540633069,196564.89
1540633074,196613.16
1540633078,196784.23
1540633082,196653.04
1540633087,507131.72
1540633091,750547.21
1540633095,752487.13
1540633100,772697.60
1540633104,724556.32
1540633108,744870.64
1540633113,764502.40
1540633117,786426.95
1540633122,746804.72
1540633126,764413.14
1540633130,755721.23
1540633135,755262.14
1540633139,787637.39
1540633143,392071.08
1540633148,390771.42
1540633152,393989.94
1540633156,391152.14
1540633161,395370.34
1540633165,395315.19
1540633169,391319.92
1540633174,393171.01
1540633178,397833.36
1540633182,393903.03
1540633187,391287.46
1540633191,394199.03
1540633195,395781.97
1540633200,394867.81
1540633204,198675.17
1540633208,196115.25
1540633213,200918.12
1540633217,197694.62
1540633221,198515.16
1540633226,197194.11
1540633230,198277.39
1540633234,197325.79
1540633239,196593.03
1540633243,196436.25
1540633247,197543.13
1540633252,195866.60
1540633256,195446.76
1540633260,196037.14
1540633264,197821.67
1540633269,392452.35
1540633273,580553.48
1540633277,596622.77
1540633282,584074.24
1540633286,584733.15
1540633291,585567.29
1540633295,585216.72
1540633300,588364.22
1540633304,579039.53
1540633308,582809.88
1540633313,582947.83
1540633317,567222.66
1540633322,506921.17
1540633326,195706.68
1540633331,197316.77
1540633336,197570.81
1540633340,196365.88
1540633344,197056.21
1540633348,196429.35
1540633353,197291.95
1540633357,195076.18
1540633361,196177.50
1540633366,197328.38
1540633370,197373.88
1540633374,197037.85
1540633379,196581.66
1540633383,196956.93
1540633387,287244.96
1540633392,735331.65
1540633396,796581.78
1540633401,767400.74
1540633405,737139.08
1540633409,744962.74
1540633414,763958.72
1540633418,729321.43
1540633422,751741.66
1540633427,805342.29
1540633431,758906.24
1540633436,765883.79
1540633440,725813.14
1540633444,565736.08
1540633449,394068.64
1540633453,393044.71
1540633457,391778.60
1540633462,394582.49
1540633466,396784.06
1540633470,397277.02
1540633475,394796.81
1540633479,391932.42
1540633483,393461.04
1540633488,396326.82
1540633492,396120.15
1540633497,393154.45
1540633501,395193.15
1540633505,393820.40
1540633510,480726.69
1540633514,771415.26
1540633518,768212.44
1540633523,739717.52
1540633527,743634.53
1540633531,752475.12
1540633536,739518.41
1540633540,755482.15
1540633545,805461.32
1540633549,763839.10
1540633554,747024.76
1540633558,766667.72
1540633562,740284.71
1540633567,662397.26
1540633571,586793.29
1540633576,582754.58
1540633580,584994.77
1540633584,580601.94
1540633589,583195.84
1540633594,580900.99
1540633598,589211.81
1540633603,586732.82
1540633607,583423.80
1540633612,586208.71
1540633616,580738.36
1540633620,583454.45
1540633625,588653.88
1540633629,199270.47
1540633634,196797.47
1540633638,196711.95
1540633642,197157.88
1540633646,195768.19
1540633651,196036.95
1540633655,196343.94
1540633659,197434.88
1540633664,195686.43
1540633668,196559.02
1540633672,196021.97
1540633677,196446.35
1540633681,198296.76
1540633685,197068.74
1540633690,195156.43
1540633694,303227.29
1540633698,394969.76
1540633702,394559.34
1540633707,395785.57
1540633711,392493.19
1540633716,391482.12
1540633720,393803.41
1540633724,394841.10
1540633729,392040.62
1540633733,392222.26
1540633737,393793.57
1540633741,395632.04
1540633746,393972.23
1540633750,395849.39
1540633754,675357.99
1540633759,759566.27
1540633763,770215.16
1540633768,792937.28
1540633772,760019.03
1540633777,780410.53
1540633781,795314.05
1540633786,756997.71
1540633790,775533.95
1540633794,770866.02
1540633799,759297.34
1540633803,763973.69
1540633807,730653.57
1540633812,395026.30
1540633816,395312.12
1540633821,391343.79
1540633825,395270.98
1540633829,392014.55
1540633834,392850.84
1540633838,390195.59
1540633842,392218.75
1540633847,393336.05
1540633851,393713.96
1540633855,393862.75
1540633859,393782.67
1540633864,395321.94
1540633868,393089.50
1540633872,396957.10
1540633877,589279.69
1540633881,578631.10
1540633886,585739.43
1540633890,578944.41
1540633894,582408.34
1540633899,592597.92
1540633903,586541.22
1540633908,595784.33
1540633912,571719.58
1540633916,590426.68
1540633921,599034.20
1540633925,588386.38
1540633930,461798.76
1540633934,197017.32
1540633939,197193.95
1540633943,198047.49
1540633947,197839.51
1540633952,197327.33
1540633956,196770.34
1540633960,197500.99
1540633965,196226.24
1540633969,196781.46
1540633973,195478.98
1540633977,196527.86
1540633982,197776.51
1540633986,198276.22
1540633990,196872.48
1540633995,256333.43
1540633999,696825.87
1540634003,764365.97
1540634008,754803.90
1540634012,755971.03
1540634016,766827.48
1540634021,743065.44
1540634025,754208.93
1540634030,751898.60
1540634034,746247.86
1540634038,759791.25
1540634043,751034.44
1540634047,754636.06
1540634051,709164.11
1540634056,587764.00
1540634060,593080.16
1540634065,592052.65
1540634069,580651.15
1540634074,580861.53
1540634078,583478.85
1540634082,587766.07
1540634087,582513.52
1540634091,576340.34
1540634095,587190.79
1540634100,584594.01
1540634104,580681.32
1540634109,588710.28
1540634113,487580.37
1540634118,392509.86
1540634122,394169.39
1540634126,394585.35
1540634131,393878.91
1540634136,394341.05
1540634140,393996.22
1540634145,392887.48
1540634149,396024.19
1540634153,393463.86
1540634158,393915.15
1540634162,393013.05
1540634166,392761.25
1540634171,392352.09
1540634175,390558.45
1540634179,575707.35
1540634184,741307.93
1540634188,774833.96
1540634192,755264.11
1540634197,744841.96
1540634201,726914.83
1540634205,780480.92
1540634210,792170.66
1540634214,745736.90
1540634219,757634.80
1540634223,788691.50
1540634227,755495.33
1540634232,745424.96
1540634236,215854.42
1540634240,197499.92
1540634245,197842.18
1540634249,197081.94
1540634253,195615.67
1540634258,195527.39
1540634262,197373.40
1540634266,197545.41
1540634271,198441.11
1540634275,198214.99
1540634279,196266.05
1540634284,195275.83
1540634288,195745.09
1540634292,195346.09
1540634297,197029.60
1540634301,389944.93
1540634305,586464.41
1540634310,588857.70
1540634314,580302.84
1540634318,580862.15
1540634323,591072.29
1540634327,589546.61
1540634332,589455.21
1540634336,579389.47
1540634341,583063.48
1540634345,581289.88
1540634349,585391.69
1540634354,553210.43
1540634358,395254.71
1540634363,397595.16
1540634367,393798.41
1540634371,394603.51
1540634376,397255.17
1540634380,390403.59
1540634384,396135.97
1540634389,392956.89
1540634393,391223.95
1540634397,395456.97
1540634402,394369.09
1540634406,394894.28
1540634410,393953.33
1540634415,389759.05
1540634419,440955.87
1540634423,590252.31
1540634428,586068.34
1540634432,587676.31
1540634437,585431.44
1540634441,582531.37
1540634445,585018.23
1540634450,588984.75
1540634454,585303.37
1540634459,587256.35
1540634463,582650.86
1540634467,584300.98
1540634472,594975.43
1540634476,485593.39
1540634481,393089.84
1540634485,391584.15
1540634490,393249.64
1540634495,396328.01
1540634499,395135.98
1540634503,392783.64
1540634508,392498.47
1540634512,395636.88
1540634516,397385.95
1540634521,392968.58
1540634525,396398.88
1540634530,392897.77
1540634534,393926.89
1540634538,228273.18
1540634543,197186.37
1540634547,195677.63
1540634551,195902.60
1540634555,196554.40
1540634560,195119.38
1540634565,192545.67
1540634569,197432.54
1540634574,197587.10
1540634578,197043.04
1540634582,196535.89
1540634587,196537.22
1540634591,197324.20
1540634595,196135.63
1540634600,206505.26
1540634604,584401.35
1540634608,743808.56
1540634612,784693.44
1540634617,742427.98
1540634621,758644.36
1540634626,763642.44
1540634630,752572.63
1540634635,775460.15
1540634639,738818.25
1540634643,751515.45
1540634648,749862.95
1540634652,729159.46
1540634656,721009.37
1540634661,391397.16
1540634665,391008.19
1540634669,395541.36
1540634674,391554.50
1540634678,391648.96
1540634682,396864.57
1540634687,394046.16
1540634691,395683.33
1540634695,393824.11
1540634700,390189.92
1540634704,394376.25
1540634708,391844.63
1540634713,393635.51
1540634717,372224.55
1540634721,197440.99
1540634726,195316.01
1540634730,196287.52
1540634734,197009.82
1540634739,196031.09
1540634744,195482.53
1540634748,197421.30
1540634753,197274.39
1540634757,197917.53
1540634761,196439.61
1540634765,196548.27
1540634770,197081.26
1540634774,197154.81
1540634778,196587.66
1540634783,264751.96
1540634787,702881.60
1540634791,754556.82
1540634796,784031.71
1540634800,754281.00
1540634805,775205.25
1540634809,733861.95
1540634813,736229.68
1540634818,790526.13
1540634822,762691.06
1540634827,747665.81
1540634831,745904.44
1540634835,750127.75
1540634839,688021.86
1540634844,580118.46
1540634848,581966.47
1540634853,588842.27
1540634857,575557.88
1540634861,576716.68
1540634866,583410.42
1540634870,582973.77
1540634875,599029.60
1540634879,578065.78
1540634883,581785.04
1540634888,582893.53
1540634892,584997.53
1540634897,588301.63
1540634901,580405.27
1540634905,642511.39
1540634910,764733.66
1540634914,766147.41
1540634919,748644.66
1540634923,740908.44
1540634927,756849.09
1540634932,761451.73
1540634936,809354.15
1540634940,761371.25
1540634945,757055.30
1540634949,737957.33
1540634953,755576.90
1540634958,767056.36
1540634962,462946.27
1540634967,198116.62
1540634971,196657.90
1540634975,197366.50
1540634980,197914.12
1540634984,197285.22
1540634988,197112.65
1540634993,196922.20
1540634997,195916.60
1540635001,197426.23
1540635006,196415.28
1540635010,194959.28
1540635014,197655.54
1540635019,197169.42
1540635023,196729.19
1540635027,311027.33
1540635032,583871.19
1540635036,585516.95
1540635040,584149.64
1540635045,583531.81
1540635049,581905.72
1540635053,584059.16
1540635058,579065.09
1540635062,585674.02
1540635067,584325.22
1540635071,586005.14
1540635075,594544.49
1540635080,581963.30
1540635084,450106.99
1540635089,393421.58
1540635093,392248.76
1540635097,394484.97
1540635102,395675.37
1540635106,396026.29
1540635110,392832.91
1540635115,393176.28
1540635119,390976.43
1540635123,396048.16
1540635128,392986.48
1540635132,392794.34
1540635136,391380.27
1540635141,394319.40
1540635145,244642.55
1540635149,198082.24
1540635154,197279.92
1540635158,197159.93
1540635162,197779.51
1540635167,195796.69
1540635171,196398.81
1540635175,197908.72
1540635180,196331.17
1540635184,199704.67
1540635188,197860.05
1540635193,195959.95
1540635197,195413.08
1540635201,194809.42
1540635205,196340.73
1540635210,283896.06
1540635214,582752.41
1540635218,596796.98
1540635223,582932.88
1540635227,577729.71
1540635232,590744.49
1540635236,588132.71
1540635241,596275.20
1540635245,583436.51
1540635249,582560.51
1540635254,585806.08
1540635258,595260.70
1540635263,586530.46
1540635267,395211.20
1540635271,392828.12
1540635276,392600.09
1540635280,396065.54
1540635284,394857.93
1540635289,393666.90
1540635293,393253.48
1540635297,394593.89
1540635302,394744.77
1540635306,393809.28
1540635310,392506.76
1540635315,392263.58
1540635319,393698.13
1540635323,391751.45
1540635328,393958.24
1540635332,605912.40
1540635336,756324.17
1540635341,751826.33
1540635345,739489.66
1540635349,747236.01
1540635354,755694.59
1540635358,754779.42
1540635362,749894.88
1540635367,798162.50
1540635371,742703.61
1540635376,752566.90
1540635380,765057.63
1540635384,768081.87
1540635389,393371.23
1540635393,392743.15
1540635397,395450.91
1540635402,394137.36
1540635406,393650.95
1540635411,390322.59
1540635416,394395.98
1540635420,393817.19
1540635424,394949.06
1540635429,393364.62
1540635433,395480.24
1540635438,399453.13
1540635442,390415.20
1540635446,397618.67
1540635451,439342.15
1540635455,578543.54
1540635459,586256.00
1540635464,590644.97
1540635468,583257.65
1540635473,586978.84
1540635477,585001.67
1540635482,584406.88
1540635486,585369.21
1540635490,587525.30
1540635495,586056.80
1540635499,590296.15
1540635504,590994.83
1540635508,575112.79
1540635513,597117.40
1540635517,774151.04
1540635521,787017.79
1540635526,764901.66
1540635530,757726.54
1540635535,752169.26
1540635539,729197.05
1540635543,755342.86
1540635548,747865.18
1540635552,788678.85
1540635556,752446.71
1540635561,746426.67
1540635565,824026.51
1540635570,385404.31
1540635574,194861.77
1540635578,197578.48
1540635583,198058.30
1540635587,197444.28
1540635591,196791.08
1540635596,196223.25
1540635600,197145.48
1540635604,197314.21
1540635609,196536.55
1540635613,196554.17
1540635617,196253.61
1540635622,197545.39
1540635626,197745.74
1540635630,196395.27
1540635635,280526.65
1540635639,582144.95
1540635643,579188.64
1540635648,588545.17
1540635652,582266.49
1540635656,597655.13
1540635661,580435.29
1540635665,585170.78
1540635670,589033.71
1540635674,585685.73
1540635679,591000.20
1540635683,579736.71
1540635689,577543.34
1540635695,652081.50
1540635699,730554.46
1540635703,754113.92
1540635708,760997.27
1540635712,776419.42
1540635717,747014.68
1540635721,749494.84
1540635725,752310.02
1540635730,744758.11
1540635734,746098.40
1540635738,759645.89
1540635743,770205.93
1540635747,773447.94
1540635752,539610.63
1540635756,392395.73
1540635760,391836.95
1540635765,392285.43
1540635769,394604.34
1540635773,392265.82
1540635778,393728.33
1540635782,392632.83
1540635786,392631.62
1540635791,392767.18
1540635795,394093.40
1540635799,392176.03
1540635804,395802.75
1540635808,392907.09
1540635812,285751.60
1540635817,196516.58
1540635821,197233.51
1540635825,196205.69
1540635830,197151.84
1540635834,197292.94
1540635838,198404.98
1540635842,196264.82
1540635847,198733.11
1540635851,197612.26
1540635856,197306.63
1540635860,196624.96
1540635864,196419.29
1540635868,196509.00
1540635873,197465.00
1540635877,334855.20
1540635881,742611.41
1540635886,781416.06
1540635890,752636.52
1540635895,766020.97
1540635899,755668.99
1540635903,744030.40
1540635908,749352.90
1540635912,749627.75
1540635916,751913.00
1540635921,750052.95
1540635925,754981.18
1540635929,746585.27
1540635934,617515.78
1540635938,589172.20
1540635943,580593.48
1540635947,581594.16
1540635951,584398.76
1540635956,575123.01
1540635961,564836.74
1540635966,586830.40
1540635970,583666.40
1540635974,586544.70
1540635979,593197.73
1540635983,581501.47
1540635988,592750.81
1540635992,580296.73
1540635996,394173.74
1540636001,392778.06
1540636005,396445.42
1540636009,394600.82
1540636014,393719.78
1540636018,393072.20
1540636022,395219.69
1540636027,394592.62
1540636031,391465.18
1540636035,397735.44
1540636040,393473.44
1540636044,392022.81
1540636049,393379.14
1540636053,381867.46
1540636057,196185.40
1540636061,196977.78
1540636066,197694.42
1540636070,197865.84
1540636074,196914.76
1540636079,196194.04
1540636084,197140.07
1540636088,197203.57
1540636093,195725.58
1540636097,196828.58
1540636101,198109.82
1540636106,196288.20
1540636110,196426.69
1540636114,197572.85
1540636119,256524.25
1540636123,686708.89
1540636127,765851.37
1540636132,745724.44
1540636136,772069.09
1540636141,760626.73
1540636145,757459.88
1540636149,772487.31
1540636154,757595.18
1540636158,725514.39
1540636162,782006.78
