"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_42.csv -i 1 35",,,,"Date:","14 Dec 2018 04:24:08 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544729048.731,0.375,0.189,99.196,0.002,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,181.839,191.667,312.219
1544729049.732,0.0,0.062,85.990,0.0,0.0,13.948,8208102.0,8145492.0,20064780.0,22420087.0,22410400.0,22417835.0,8470.0,8516.0,8326.0
1544729050.732,0.125,0.125,38.976,0.0,0.0,60.775,112015721.0,111659392.0,95509578.0,106350842.0,106350861.0,106348750.0,35899.0,35748.0,35936.0
1544729051.732,0.063,0.063,39.337,0.0,0.0,60.538,112108716.0,111758765.0,95533583.0,106380430.0,106383658.0,106382271.0,35296.0,35015.0,35070.0
1544729052.732,0.0,0.062,38.375,0.0,0.0,61.562,112133686.0,111757173.0,95553076.0,106404588.0,106399610.0,106405768.0,35485.0,35233.0,35455.0
1544729053.732,0.062,0.0,36.0,0.0,0.0,63.938,112527684.0,112198339.0,95759241.0,106630008.0,106627685.0,106628963.0,35480.0,35217.0,35525.0
1544729054.733,0.0,0.062,37.375,0.0,0.0,62.562,111700884.0,111324308.0,95315781.0,106146869.0,106134345.0,106147536.0,35431.0,35142.0,35454.0
1544729055.732,0.125,0.125,36.062,0.0,0.0,63.688,0.0,0.0,95538404.0,106385257.0,106386128.0,106384704.0,35151.0,34939.0,35114.0
1544729056.732,2.374,0.500,39.038,0.0,0.0,58.089,112130095.0,111769935.0,94557805.0,105300749.0,105303825.0,105300502.0,36867.0,37162.0,37085.0
