"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_24.csv -i 1 35",,,,"Date:","14 Dec 2018 04:15:44 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544728544.647,0.375,0.189,99.204,0.002,0.0,0.230,0.0,0.0,0.0,0.0,0.0,0.0,175.804,185.718,306.300
1544728545.648,0.062,0.062,87.0,0.0,0.0,12.875,23837.0,23790.0,20599419.0,23010410.0,23009191.0,23010083.0,8190.0,8903.0,8691.0
1544728546.648,0.125,0.062,39.725,0.0,0.0,60.087,38960751.0,38780088.0,95539275.0,106383979.0,106378544.0,106381665.0,35238.0,36797.0,35423.0
1544728547.648,0.063,0.063,39.337,0.0,0.0,60.538,112145655.0,111734436.0,95555395.0,106405828.0,106402338.0,106405812.0,34328.0,35933.0,34913.0
1544728548.648,0.125,0.062,36.625,0.0,0.0,63.188,112087018.0,111747032.0,95537101.0,106381271.0,106381927.0,106381110.0,34188.0,35674.0,34328.0
1544728549.648,0.0,0.125,39.850,0.0,0.0,60.025,112133002.0,111759016.0,95561740.0,106412973.0,106406981.0,106413751.0,34747.0,36412.0,35319.0
1544728550.648,0.0,0.125,40.375,0.0,0.0,59.500,112104890.0,111765112.0,95509491.0,106349595.0,106348125.0,106347157.0,34766.0,36293.0,35148.0
1544728551.648,0.062,0.062,38.875,0.0,0.0,61.0,112128160.0,111752738.0,95518119.0,106364219.0,106361128.0,106366387.0,34145.0,35718.0,34537.0
1544728552.648,0.062,0.062,39.538,0.0,0.0,60.337,112532662.0,112198850.0,95534316.0,106377770.0,106369912.0,106373378.0,34382.0,35947.0,34615.0
1544728553.648,1.126,0.125,38.086,0.0,0.0,60.663,111691407.0,111325168.0,95529701.0,106375363.0,106375786.0,106379499.0,34615.0,35818.0,34762.0
1544728554.648,1.563,0.375,37.148,0.0,0.0,60.913,112259509.0,112057624.0,95248677.0,106062675.0,106054395.0,106062568.0,34463.0,35620.0,34471.0
1544728555.648,0.0,0.125,40.974,0.0,0.0,58.901,111699498.0,111325969.0,95573562.0,106423043.0,106423517.0,106423634.0,34256.0,35315.0,34516.0
1544728556.648,0.062,0.0,36.875,0.0,0.0,63.062,112126373.0,111760241.0,95573871.0,106428171.0,106422648.0,106426676.0,33507.0,34666.0,33863.0
1544728557.648,0.125,0.0,39.750,0.0,0.0,60.125,112572087.0,112172237.0,95544717.0,106391535.0,106391944.0,106394132.0,33690.0,35009.0,34137.0
1544728558.648,0.0,0.125,40.312,0.0,0.0,59.562,111695050.0,111324484.0,95510892.0,106356247.0,106357674.0,106356193.0,33596.0,34779.0,33743.0
1544728559.648,0.188,0.125,39.149,0.0,0.0,60.538,112528413.0,112196392.0,95571290.0,106425053.0,106406545.0,106412431.0,33305.0,34588.0,33822.0
1544728560.648,0.062,0.062,39.163,0.0,0.0,60.712,111694585.0,111323137.0,95523349.0,106366253.0,106378002.0,106378583.0,34451.0,35576.0,34472.0
1544728561.648,0.063,0.0,94.997,0.0,0.0,4.941,64937628.0,64902636.0,6526897.0,7304802.0,7301641.0,7306128.0,2447.0,2567.0,2485.0
