"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_18.csv -i 1 35",,,,"Date:","14 Dec 2018 04:13:13 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544728393.984,0.375,0.189,99.206,0.002,0.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,173.744,183.671,304.244
1544728394.984,0.187,0.062,88.184,0.0,0.0,11.567,31032.0,22874.0,16615338.0,18552966.0,18550760.0,18550971.0,7221.0,7079.0,7050.0
1544728395.984,0.063,0.0,43.652,0.0,0.0,56.285,49122544.0,48951253.0,87136990.0,97091320.0,97089790.0,97091260.0,33530.0,33730.0,34050.0
1544728396.984,1.936,0.312,36.165,0.0,0.0,61.587,102598500.0,102377589.0,95404024.0,106233641.0,106231401.0,106234176.0,35455.0,35386.0,35896.0
1544728397.984,0.250,0.312,39.0,0.0,0.0,60.438,112319602.0,111937723.0,95335049.0,106160609.0,106156062.0,106159248.0,35564.0,35205.0,35622.0
1544728398.984,0.062,0.0,38.562,0.0,0.0,61.375,111692425.0,111333682.0,95526454.0,106377142.0,106371878.0,106378843.0,35738.0,35278.0,36071.0
1544728399.984,0.0,0.0,39.087,0.0,0.0,60.913,112125682.0,111749037.0,95566290.0,106410906.0,106412044.0,106411095.0,35177.0,34979.0,35449.0
1544728400.984,0.125,0.0,38.125,0.0,0.0,61.750,112123907.0,111759129.0,95557716.0,106403230.0,106403635.0,106403199.0,34843.0,34733.0,35253.0
1544728401.985,0.125,0.0,41.599,0.0,0.0,58.276,112573291.0,112194286.0,95562164.0,106415105.0,106408447.0,106414609.0,35705.0,35725.0,36212.0
1544728402.984,0.063,0.063,41.088,0.0,0.0,58.787,112137035.0,111761814.0,95540161.0,106386535.0,106384404.0,106386850.0,35749.0,35631.0,36175.0
1544728403.984,0.125,0.187,40.037,0.0,0.0,59.650,112117779.0,111759788.0,95552308.0,106411942.0,106397510.0,106411258.0,35360.0,35215.0,35714.0
1544728404.985,0.0,0.0,41.901,0.0,0.0,58.099,111696111.0,111322472.0,95562993.0,106409914.0,106409591.0,106410215.0,35698.0,35732.0,36296.0
1544728405.985,0.062,0.062,41.0,0.0,0.0,58.875,112136015.0,111760991.0,95547862.0,106393772.0,106393475.0,106393839.0,35859.0,35629.0,35914.0
1544728406.984,0.0,0.062,40.0,0.0,0.0,59.938,112145174.0,111766736.0,95644775.0,106502113.0,106499641.0,106503176.0,35995.0,35635.0,36304.0
1544728407.984,1.811,0.437,37.664,0.0,0.0,60.087,111904881.0,111634926.0,95108183.0,105911801.0,105906435.0,105909546.0,35775.0,35886.0,36115.0
