"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_20.csv -i 1 35",,,,"Date:","14 Dec 2018 04:14:03 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544728443.231,0.375,0.189,99.206,0.002,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0,174.398,184.325,304.906
1544728444.232,0.187,0.125,86.052,0.0,0.0,13.636,20973.0,22169.0,19634320.0,21945527.0,21926468.0,21941695.0,8155.0,8024.0,8026.0
1544728445.232,0.125,0.062,40.500,0.0,0.0,59.312,42075851.0,41858691.0,95450274.0,106288588.0,106282452.0,106281282.0,37301.0,35814.0,36857.0
1544728446.232,0.0,0.0,40.992,0.0,0.0,59.008,112113862.0,111742381.0,95505755.0,106344780.0,106341984.0,106346494.0,37056.0,35637.0,36562.0
1544728447.232,0.125,0.062,38.438,0.0,0.0,61.375,112139911.0,111764754.0,95514278.0,106354680.0,106362303.0,106361202.0,35584.0,34077.0,35119.0
1544728448.232,0.062,0.062,40.012,0.0,0.0,59.863,112119838.0,111753046.0,95593306.0,106442686.0,106440193.0,106443494.0,36541.0,35295.0,36127.0
1544728449.232,0.938,0.312,39.688,0.0,0.0,59.062,112141509.0,111767808.0,95461275.0,106315867.0,106299536.0,106310759.0,37226.0,35902.0,36681.0
1544728450.232,1.250,0.312,35.312,0.0,0.0,63.125,111957971.0,111577312.0,95464906.0,106298686.0,106302570.0,106303900.0,36743.0,35407.0,36291.0
1544728451.232,0.125,0.0,39.438,0.0,0.0,60.438,112027893.0,111645505.0,95400524.0,106236795.0,106229218.0,106235566.0,36418.0,34921.0,35724.0
1544728452.232,0.0,0.063,41.343,0.0,0.0,58.595,112092200.0,111751577.0,95491563.0,106328564.0,106328315.0,106328599.0,36951.0,35352.0,36222.0
1544728453.232,0.062,0.0,36.698,0.0,0.0,63.240,112100367.0,111764337.0,95629422.0,106483628.0,106480301.0,106481678.0,35975.0,34589.0,35457.0
1544728454.232,0.188,0.125,40.778,0.0,0.0,58.908,112137546.0,111762494.0,95511145.0,106366980.0,106355463.0,106368542.0,36671.0,35367.0,36025.0
