"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_26.csv -i 1 35",,,,"Date:","14 Dec 2018 04:16:34 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544728594.493,0.375,0.189,99.203,0.002,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,176.428,186.347,306.917
1544728595.494,1.500,0.438,84.562,0.0,0.0,13.500,12650.0,9339.0,20064468.0,22414184.0,22410377.0,22411790.0,8311.0,7890.0,8014.0
1544728596.494,0.375,0.125,38.688,0.0,0.0,60.812,74531877.0,74257173.0,95565052.0,106407151.0,106409977.0,106408578.0,34609.0,34577.0,33951.0
1544728597.494,0.062,0.125,39.850,0.0,0.0,59.963,112133098.0,111760827.0,95565812.0,106417651.0,106415161.0,106417309.0,33790.0,33668.0,33215.0
1544728598.494,0.0,0.063,37.649,0.0,0.0,62.289,112135455.0,111759395.0,95563937.0,106417787.0,106413031.0,106416780.0,33256.0,33137.0,32721.0
1544728599.494,0.187,0.062,39.201,0.0,0.0,60.549,112569930.0,112203822.0,95486599.0,106335571.0,106325087.0,106336224.0,33731.0,33560.0,32973.0
1544728600.494,0.063,0.063,39.087,0.0,0.0,60.788,111689348.0,111321408.0,95572672.0,106419631.0,106419670.0,106420284.0,33739.0,33653.0,33127.0
1544728601.494,0.062,0.062,38.039,0.0,0.0,61.836,112131728.0,111760507.0,95589512.0,106450590.0,106442225.0,106448455.0,33595.0,33355.0,32777.0
1544728602.494,0.0,0.0,39.049,0.0,0.0,60.951,112113789.0,111763958.0,95499930.0,106337935.0,106340734.0,106340215.0,34012.0,33834.0,33259.0
1544728603.494,0.0,0.062,38.062,0.0,0.0,61.875,112577471.0,112204012.0,95694419.0,106555595.0,106553983.0,106555482.0,33648.0,33518.0,32775.0
1544728604.494,0.187,0.187,37.227,0.0,0.0,62.399,111709417.0,111308187.0,95483439.0,106337154.0,106320684.0,106336337.0,33670.0,33678.0,33131.0
1544728605.494,0.062,0.125,38.812,0.0,0.0,61.0,112124832.0,111751425.0,95502145.0,106335743.0,106338708.0,106335378.0,33776.0,33720.0,33345.0
1544728606.494,1.938,0.375,36.500,0.0,0.0,61.188,112393533.0,111992335.0,95241069.0,106056814.0,106056457.0,106056802.0,35035.0,35002.0,34522.0
1544728607.494,0.0,0.063,36.898,0.0,0.0,63.039,111982755.0,111665592.0,95567659.0,106414402.0,106411269.0,106413158.0,33450.0,33311.0,33050.0
1544728608.494,0.062,0.062,36.750,0.0,0.0,63.125,112132718.0,111773096.0,95532699.0,106382792.0,106375881.0,106380619.0,33982.0,33789.0,33334.0
1544728609.494,0.250,0.062,38.976,0.0,0.0,60.712,111605429.0,111212187.0,95497792.0,106338905.0,106338443.0,106343147.0,34839.0,34728.0,34369.0
1544728610.494,0.0,0.125,39.500,0.0,0.0,60.375,112568474.0,112196952.0,95546341.0,106390612.0,106388599.0,106388132.0,33904.0,33772.0,33393.0
