"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_50.csv -i 1 35",,,,"Date:","14 Dec 2018 04:28:28 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544729308.680,0.375,0.189,99.193,0.002,0.0,0.241,0.0,0.0,0.0,0.0,0.0,0.0,184.608,194.425,314.952
1544729309.680,0.125,0.125,87.750,0.0,0.0,12.0,0.0,0.0,17276421.0,19278006.0,19271563.0,19276985.0,7128.0,7104.0,7129.0
1544729310.680,0.0,0.0,37.938,0.0,0.0,62.062,21005772.0,20932683.0,95391130.0,106255257.0,106252257.0,106254903.0,36241.0,36353.0,36501.0
1544729311.680,0.062,0.0,36.562,0.0,0.0,63.375,112433474.0,112008186.0,95465956.0,106300778.0,106303354.0,106300973.0,35086.0,34806.0,34830.0
1544729312.681,0.125,0.0,37.562,0.0,0.0,62.312,111706351.0,111329016.0,95575473.0,106428126.0,106422756.0,106428795.0,35117.0,35135.0,35242.0
1544729313.680,0.0,0.063,37.273,0.0,0.0,62.664,112106037.0,111738235.0,95645087.0,106504985.0,106493124.0,106494618.0,35376.0,35112.0,35651.0
1544729314.682,0.125,0.062,37.789,0.0,0.0,62.024,112135726.0,111758244.0,95579154.0,106440077.0,106437439.0,106446990.0,35253.0,34893.0,35088.0
1544729315.681,0.063,0.063,37.649,0.0,0.0,62.226,111893923.0,111637083.0,95211831.0,106019297.0,106018901.0,106020996.0,34667.0,34506.0,34732.0
1544729316.681,0.125,0.125,39.538,0.0,0.0,60.212,112138554.0,111758638.0,95566853.0,106415141.0,106418331.0,106416254.0,35067.0,34826.0,35187.0
1544729317.680,0.0,0.062,40.062,0.0,0.0,59.875,111893708.0,111618570.0,95364108.0,106185304.0,106186297.0,106185318.0,35077.0,34999.0,35175.0
1544729318.680,2.188,0.250,38.0,0.0,0.0,59.562,112137774.0,111766015.0,95327341.0,106151320.0,106142744.0,106149461.0,36443.0,36042.0,36500.0
1544729319.681,0.375,0.312,40.625,0.0,0.0,58.688,112030710.0,111473269.0,95553160.0,106407258.0,106404157.0,106406588.0,34855.0,34471.0,34822.0
1544729320.680,0.062,0.062,38.625,0.0,0.0,61.250,112144800.0,111765473.0,95545856.0,106392272.0,106393673.0,106395390.0,33989.0,33719.0,34324.0
1544729321.680,0.062,0.125,38.625,0.0,0.0,61.188,112120853.0,111554388.0,95651811.0,106519457.0,106516465.0,106518511.0,35140.0,34796.0,35231.0
1544729322.680,0.062,0.0,38.125,0.0,0.0,61.812,112120365.0,111753619.0,95511469.0,106363314.0,106357402.0,106360018.0,34266.0,33877.0,34346.0
1544729323.680,0.0,0.062,37.562,0.0,0.0,62.375,112118855.0,111746706.0,95448916.0,106286612.0,106285496.0,106288876.0,34346.0,33983.0,34172.0
1544729324.680,0.062,0.125,38.289,0.0,0.0,61.524,112116374.0,111753977.0,95638224.0,106496551.0,106487056.0,106495493.0,34462.0,34203.0,34372.0
1544729325.681,0.125,0.0,91.119,0.0,0.0,8.755,85902015.0,85826911.0,12496232.0,13950184.0,13954189.0,13953770.0,4731.0,4729.0,4740.0
1544729326.680,0.500,0.062,77.0,0.062,0.0,22.375,21992556.0,21915242.0,3608.0,1628.0,4532.0,1628.0,29603.0,29074.0,29291.0
1544729327.680,0.063,0.0,73.734,0.0,0.0,26.204,112588224.0,112397615.0,2348.0,2124.0,2950.0,2124.0,36516.0,36001.0,35783.0
1544729328.680,0.125,0.125,75.016,0.0,0.0,24.735,112155330.0,111961313.0,3098.0,5369.0,3882.0,5369.0,36599.0,35763.0,35514.0
1544729329.681,2.436,0.562,74.016,0.0,0.0,22.986,111728756.0,111525668.0,4564.0,8407.0,5572.0,8407.0,37491.0,36968.0,36765.0
1544729330.680,0.0,0.062,74.812,0.0,0.0,25.125,111980641.0,111824867.0,4514.0,8124.0,5662.0,8124.0,36657.0,35968.0,35868.0
1544729331.680,0.063,0.063,75.485,0.0,0.0,24.390,112146386.0,111958216.0,3712.0,2716.0,4664.0,2716.0,36266.0,35946.0,35550.0
1544729332.680,0.062,0.062,74.938,0.0,0.0,24.938,112582283.0,112378921.0,2546.0,8494.0,3190.0,8494.0,36448.0,36062.0,35726.0
1544729333.680,0.062,0.062,73.079,0.0,0.0,26.796,111649636.0,111469083.0,3150.0,6175.0,3948.0,6175.0,36538.0,36066.0,35743.0
1544729334.680,0.063,0.0,73.546,0.0,0.0,26.391,112158571.0,111963119.0,3676.0,12816.0,4600.0,12816.0,36692.0,35909.0,35941.0
1544729335.680,0.250,0.187,75.578,0.0,0.0,23.985,112064428.0,111963553.0,4472.0,6472.0,5620.0,6472.0,36323.0,35822.0,35624.0
1544729336.680,0.188,0.0,75.312,0.0,0.0,24.500,112164226.0,111756013.0,4415.0,3578.0,5395.0,3578.0,36061.0,35575.0,35586.0
1544729337.680,0.125,0.0,74.797,0.0,0.0,25.078,112115728.0,111963228.0,2616.0,2326.0,3288.0,2326.0,36346.0,35934.0,35627.0
1544729338.680,0.0,0.062,74.625,0.0,0.0,25.312,112547861.0,112397190.0,2994.0,5229.0,3750.0,5229.0,36349.0,35822.0,35584.0
1544729339.680,1.624,0.375,71.643,0.0,0.0,26.359,111713151.0,111525863.0,3582.0,6466.0,4492.0,6466.0,37550.0,37075.0,36774.0
1544729340.680,0.188,0.188,74.688,0.0,0.0,24.938,112117825.0,111964629.0,4566.0,8136.0,5728.0,8136.0,36656.0,36108.0,35895.0
1544729341.681,0.063,0.188,87.555,0.0,0.0,12.195,81903996.0,81936528.0,3384.0,2568.0,4252.0,2568.0,17823.0,17642.0,17616.0
1544729342.680,0.125,0.062,99.812,0.0,0.0,0.0,11640.0,5065.0,2822.0,8576.0,3536.0,8576.0,2.0,5.0,9.0
1544729343.680,0.125,0.125,99.750,0.0,0.0,0.0,5175.0,3991.0,2986.0,5981.0,3742.0,5981.0,5.0,5.0,11.0
