"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_32.csv -i 1 35",,,,"Date:","14 Dec 2018 04:19:16 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544728756.759,0.375,0.189,99.200,0.002,0.0,0.234,0.0,0.0,0.0,0.0,0.0,0.0,178.426,188.312,308.880
1544728757.760,0.124,0.0,85.750,0.0,0.0,14.126,22614939.0,22529683.0,20109779.0,22470518.0,22459939.0,22468215.0,8497.0,8370.0,8573.0
1544728758.760,0.062,0.062,37.125,0.0,0.0,62.750,0.0,0.0,95554938.0,106403027.0,106398992.0,106398574.0,35492.0,35315.0,36098.0
1544728759.761,0.062,0.062,38.039,0.0,0.0,61.836,112050230.0,111681798.0,95536276.0,106380142.0,106380586.0,106385588.0,34655.0,34475.0,35198.0
1544728760.760,0.125,0.062,38.812,0.0,0.0,61.0,112137136.0,111762179.0,95604609.0,106453536.0,106455155.0,106453417.0,35261.0,35068.0,35470.0
1544728761.760,0.0,0.125,38.962,0.0,0.0,60.913,112140524.0,111766453.0,95587430.0,106445818.0,106438297.0,106445493.0,34750.0,34400.0,35118.0
1544728762.760,1.562,0.500,37.289,0.0,0.0,60.650,112148335.0,111774734.0,95491333.0,106330496.0,106318793.0,106320869.0,36339.0,36187.0,36810.0
1544728763.760,1.501,0.375,36.398,0.0,0.0,61.726,112083312.0,111726391.0,95452099.0,106284260.0,106294418.0,106291961.0,35503.0,35426.0,36118.0
1544728764.760,0.062,0.125,38.375,0.0,0.0,61.438,112070873.0,111581064.0,95420349.0,106269103.0,106254830.0,106270557.0,35003.0,34877.0,35499.0
1544728765.760,0.125,0.062,38.188,0.0,0.0,61.625,112138362.0,111759913.0,95558129.0,106399430.0,106402564.0,106399405.0,34781.0,34576.0,35376.0
1544728766.760,0.062,0.0,39.688,0.0,0.0,60.250,112130479.0,111760216.0,95622815.0,106477957.0,106479614.0,106480208.0,34889.0,34654.0,35566.0
1544728767.760,0.125,0.125,39.038,0.0,0.0,60.712,112140865.0,111765056.0,95460856.0,106296716.0,106292790.0,106295016.0,35475.0,34944.0,35727.0
1544728768.761,0.125,0.062,38.250,0.0,0.0,61.562,112124161.0,111761418.0,95572976.0,106421437.0,106418183.0,106420530.0,35160.0,34802.0,35397.0
1544728769.760,0.063,0.0,39.212,0.0,0.0,60.725,112122999.0,111491586.0,95520912.0,106377101.0,106374061.0,106378244.0,34586.0,34313.0,35109.0
1544728770.760,0.125,0.125,38.875,0.0,0.0,60.875,112136591.0,111762370.0,95622466.0,106478265.0,106477699.0,106478043.0,34832.0,34663.0,34944.0
1544728771.760,0.062,0.062,39.101,0.0,0.0,60.775,112132112.0,111762693.0,95501619.0,106351033.0,106344038.0,106349330.0,34706.0,34537.0,35053.0
1544728772.761,0.063,0.063,38.211,0.0,0.0,61.664,112134571.0,111760750.0,95554270.0,106398056.0,106400537.0,106399506.0,35878.0,35595.0,36226.0
1544728773.760,1.625,0.562,89.875,0.0,0.0,7.938,85932649.0,85855777.0,11065300.0,12356665.0,12356322.0,12358604.0,4120.0,4236.0,4293.0
1544728774.759,0.439,0.063,78.356,0.0,0.0,21.142,22536649.0,22401528.0,2580.0,16822.0,3224.0,16822.0,29776.0,30166.0,29408.0
1544728775.760,0.062,0.062,65.504,0.0,0.0,34.371,111791358.0,111665522.0,3116.0,1406.0,3914.0,1406.0,24365.0,23996.0,24001.0
1544728776.760,0.125,0.125,66.188,0.0,0.0,33.562,112107057.0,111947622.0,1240.0,1680.0,1562.0,1680.0,23390.0,22994.0,22893.0
1544728777.760,0.125,0.063,67.667,0.0,0.0,32.145,111586764.0,111529790.0,2306.0,5095.0,2894.0,5095.0,23620.0,23192.0,23358.0
1544728778.760,0.125,0.062,67.500,0.0,0.0,32.312,111977959.0,111951106.0,2574.0,12716.0,3204.0,12716.0,24009.0,23390.0,23443.0
1544728779.760,0.062,0.062,66.833,0.0,0.0,33.042,112093217.0,111970449.0,2382.0,7096.0,2984.0,7096.0,24047.0,23578.0,23640.0
