"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_48.csv -i 1 35",,,,"Date:","14 Dec 2018 04:27:22 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544729242.672,0.375,0.189,99.193,0.002,0.0,0.241,0.0,0.0,0.0,0.0,0.0,0.0,183.903,193.733,314.267
1544729243.672,0.125,0.062,88.750,0.0,0.0,11.062,13080.0,10149.0,16423919.0,18328308.0,18317096.0,18322168.0,6860.0,6841.0,7310.0
1544729244.672,0.874,0.125,38.663,0.0,0.0,60.337,72008349.0,71765126.0,95295193.0,106153850.0,106148693.0,106158512.0,37176.0,37223.0,37254.0
1544729245.672,1.562,0.438,38.875,0.0,0.0,59.125,111565884.0,111250508.0,95485092.0,106319931.0,106318037.0,106318818.0,36778.0,36843.0,37057.0
1544729246.673,0.125,0.063,37.461,0.0,0.0,62.351,112171851.0,111794978.0,95442142.0,106273277.0,106275472.0,106273923.0,35238.0,34906.0,35285.0
1544729247.672,0.375,0.188,36.062,0.0,0.0,63.375,111907122.0,111508150.0,95351943.0,106176214.0,106176733.0,106176667.0,34862.0,34789.0,34796.0
1544729248.673,0.062,0.062,38.0,0.0,0.0,61.875,112112607.0,111738592.0,95637468.0,106501917.0,106498807.0,106501735.0,35044.0,35030.0,35356.0
1544729249.672,0.062,0.062,39.288,0.0,0.0,60.587,112160641.0,111783246.0,95461534.0,106304802.0,106301935.0,106304604.0,35392.0,34787.0,35165.0
1544729250.672,0.062,0.062,38.812,0.0,0.0,61.062,112100077.0,111711185.0,95553680.0,106400433.0,106399936.0,106401140.0,35481.0,35290.0,35422.0
1544729251.672,0.125,0.188,38.712,0.0,0.0,60.976,112127449.0,111483232.0,95631103.0,106495685.0,106495223.0,106493603.0,34965.0,34583.0,35106.0
1544729252.672,0.062,0.062,36.562,0.0,0.0,63.312,112133548.0,111760294.0,95463807.0,106306478.0,106303236.0,106306947.0,34727.0,34492.0,34643.0
1544729253.672,0.062,0.062,36.938,0.0,0.0,62.938,112533056.0,112193207.0,95515692.0,106360027.0,106357116.0,106360999.0,34004.0,33355.0,33641.0
1544729254.672,0.125,0.0,36.062,0.0,0.0,63.812,112149968.0,111773801.0,95554385.0,106406944.0,106398434.0,106407088.0,33414.0,32887.0,33383.0
1544729255.672,0.938,0.125,34.250,0.0,0.0,64.688,111669608.0,111076956.0,95370260.0,106202087.0,106200030.0,106201135.0,34019.0,33718.0,34177.0
1544729256.672,1.438,0.500,36.188,0.0,0.0,61.875,111688617.0,111483800.0,95238351.0,106039696.0,106042413.0,106040277.0,35055.0,34848.0,35010.0
1544729257.673,0.125,0.062,38.688,0.0,0.0,61.125,112136654.0,111755550.0,95573927.0,106423470.0,106424338.0,106422881.0,35127.0,34863.0,35230.0
1544729258.672,0.125,0.062,37.289,0.0,0.0,62.523,112136536.0,111753453.0,95532024.0,106383965.0,106375086.0,106385106.0,35303.0,34800.0,35415.0
1544729259.673,0.062,0.062,90.375,0.0,0.0,9.500,36203993.0,36268330.0,14298513.0,15959273.0,15959550.0,15960754.0,5439.0,5359.0,5493.0
1544729260.672,0.063,0.0,79.049,0.0,0.0,20.888,71780424.0,71687725.0,2728.0,4524.0,3428.0,4524.0,28972.0,28447.0,27763.0
1544729261.672,0.062,0.062,73.954,0.0,0.0,25.921,112550192.0,112403592.0,4355.0,4592.0,5321.0,4592.0,37070.0,35926.0,35362.0
1544729262.672,0.0,0.0,75.672,0.0,0.0,24.328,111643184.0,111527549.0,3738.0,9086.0,4690.0,9086.0,36808.0,35814.0,35332.0
1544729263.672,0.062,0.062,74.141,0.0,0.0,25.734,112111054.0,111969390.0,3962.0,6436.0,4970.0,6436.0,37028.0,35791.0,35315.0
1544729264.672,0.0,0.0,74.984,0.0,0.0,25.016,112142429.0,111963124.0,3184.0,12660.0,3982.0,12660.0,36333.0,35470.0,35029.0
1544729265.672,0.125,0.0,76.500,0.0,0.0,23.375,112159605.0,111965279.0,2832.0,5732.0,3560.0,5732.0,36847.0,35685.0,35121.0
1544729266.672,1.812,0.500,70.875,0.0,0.0,26.812,0.0,0.0,3116.0,1460.0,3914.0,1460.0,37814.0,36719.0,36157.0
1544729267.672,0.187,0.312,74.703,0.0,0.0,24.797,112074532.0,111878284.0,3806.0,2782.0,4772.0,2782.0,36976.0,35826.0,35265.0
1544729268.672,0.062,0.188,73.250,0.0,0.0,26.500,112144670.0,111966271.0,3858.0,9357.0,4838.0,9357.0,36930.0,35884.0,35565.0
1544729269.672,0.063,0.063,74.609,0.0,0.0,25.266,112135144.0,111947776.0,4020.0,7189.0,4888.0,7189.0,36838.0,35623.0,35198.0
1544729270.672,0.125,0.187,73.017,0.0,0.0,26.671,112598444.0,112402906.0,2832.0,4544.0,3560.0,4544.0,36735.0,35572.0,35053.0
1544729271.672,0.0,0.0,75.985,0.0,0.0,24.015,111655245.0,111528692.0,3220.0,2548.0,4046.0,2548.0,36174.0,35324.0,34743.0
1544729272.672,0.062,0.062,74.875,0.0,0.0,25.0,112156292.0,111963996.0,3858.0,9260.0,4838.0,9260.0,36753.0,35482.0,35002.0
1544729273.672,0.062,0.0,74.625,0.0,0.0,25.312,112157490.0,111964394.0,3754.0,6265.0,4706.0,6265.0,36489.0,35434.0,35328.0
1544729274.672,0.125,0.062,73.875,0.0,0.0,25.938,112143142.0,111964857.0,3124.0,12594.0,3908.0,12594.0,36643.0,35646.0,35164.0
1544729275.673,0.062,0.125,87.008,0.0,0.0,12.804,112112013.0,111916033.0,3090.0,5806.0,3874.0,5806.0,19831.0,19073.0,18828.0
1544729276.673,0.188,0.188,99.625,0.0,0.0,0.0,35988374.0,36088376.0,4027.0,3504.0,4909.0,3504.0,4.0,9.0,11.0
1544729277.673,2.062,0.562,97.312,0.0,0.0,0.062,4426.0,5770.0,3660.0,2716.0,4598.0,2716.0,9.0,7.0,6.0
