"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_30.csv -i 1 35",,,,"Date:","14 Dec 2018 04:18:24 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544728704.243,0.375,0.189,99.201,0.002,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,177.735,187.634,308.208
1544728705.244,0.187,0.249,86.488,0.0,0.0,13.076,28160.0,16797.0,20141681.0,22493385.0,22494045.0,22493385.0,8472.0,8471.0,8498.0
1544728706.244,0.0,0.125,35.978,0.0,0.0,63.898,54562803.0,54388614.0,95353391.0,106175675.0,106175559.0,106175675.0,35626.0,34918.0,35129.0
1544728707.244,0.188,0.125,37.375,0.0,0.0,62.312,111968722.0,111739821.0,95466701.0,106307706.0,106304899.0,106307706.0,35246.0,34381.0,34648.0
1544728708.244,0.0,0.0,36.085,0.0,0.0,63.915,112480412.0,112063795.0,95471135.0,106307211.0,106305161.0,106307211.0,35239.0,34333.0,34866.0
1544728709.244,0.062,0.062,36.665,0.0,0.0,63.210,112041310.0,111773172.0,95469568.0,106308550.0,106303958.0,106308550.0,34975.0,34430.0,34670.0
1544728710.244,0.312,0.312,35.728,0.0,0.0,63.648,111573272.0,111301653.0,95474622.0,106309584.0,106309222.0,106309584.0,35522.0,34925.0,34960.0
1544728711.244,2.190,0.501,35.294,0.0,0.0,62.015,112448205.0,112063682.0,95156010.0,105969714.0,105971640.0,105969714.0,35943.0,35486.0,36019.0
1544728712.244,0.125,0.062,37.789,0.062,0.0,61.961,111352936.0,110697599.0,95104744.0,105912528.0,105905212.0,105912528.0,35112.0,34408.0,34513.0
1544728713.244,0.125,0.062,37.125,0.0,0.0,62.688,111658625.0,111047470.0,95493768.0,106333811.0,106331952.0,106333811.0,35354.0,34836.0,34626.0
1544728714.244,0.062,0.062,36.125,0.0,0.0,63.750,112057500.0,111778684.0,95467499.0,106314701.0,106300923.0,106314701.0,35171.0,34387.0,34791.0
1544728715.245,0.188,0.125,37.0,0.0,0.0,62.688,112022143.0,111744703.0,95753909.0,106622688.0,106614588.0,106615292.0,34015.0,33523.0,33703.0
1544728716.244,0.062,0.062,35.312,0.0,0.0,64.562,112538737.0,112199042.0,95304518.0,106122490.0,106128851.0,106127857.0,32884.0,31877.0,32197.0
1544728717.244,0.187,0.062,37.601,0.0,0.0,62.149,111695928.0,111221748.0,95492710.0,106333330.0,106330288.0,106333514.0,33766.0,32688.0,33204.0
1544728718.244,0.062,0.062,35.812,0.0,0.0,64.062,112035661.0,111670018.0,95526814.0,106374866.0,106374016.0,106376043.0,33768.0,32701.0,33168.0
1544728719.245,0.0,0.125,37.774,0.0,0.0,62.101,112044937.0,111641310.0,95472656.0,106327868.0,106314636.0,106326294.0,34017.0,33204.0,33548.0
1544728720.244,0.0,0.125,38.750,0.0,0.0,61.125,112570361.0,112087018.0,95532383.0,106384884.0,106385913.0,106383916.0,33657.0,32868.0,32854.0
1544728721.244,1.374,0.375,91.255,0.0,0.0,6.996,51944695.0,51857817.0,9685416.0,10827063.0,10831532.0,10830273.0,3653.0,3578.0,3574.0
1544728722.244,0.188,0.188,76.971,0.0,0.0,22.653,54560592.0,54405827.0,1852.0,9550.0,2286.0,9550.0,30518.0,30191.0,29756.0
1544728723.244,0.062,0.062,75.655,0.0,0.0,24.220,112143995.0,111896780.0,3856.0,5574.0,4808.0,5574.0,36989.0,36233.0,36017.0
1544728724.244,0.125,0.062,75.312,0.0,0.0,24.500,111653534.0,111415244.0,2304.0,16594.0,2878.0,16594.0,36620.0,36255.0,35732.0
