"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_14.csv -i 1 35",,,,"Date:","14 Dec 2018 04:11:34 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544728294.329,0.375,0.189,99.208,0.002,0.0,0.226,0.0,0.0,0.0,0.0,0.0,0.0,172.488,182.442,302.986
1544728295.330,0.063,0.063,87.930,0.0,0.0,11.945,9186.0,9207.0,17253731.0,19280858.0,19262080.0,19255866.0,6998.0,7137.0,7465.0
1544728296.330,0.062,0.062,40.062,0.0,0.0,59.812,85638509.0,85332930.0,95471665.0,106311774.0,106324579.0,106334829.0,37465.0,36714.0,37739.0
1544728297.330,0.062,0.062,41.688,0.0,0.0,58.188,112148614.0,111765349.0,95592026.0,106449037.0,106445158.0,106448933.0,37601.0,36619.0,38203.0
1544728298.330,0.062,0.062,41.625,0.0,0.0,58.250,112118993.0,111736640.0,95554285.0,106400460.0,106401273.0,106400091.0,37629.0,36697.0,38113.0
1544728299.330,0.062,0.062,41.438,0.0,0.0,58.438,112133953.0,111750263.0,95570298.0,106433823.0,106419847.0,106433247.0,37634.0,36700.0,38080.0
1544728300.330,0.0,0.125,40.938,0.0,0.0,58.938,112141977.0,111759643.0,95508492.0,106351692.0,106351818.0,106352727.0,36656.0,35664.0,36592.0
1544728301.330,0.062,0.062,40.250,0.0,0.0,59.625,112126087.0,111743268.0,95582557.0,106438374.0,106431692.0,106438345.0,36024.0,34977.0,36174.0
1544728302.330,0.250,0.250,38.375,0.0,0.0,61.125,112562438.0,112185017.0,95560758.0,106410685.0,106407169.0,106410232.0,35443.0,34272.0,35551.0
1544728303.330,1.688,0.312,37.688,0.0,0.0,60.312,111620603.0,111317179.0,95459708.0,106299399.0,106294454.0,106300104.0,35548.0,34528.0,35960.0
1544728304.330,0.187,0.062,40.162,0.0,0.0,59.588,112119545.0,111726711.0,95530975.0,106381193.0,106371178.0,106379898.0,35619.0,34512.0,35676.0
1544728305.330,0.0,0.0,41.776,0.0,0.0,58.224,112572041.0,112184147.0,95546775.0,106397495.0,106394808.0,106395818.0,35740.0,34506.0,35719.0
1544728306.330,0.500,0.125,36.727,0.0,0.0,62.648,111499343.0,111248000.0,95380139.0,106204765.0,106204680.0,106207367.0,34923.0,33860.0,35051.0
1544728307.330,0.125,0.0,38.0,0.0,0.0,61.875,112340896.0,112066826.0,95318066.0,106137916.0,106134591.0,106138273.0,34787.0,33717.0,35008.0
1544728308.330,0.125,0.125,39.0,0.0,0.0,60.750,112126293.0,111751429.0,95563173.0,106411219.0,106397571.0,106396628.0,35482.0,34151.0,35601.0
1544728309.330,0.125,0.063,39.900,0.0,0.0,59.912,112144459.0,111760177.0,95560452.0,106414597.0,106420228.0,106427292.0,35633.0,34797.0,35708.0
1544728310.330,0.0,0.062,42.0,0.0,0.0,57.938,111688290.0,111293996.0,95575244.0,106420497.0,106421475.0,106419609.0,35825.0,34695.0,35962.0
1544728311.330,0.125,0.0,93.317,0.0,0.0,6.558,18243843.0,18360390.0,9856932.0,11018735.0,11015917.0,11023260.0,3970.0,3872.0,3933.0
1544728312.330,0.0,0.063,78.299,0.0,0.0,21.639,88558258.0,88460927.0,1622.0,4367.0,2028.0,4367.0,30536.0,29460.0,30726.0
1544728313.330,2.0,0.250,71.375,0.0,0.0,26.375,0.0,0.0,1112.0,7182.0,1378.0,7182.0,34093.0,33998.0,35006.0
1544728314.330,0.500,0.125,75.250,0.0,0.0,24.125,112153387.0,111958307.0,1390.0,9702.0,1740.0,9702.0,36094.0,35596.0,36909.0
1544728315.330,0.062,0.0,75.703,0.0,0.0,24.235,112108614.0,111884742.0,1559.0,3408.0,1811.0,3408.0,36229.0,35944.0,37260.0
1544728316.330,0.125,0.125,74.984,0.0,0.0,24.765,112127530.0,111951921.0,1219.0,4575.0,1499.0,4575.0,36071.0,35851.0,36981.0
1544728317.330,0.062,0.0,76.577,0.0,0.0,23.360,112101989.0,111954993.0,1580.0,5524.0,1986.0,5524.0,35706.0,35353.0,36745.0
1544728318.330,0.0,0.062,75.625,0.0,0.0,24.312,112146653.0,111954092.0,872.0,370.0,1096.0,370.0,35862.0,35550.0,36850.0
