"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_2.csv -i 1 35",,,,"Date:","14 Dec 2018 04:06:34 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544727994.203,0.375,0.189,99.213,0.002,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.0,168.981,178.970,299.555
1544727995.204,0.125,0.0,93.938,0.0,0.0,5.938,9127.0,6726.0,4704826.0,5285163.0,5283985.0,5284992.0,3354.0,3080.0,3224.0
1544727996.204,0.063,0.063,73.984,0.0,0.0,25.891,21155346.0,21136182.0,21107283.0,23627196.0,23622981.0,23627196.0,15468.0,15544.0,15666.0
1544727997.204,0.187,0.062,67.333,0.0,0.0,32.417,31925737.0,31921776.0,28179379.0,31401439.0,31396821.0,31401087.0,19060.0,18735.0,19054.0
1544727998.204,0.125,0.188,73.500,0.0,0.0,26.188,28822246.0,28818164.0,21907816.0,24530993.0,24531506.0,24531333.0,16105.0,16030.0,16092.0
1544727999.204,0.125,0.0,68.500,0.0,0.0,31.375,29456073.0,29439048.0,27428203.0,30723733.0,30711035.0,30723733.0,18193.0,18032.0,18278.0
1544728000.204,0.062,0.062,66.896,0.0,0.0,32.979,34654311.0,34654085.0,27960376.0,31187850.0,31185180.0,31186305.0,17207.0,17169.0,17400.0
1544728001.204,2.189,0.250,72.233,0.0,0.0,25.328,28272755.0,28264944.0,23802242.0,26601089.0,26594854.0,26602739.0,16650.0,16498.0,16624.0
1544728002.204,0.062,0.125,70.688,0.0,0.0,29.125,28375472.0,28363226.0,25562341.0,28582245.0,28577803.0,28581120.0,16579.0,16634.0,16889.0
1544728003.204,0.250,0.187,70.831,0.0,0.0,28.732,28942722.0,28929765.0,24582468.0,27454217.0,27445616.0,27455237.0,17509.0,17515.0,17770.0
1544728004.204,0.063,0.0,67.917,0.0,0.0,32.020,34859271.0,34856294.0,29716974.0,33196111.0,33189397.0,33194683.0,18073.0,18168.0,18526.0
1544728005.204,0.125,0.062,71.062,0.0,0.0,28.750,29271135.0,29267594.0,23587963.0,26368777.0,26369877.0,26370388.0,16708.0,16898.0,16995.0
1544728006.204,0.125,0.062,70.625,0.0,0.0,29.188,29788763.0,29771543.0,25945621.0,29038824.0,29034687.0,29038824.0,17330.0,17475.0,17640.0
1544728007.204,0.125,0.0,70.544,0.0,0.0,29.331,28670272.0,28663782.0,24229820.0,27062972.0,27056611.0,27061831.0,17169.0,17205.0,17409.0
1544728008.204,0.125,0.250,67.520,0.0,0.0,32.105,35359377.0,35355335.0,29853479.0,33340651.0,33340628.0,33340352.0,16630.0,16725.0,17000.0
1544728009.204,0.312,0.062,73.562,0.0,0.0,26.062,0.0,0.0,20939286.0,23457329.0,23451489.0,23458258.0,16025.0,15933.0,16405.0
1544728010.204,0.062,0.062,69.750,0.0,0.0,30.125,24733597.0,24726007.0,27528507.0,30816136.0,30814979.0,30815116.0,16751.0,16738.0,17057.0
1544728011.204,0.438,0.188,94.562,0.0,0.0,4.812,32493045.0,32491508.0,4212978.0,4721083.0,4714965.0,4722614.0,2609.0,2625.0,2630.0
1544728012.204,1.062,0.312,88.688,0.0,0.0,9.938,3852243.0,3846248.0,146.0,3569.0,174.0,3569.0,13560.0,13777.0,13292.0
1544728013.204,0.375,0.188,85.866,0.0,0.0,13.571,22257028.0,22241877.0,414.0,9498.0,512.0,9498.0,17246.0,17422.0,17184.0
1544728014.204,0.062,0.062,87.008,0.0,0.0,12.867,31158228.0,31145159.0,362.0,6270.0,446.0,6270.0,16188.0,16620.0,16153.0
1544728015.204,0.188,0.062,85.688,0.0,0.0,14.062,27278731.0,27272964.0,1395.0,3334.0,1605.0,3334.0,16563.0,16976.0,16534.0
1544728016.204,0.125,0.062,86.625,0.0,0.0,13.188,31768315.0,31761533.0,146.0,3905.0,174.0,3905.0,17387.0,17427.0,17251.0
1544728017.204,0.188,0.0,85.562,0.0,0.0,14.250,31851718.0,31842718.0,198.0,4792.0,240.0,4792.0,17912.0,18017.0,17826.0
1544728018.204,0.125,0.062,87.125,0.0,0.0,12.688,33143003.0,33136289.0,164.0,74.0,206.0,74.0,17011.0,17185.0,16787.0
1544728019.204,0.125,0.250,86.312,0.0,0.0,13.312,27726077.0,27719799.0,518.0,7242.0,644.0,7242.0,17918.0,18158.0,17882.0
1544728020.204,0.125,0.125,85.072,0.0,0.0,14.678,31369576.0,31369125.0,328.0,148.0,412.0,148.0,18922.0,18997.0,18898.0
1544728021.204,0.250,0.063,85.804,0.0,0.0,13.884,32417200.0,32417150.0,354.0,8546.0,438.0,8546.0,18924.0,19017.0,18881.0
1544728022.204,1.438,0.250,85.303,0.0,0.0,13.008,32012161.0,32004744.0,1109.0,5638.0,1235.0,5638.0,18543.0,18666.0,18485.0
1544728023.204,0.750,0.125,84.688,0.0,0.0,14.438,32511363.0,32495891.0,414.0,9498.0,512.0,9498.0,18328.0,18414.0,18313.0
1544728024.204,0.062,0.0,86.750,0.0,0.0,13.188,31597505.0,31574346.0,362.0,6336.0,446.0,6336.0,18735.0,18757.0,18735.0
1544728025.204,0.187,0.125,86.446,0.0,0.0,13.242,31558059.0,31559157.0,474.0,1356.0,586.0,1356.0,18698.0,18806.0,18653.0
1544728026.204,0.125,0.0,85.625,0.0,0.0,14.250,32047693.0,32030501.0,146.0,3905.0,174.0,3905.0,18678.0,18556.0,18481.0
1544728027.204,0.125,0.0,93.125,0.0,0.0,6.750,30917389.0,30916195.0,104.0,4726.0,132.0,4726.0,9800.0,9856.0,9694.0
1544728028.204,0.125,0.125,99.750,0.0,0.0,0.0,3329628.0,3328024.0,164.0,74.0,206.0,74.0,0.0,1.0,1.0
1544728029.204,0.062,0.062,99.875,0.0,0.0,0.0,15988.0,1629.0,864.0,14111.0,1046.0,14111.0,0.0,2.0,12.0
