"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_44.csv -i 1 35",,,,"Date:","14 Dec 2018 04:25:12 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544729112.719,0.375,0.189,99.195,0.002,0.0,0.239,0.0,0.0,0.0,0.0,0.0,0.0,182.529,192.344,312.908
1544729113.720,0.062,0.125,86.417,0.0,0.0,13.396,11776.0,10717.0,19521350.0,21809816.0,21805842.0,21809816.0,8167.0,8253.0,8287.0
1544729114.720,0.0,0.125,36.740,0.0,0.0,63.135,64879732.0,64642614.0,95428534.0,106266434.0,106257702.0,106266434.0,35448.0,35229.0,35608.0
1544729115.720,0.125,0.063,35.522,0.0,0.0,64.290,112037908.0,111748276.0,95469424.0,106306534.0,106304584.0,106306534.0,35321.0,35486.0,35689.0
1544729116.720,0.062,0.188,37.688,0.0,0.0,62.062,112036632.0,111748818.0,95479869.0,106313541.0,106315281.0,106313541.0,34905.0,34635.0,34989.0
1544729117.720,0.062,0.062,35.562,0.0,0.0,64.312,112454981.0,112186861.0,95434353.0,106265796.0,106263563.0,106265796.0,34871.0,34645.0,34917.0
1544729118.720,0.500,0.250,37.250,0.0,0.0,62.0,111581249.0,111302282.0,95469517.0,106305871.0,106304831.0,106305871.0,35456.0,35366.0,35759.0
1544729119.720,1.438,0.500,38.250,0.0,0.0,59.812,109505132.0,109048208.0,92720586.0,103255288.0,103249384.0,103255288.0,34301.0,34285.0,34586.0
1544729120.720,0.125,0.0,35.938,0.0,0.0,63.938,111551844.0,111185766.0,95489462.0,106320262.0,106322662.0,106320262.0,35218.0,35038.0,35416.0
1544729121.720,0.062,0.125,36.438,0.0,0.0,63.375,112486019.0,112196533.0,95463477.0,106295643.0,106296369.0,106295643.0,35415.0,35147.0,35364.0
