"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_46.csv -i 1 35",,,,"Date:","14 Dec 2018 04:26:18 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544729178.225,0.375,0.189,99.194,0.002,0.0,0.240,0.0,0.0,0.0,0.0,0.0,0.0,183.212,193.027,313.587
1544729179.226,0.187,0.187,88.632,0.0,0.0,10.993,29742.0,11527.0,16559009.0,18487752.0,18478121.0,18485206.0,6790.0,6654.0,7002.0
1544729180.227,0.063,0.0,37.961,0.0,0.0,61.976,64612733.0,64412296.0,95485693.0,106352911.0,106349083.0,106352853.0,34552.0,36920.0,33308.0
1544729181.226,0.125,0.125,35.750,0.0,0.0,64.0,112576285.0,112200328.0,95558797.0,106404270.0,106407811.0,106405174.0,33226.0,35498.0,32082.0
1544729182.226,2.811,0.437,35.978,0.0,0.0,60.775,111674857.0,111053334.0,95397934.0,106240214.0,106235362.0,106240463.0,35742.0,38467.0,34706.0
1544729183.226,0.125,0.062,35.500,0.0,0.0,64.312,112144404.0,111671151.0,95598999.0,106458416.0,106437257.0,106434288.0,33414.0,35439.0,32324.0
1544729184.226,0.063,0.0,34.021,0.0,0.0,65.916,112123025.0,111748492.0,95539330.0,106380043.0,106396104.0,106398132.0,33620.0,35719.0,32535.0
1544729185.226,0.0,0.125,34.812,0.0,0.0,65.062,112133875.0,111749249.0,95582603.0,106446578.0,106438589.0,106452326.0,33611.0,35583.0,32160.0
1544729186.226,0.188,0.125,37.023,0.0,0.0,62.664,112127330.0,111754806.0,95519183.0,106355856.0,106358785.0,106355855.0,34371.0,36289.0,32833.0
1544729187.226,0.125,0.062,34.831,0.0,0.0,64.981,112137296.0,111761021.0,95592384.0,106441006.0,106441343.0,106440773.0,33463.0,35538.0,32314.0
1544729188.226,0.0,0.063,34.897,0.0,0.0,65.041,112574020.0,112203714.0,95474544.0,106313207.0,106308866.0,106311297.0,33337.0,35445.0,32261.0
1544729189.227,0.062,0.062,35.125,0.0,0.0,64.750,111690943.0,111322125.0,95644496.0,106510750.0,106510524.0,106512996.0,33654.0,35721.0,32663.0
1544729190.226,0.062,0.062,37.851,0.0,0.0,62.024,112117474.0,111753377.0,95398183.0,106230499.0,106226759.0,106229991.0,34532.0,36871.0,33247.0
1544729191.226,0.188,0.125,33.875,0.0,0.0,65.812,112135845.0,111760139.0,95610975.0,106462572.0,106462807.0,106462438.0,33613.0,35535.0,32384.0
1544729192.226,0.125,0.063,34.834,0.0,0.0,64.978,112134762.0,111762930.0,95584392.0,106435744.0,106430591.0,106434073.0,33864.0,35781.0,32721.0
1544729193.226,2.688,0.500,38.938,0.0,0.0,57.875,111035182.0,110259873.0,94511484.0,105247556.0,105250548.0,105249628.0,35901.0,38267.0,34059.0
1544729194.226,0.0,0.125,37.750,0.0,0.0,62.125,112121048.0,111756945.0,95530137.0,106379166.0,106374601.0,106376190.0,35133.0,37413.0,33683.0
1544729195.226,0.125,0.062,91.880,0.0,0.0,7.933,40674950.0,40715347.0,11817033.0,13203250.0,13196093.0,13208107.0,4449.0,4717.0,4207.0
1544729196.226,0.125,0.062,78.250,0.062,0.0,21.500,66480694.0,66343878.0,3444.0,1608.0,4326.0,1608.0,29684.0,28797.0,29980.0
1544729197.226,0.062,0.062,75.062,0.0,0.0,24.812,112126301.0,111971024.0,3004.0,2474.0,3774.0,2474.0,36175.0,35689.0,36990.0
1544729198.226,0.125,0.125,73.017,0.0,0.0,26.733,112125794.0,111971362.0,2606.0,5147.0,3264.0,5147.0,36414.0,35906.0,37028.0
1544729199.226,0.0,0.125,75.845,0.0,0.0,24.030,112163184.0,111970192.0,3878.0,13390.0,4844.0,13390.0,36150.0,35768.0,36697.0
1544729200.226,0.062,0.0,72.688,0.0,0.0,27.250,112562984.0,112409265.0,3366.0,7540.0,4220.0,7540.0,36208.0,35831.0,36611.0
1544729201.226,0.062,0.187,74.204,0.0,0.0,25.547,111621535.0,111510720.0,3590.0,2696.0,4500.0,2696.0,36113.0,35516.0,36616.0
1544729202.226,0.0,0.0,74.672,0.0,0.0,25.328,112116836.0,111968170.0,4269.0,11074.0,5207.0,11074.0,35694.0,35033.0,36404.0
1544729203.226,1.561,0.187,72.534,0.0,0.0,25.718,112091528.0,111970939.0,2644.0,2325.0,3330.0,2325.0,36841.0,36538.0,37750.0
1544729204.226,0.939,0.313,73.842,0.0,0.0,24.906,112001610.0,111841629.0,3366.0,5161.0,4220.0,5161.0,36806.0,36181.0,37394.0
1544729205.226,0.187,0.125,75.203,0.0,0.0,24.485,0.0,0.0,3720.0,17356.0,4658.0,17356.0,35819.0,35062.0,36513.0
1544729206.226,0.063,0.063,74.984,0.0,0.0,24.891,112079827.0,111967254.0,3444.0,1554.0,4326.0,1554.0,36467.0,35856.0,37078.0
1544729207.226,0.125,0.062,75.468,0.062,0.0,24.282,112155792.0,111974224.0,3056.0,2420.0,3840.0,2420.0,36266.0,35575.0,36565.0
1544729208.226,0.0,0.0,75.109,0.0,0.0,24.891,112522382.0,112405750.0,2658.0,5081.0,3330.0,5081.0,36012.0,35588.0,36648.0
1544729209.226,0.062,0.187,75.640,0.0,0.0,24.110,111650157.0,111533026.0,4131.0,7196.0,5041.0,7196.0,36026.0,35301.0,36445.0
1544729210.226,0.125,0.0,76.173,0.0,0.0,23.702,112163208.0,111965628.0,3635.0,8706.0,4545.0,8706.0,36438.0,35659.0,37056.0
1544729211.226,0.062,0.125,87.188,0.0,0.0,12.625,111935959.0,111713193.0,3444.0,1554.0,4326.0,1554.0,19330.0,19254.0,19548.0
1544729212.226,0.062,0.125,99.812,0.0,0.0,0.0,42619103.0,42720464.0,3254.0,9878.0,4080.0,9878.0,3.0,3.0,12.0
