"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_8.csv -i 1 35",,,,"Date:","14 Dec 2018 04:08:59 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544728139.434,0.375,0.189,99.211,0.002,0.0,0.223,0.0,0.0,0.0,0.0,0.0,0.0,170.459,180.429,301.003
1544728140.435,0.062,0.062,87.625,0.0,0.0,12.250,6165016.0,6154603.0,18658739.0,20856950.0,20855514.0,20855746.0,8171.0,8449.0,7920.0
1544728141.435,0.063,0.0,43.527,0.0,0.0,56.410,101848246.0,101717861.0,87754953.0,97706178.0,97675547.0,97682635.0,36060.0,35964.0,35516.0
1544728142.435,0.125,0.062,39.688,0.0,0.0,60.125,112135222.0,111770455.0,95561973.0,106412900.0,106429494.0,106435187.0,37389.0,36854.0,36442.0
1544728143.435,0.250,0.188,35.312,0.0,0.0,64.250,111834375.0,111622228.0,95141978.0,105956763.0,105947645.0,105957481.0,35910.0,35480.0,35163.0
1544728144.435,0.125,0.062,39.438,0.0,0.0,60.375,111251507.0,110961128.0,95015518.0,105789121.0,105736108.0,105735848.0,37268.0,36981.0,36476.0
1544728145.435,0.125,0.125,39.475,0.0,0.0,60.275,112137689.0,111767921.0,95430049.0,106261424.0,106307621.0,106314187.0,36194.0,35975.0,35438.0
1544728146.435,1.875,0.250,37.375,0.0,0.0,60.500,111879886.0,111145968.0,95340822.0,106171004.0,106169762.0,106171306.0,37185.0,36498.0,36077.0
1544728147.435,0.125,0.062,39.500,0.0,0.0,60.312,0.0,0.0,94918983.0,105689839.0,105686717.0,105690073.0,36059.0,35798.0,35332.0
1544728148.435,0.438,0.062,40.250,0.0,0.0,59.250,111850895.0,111706084.0,95426801.0,106259411.0,106255850.0,106260395.0,36326.0,35682.0,35272.0
