"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","k08",,,,"User:","root"
"Cmdline:","dstat -Tcn -N eth0,docker0,veth31e08a5 --output dstat_12.csv -i 1 35",,,,"Date:","14 Dec 2018 04:10:43 JST"

"epoch","total cpu usage",,,,,,"net/eth0",,"net/docker0",,"net/veth31e08a5",,"interrupts",,
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","29","30","31"
1544728243.823,0.375,0.189,99.209,0.002,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,171.802,181.753,302.317
1544728244.824,0.062,0.062,85.741,0.0,0.0,14.134,13238013.0,13201300.0,20278785.0,22653782.0,22649556.0,22650998.0,8540.0,8631.0,7861.0
1544728245.824,0.062,0.0,35.062,0.0,0.0,64.875,111993268.0,111549862.0,95546134.0,106393793.0,106388570.0,106388150.0,35273.0,34918.0,34821.0
1544728246.824,0.062,0.125,39.562,0.0,0.0,60.250,112123223.0,111746609.0,95525299.0,106370204.0,106370377.0,106374416.0,36369.0,36107.0,35980.0
1544728247.824,0.125,0.062,39.250,0.0,0.0,60.562,112145496.0,111771758.0,95596138.0,106449153.0,106441391.0,106445156.0,36150.0,35775.0,35648.0
1544728248.824,0.125,0.188,38.250,0.0,0.0,61.438,0.0,0.0,95445789.0,106282204.0,106283631.0,106288883.0,36105.0,35509.0,35225.0
1544728249.824,0.125,0.0,39.438,0.0,0.0,60.438,112125465.0,111750289.0,95549953.0,106396608.0,106396398.0,106396946.0,36316.0,35995.0,35724.0
1544728250.824,1.876,0.500,38.149,0.0,0.0,59.475,112135428.0,111758383.0,95590802.0,106441749.0,106436951.0,106436703.0,37881.0,37408.0,37190.0
1544728251.824,0.062,0.062,40.037,0.0,0.0,59.838,112573357.0,112095576.0,95548677.0,106404133.0,106398319.0,106403495.0,35000.0,34257.0,34181.0
1544728252.824,0.125,0.063,38.959,0.0,0.0,60.853,111719367.0,111345792.0,95502827.0,106342494.0,106342862.0,106347489.0,34898.0,34368.0,34351.0
1544728253.824,0.0,0.063,40.150,0.0,0.0,59.787,112557586.0,112179635.0,95653889.0,106524505.0,106502399.0,106517625.0,34924.0,34119.0,34121.0
1544728254.824,0.124,0.062,38.955,0.0,0.0,60.859,112130629.0,111754929.0,95523326.0,106366300.0,106369344.0,106368533.0,34606.0,34055.0,34030.0
1544728255.824,0.125,0.0,39.250,0.0,0.0,60.625,111708319.0,111342256.0,95552341.0,106396795.0,106400308.0,106402136.0,34710.0,33988.0,34107.0
1544728256.824,0.063,0.125,40.339,0.0,0.0,59.473,112551302.0,112181939.0,95463971.0,106301215.0,106299004.0,106301292.0,35425.0,34782.0,34916.0
1544728257.824,0.062,0.0,40.872,0.0,0.0,59.065,111676261.0,111324415.0,95564740.0,106416080.0,106408567.0,106413707.0,35261.0,34808.0,34823.0
1544728258.824,0.125,0.187,36.665,0.0,0.0,63.023,112575396.0,112198448.0,95549525.0,106396649.0,106393775.0,106398747.0,34351.0,33661.0,33738.0
1544728259.824,0.0,0.063,35.795,0.0,0.0,64.143,112141944.0,111776793.0,95492166.0,106327346.0,106327185.0,106327399.0,33578.0,32918.0,33044.0
1544728260.824,0.125,0.125,93.542,0.0,0.0,6.207,92241155.0,92197115.0,8642551.0,9654076.0,9658206.0,9655411.0,3268.0,3193.0,3263.0
1544728261.824,2.178,0.498,68.699,0.249,0.0,28.376,15940166.0,15887474.0,1010.0,8842.0,1262.0,8842.0,25397.0,25699.0,25173.0
1544728262.824,0.314,0.063,74.906,0.0,0.0,24.718,111950584.0,111596716.0,1541.0,5881.0,1779.0,5881.0,34665.0,35507.0,34216.0
1544728263.824,0.125,0.125,75.250,0.0,0.0,24.500,112157206.0,111966362.0,1156.0,16114.0,1436.0,16114.0,36344.0,37445.0,35520.0
1544728264.824,0.062,0.0,73.0,0.0,0.0,26.938,112097472.0,111970330.0,1312.0,592.0,1648.0,592.0,35458.0,36450.0,34797.0
1544728265.824,0.0,0.125,68.293,0.0,0.0,31.582,112043865.0,111963471.0,1344.0,1987.0,1652.0,1987.0,23455.0,23478.0,23173.0
1544728266.824,0.312,0.062,75.250,0.0,0.0,24.375,112139537.0,111963240.0,906.0,4267.0,1130.0,4267.0,35910.0,36967.0,35393.0
1544728267.824,0.0,0.062,73.938,0.0,0.0,26.0,112150751.0,111954765.0,432.0,4874.0,544.0,4874.0,36211.0,37293.0,35606.0
1544728268.824,0.125,0.062,75.640,0.0,0.0,24.172,112094267.0,111963649.0,1304.0,13436.0,1598.0,13436.0,36151.0,37277.0,35495.0
1544728269.824,0.0,0.0,75.907,0.0,0.0,24.093,112573882.0,112402911.0,2361.0,3712.0,2809.0,3712.0,36041.0,37095.0,35413.0
1544728270.824,0.062,0.062,74.016,0.0,0.0,25.859,112127427.0,111945345.0,984.0,444.0,1236.0,444.0,35297.0,36233.0,34583.0
1544728271.824,1.562,0.438,68.625,0.0,0.0,29.375,111574355.0,111523514.0,958.0,8672.0,1196.0,8672.0,29726.0,30219.0,29337.0
1544728272.824,0.125,0.062,76.0,0.0,0.0,23.812,112041460.0,111956646.0,578.0,3849.0,718.0,3849.0,36023.0,37037.0,35411.0
1544728273.824,0.125,0.125,76.577,0.0,0.0,23.173,112169293.0,111966207.0,1208.0,16133.0,1502.0,16133.0,35823.0,36782.0,35125.0
