"Epoch","Req/sec"
1506570384,172999.80
1506570693,170352.62
1506571001,169336.77
1506571309,172237.61
1506571617,173147.54
1506571925,159745.99
1506572233,170722.06
1506572541,166527.46
1506572849,157363.03
1506573157,156097.47
1506573465,183467.44
1506573773,168138.61
1506574081,169209.09
1506574389,161405.49
1506574697,150545.85
1506575004,162121.91
1506575313,160120.93
1506575620,160890.68
1506575928,154596.96
1506576236,152622.19
1506576545,134879.78
1506576854,131793.59
1506577163,114519.90
1506577473,128265.57
1506577783,84905.01
1506578094,86592.61
1506578405,126933.40
1506578715,115035.88
1506579025,126940.72
1506579334,123251.58
1506579643,120504.63
1506579952,140386.05
1506580261,152868.01
1506580569,144432.30
1506580878,143481.21
1506581186,143703.96
1506581495,142086.78
1506581803,137147.87
1506582111,151249.06
1506582419,152885.67
1506582728,150325.01
1506583036,163204.75
1506583344,153330.52
1506583652,155023.66
1506583960,160249.11
1506584268,160894.53
1506584576,168110.41
1506584883,153226.94
1506585191,157789.59
1506585500,152692.71
1506585808,158861.07
1506586116,151969.64
1506586424,166486.27
1506586732,151320.73
1506587039,165745.76
1506587347,161784.86
1506587655,159766.30
1506587963,160321.97
1506588271,151479.57
1506588579,159936.43
1506588887,156803.02
1506589195,166541.78
1506589502,161145.69
1506589810,136023.86
1506590118,143945.53
1506590426,148025.36
1506590734,157745.55
1506591042,152323.87
1506591350,140833.26
1506591658,164054.36
1506591966,169928.50
1506592274,158632.99
1506592582,146475.87
1506592890,167301.50
1506593199,151084.43
1506593507,156579.38
1506593815,158741.22
1506594123,152289.98
1506594431,147784.80
1506594739,150669.82
1506595047,150848.17
1506595356,143315.93
1506595664,150919.57
1506595972,150754.98
1506596280,146504.21
1506596588,146640.07
1506596896,148918.92
1506597204,153545.99
1506597512,160130.53
1506597820,137415.44
1506598128,151927.20
1506598437,143823.78
1506598745,145969.70
1506599053,143837.24
1506599361,156301.13
1506599669,156796.17
1506599977,132437.30
1506600287,85978.13
1506600598,89677.20
1506600908,105647.35
