"Epoch","Req/sec"
1506570307,118926.77
1506570615,122467.50
1506570924,121962.65
1506571232,115633.88
1506571540,116530.82
1506571848,116875.64
1506572156,115548.64
1506572464,118516.21
1506572772,116025.98
1506573080,114324.65
1506573388,115409.71
1506573696,121221.38
1506574004,117294.87
1506574312,119517.04
1506574620,119303.73
1506574928,117380.90
1506575236,117786.63
1506575543,119274.35
1506575851,114764.58
1506576160,119280.18
1506576468,118003.85
1506576777,113490.73
1506577086,117943.34
1506577395,112223.35
1506577706,83397.20
1506578017,99105.02
1506578328,109724.80
1506578637,82340.22
1506578948,114940.79
1506579257,114251.47
1506579566,111030.43
1506579875,110501.48
1506580184,117680.62
1506580492,112446.23
1506580801,116311.54
1506581109,111837.03
1506581418,117814.93
1506581726,117769.27
1506582034,111989.85
1506582342,117086.98
1506582651,120649.60
1506582959,115210.42
1506583267,111743.22
1506583575,105549.79
1506583883,118317.21
1506584191,113242.39
1506584499,110693.71
1506584807,99990.23
1506585115,111099.81
1506585423,116164.12
1506585731,117099.11
1506586039,120557.43
1506586347,116584.91
1506586655,117089.32
1506586963,115182.20
1506587270,117756.47
1506587578,122457.23
1506587886,121207.63
1506588194,116054.30
1506588502,116729.16
1506588810,118755.91
1506589118,120649.31
1506589425,118675.03
1506589733,114485.53
1506590041,116631.86
1506590349,114920.21
1506590657,117173.93
1506590965,121783.01
1506591273,119851.24
1506591581,118381.92
1506591889,120762.94
1506592197,115661.07
1506592505,113784.33
1506592813,114685.98
1506593122,119926.12
1506593430,113638.26
1506593738,107175.43
1506594046,114911.51
1506594354,118302.98
1506594662,115686.12
1506594970,118009.12
1506595279,113303.33
1506595587,116925.30
1506595895,116532.04
1506596203,115768.78
1506596511,120179.60
1506596819,119111.30
1506597127,115258.84
1506597435,121092.55
1506597743,119743.73
1506598051,120323.98
1506598360,119618.30
1506598668,119431.03
1506598976,117964.75
1506599284,118672.46
1506599592,120713.47
1506599900,117105.83
1506600210,86934.04
1506600521,101597.16
1506600831,113146.55
