"Epoch","Req/sec"
1506570269,127818.52
1506570577,127086.92
1506570885,128109.14
1506571193,122371.85
1506571501,123942.90
1506571810,125960.36
1506572118,130614.47
1506572425,129653.31
1506572734,128634.58
1506573042,128701.29
1506573349,128948.12
1506573657,128562.19
1506573966,129569.53
1506574274,131634.02
1506574581,133141.32
1506574889,130443.69
1506575197,128177.40
1506575505,129277.65
1506575813,129187.66
1506576121,127299.10
1506576429,125029.13
1506576738,131877.64
1506577047,125184.64
1506577357,108274.28
1506577667,117113.43
1506577978,88776.75
1506578289,109229.62
1506578599,100045.21
1506578910,132679.94
1506579219,130744.16
1506579527,128810.41
1506579836,130218.47
1506580145,129350.13
1506580453,126458.64
1506580762,134080.22
1506581071,133662.01
1506581379,134583.40
1506581687,126506.72
1506581996,127654.00
1506582304,134253.04
1506582612,133083.49
1506582921,134221.69
1506583229,132481.28
1506583537,130713.68
1506583845,130744.07
1506584152,130638.02
1506584460,131157.04
1506584768,131786.19
1506585076,134499.72
1506585384,134723.38
1506585692,133977.08
1506586000,132554.88
1506586308,131544.21
1506586616,132360.90
1506586924,126907.68
1506587232,131771.51
1506587540,134440.81
1506587848,135609.37
1506588156,132037.68
1506588463,129182.28
1506588771,126373.96
1506589079,128580.08
1506589387,124978.01
1506589695,128560.19
1506590003,131306.82
1506590311,132709.96
1506590619,131007.31
1506590927,133896.21
1506591235,131716.77
1506591543,132898.33
1506591851,134262.03
1506592159,133474.23
1506592467,132415.24
1506592775,132186.96
1506593083,130353.92
1506593391,130654.41
1506593699,133403.10
1506594007,131339.19
1506594316,132736.53
1506594624,133430.31
1506594932,130683.01
1506595240,127666.16
1506595548,131106.30
1506595856,129562.87
1506596164,129692.34
1506596473,129750.75
1506596781,132122.05
1506597089,135108.12
1506597397,134820.18
1506597705,132502.77
1506598013,132300.80
1506598321,131715.99
1506598629,128786.83
1506598938,131857.04
1506599246,130931.08
1506599554,133198.42
1506599862,132194.20
1506600171,91270.43
1506600482,95118.01
1506600792,98475.88
